@RELATION testFeatures

@ATTRIBUTE Timeframe NUMERIC
@ATTRIBUTE meanaccX NUMERIC
@ATTRIBUTE meanaccY NUMERIC
@ATTRIBUTE meanaccZ NUMERIC
@ATTRIBUTE meanaccTotal NUMERIC
@ATTRIBUTE stdevaccX NUMERIC
@ATTRIBUTE stdevaccY NUMERIC
@ATTRIBUTE stdevaccZ NUMERIC
@ATTRIBUTE stdevaccTotal NUMERIC
@ATTRIBUTE skewaccX NUMERIC
@ATTRIBUTE skewaccY NUMERIC
@ATTRIBUTE skewaccZ NUMERIC
@ATTRIBUTE skewaccTotal NUMERIC
@ATTRIBUTE curtaccX NUMERIC
@ATTRIBUTE curtaccY NUMERIC
@ATTRIBUTE curtaccZ NUMERIC
@ATTRIBUTE curtaccTotal NUMERIC
@ATTRIBUTE energyaccX NUMERIC
@ATTRIBUTE energyaccY NUMERIC
@ATTRIBUTE energyaccZ NUMERIC
@ATTRIBUTE energyaccTotal NUMERIC
@ATTRIBUTE coraccXaccY NUMERIC
@ATTRIBUTE coraccXaccZ NUMERIC
@ATTRIBUTE coraccXaccTotal NUMERIC
@ATTRIBUTE coraccYaccZ NUMERIC
@ATTRIBUTE coraccYaccTotal NUMERIC
@ATTRIBUTE coraccZaccTotal NUMERIC
@ATTRIBUTE label {lying,running,sitting,standing,walking}

@DATA
258.0,-2.00853125,8.79415625,4.209499999999999,10.037737843410268,0.34149304388733537,0.3444211728914725,1.275503209521638,0.4441205348431728,0.6867487257517831,0.3159214313549307,-0.9400858961526742,-0.0885536466728822,0.2491577111186336,0.8840862832970964,0.48876916943194715,-0.8234385078003439,130.3303562616439,2476.1120825342164,584.9527592466858,3225.6529565660326,-0.1233345381827112,0.6694299458068677,0.45585379257984937,-0.3075403356205788,0.3920060448221738,0.7207514918446678,?
260.0,-1.8890000000000005,8.615812500000002,4.8224687500000005,10.099331927168192,0.33234178566650335,0.5424393075208968,0.8852361261400471,0.49857794639473724,0.6875120296588249,-0.3852339613903321,-0.5225262338337512,-0.05210892532180569,-0.8677549718991218,-0.20964256839984197,-1.423066373554112,-1.0494364364822375,115.82540468816885,2379.6616306359274,756.5804162774034,3267.4312366868085,-0.03120818060164791,0.5686063504044893,0.3086905832864656,-0.30433810430335256,0.7067145522687406,0.450503631539222,?
260.0,-1.6695625,8.555,5.052250000000001,10.144381209758745,0.41765341025035346,0.5654345121231991,1.114990554892731,0.5740891665009057,0.15275854728787933,-0.09229437709796802,-0.0970279790180625,0.21583270291688259,-1.0689133751574318,-0.6772663785136182,-1.048534045198201,-1.0885870113775318,91.27224972352558,2346.6896694799166,833.9358908922019,3297.2165811054024,-0.10520484482196125,0.8986973876499369,0.644728494464009,-0.31015618339397677,0.5901653225721567,0.5769189896158948,?
260.0,-1.2374374999999997,8.26015625,5.84534375,10.246269956779946,0.5512861063855591,0.5026592477374087,0.9009285005403802,0.5582859686475,0.39655500374858205,0.38829316553480364,-0.6258155153530052,-0.24734982385480778,-0.7544362992808136,-0.933664028283387,0.04839070294755965,-0.8943927311878768,53.252471446198925,2186.9241288856674,1103.614137954504,3363.7503531971493,-0.16220089652737046,0.8278180575511441,0.5272177826274177,-0.12607349318139405,0.6186436144021109,0.6966346346707848,?
260.0,-0.97940625,8.217312499999997,6.034093749999999,10.278314462588632,0.5518129132332239,0.43955399536774775,0.7011050812545417,0.4891360323482301,-0.24950857857909825,0.2828471192310817,-0.11823470269984195,-0.1829524110983751,-1.1879703398760217,-0.6112042901575223,-1.1254901149227692,-0.603978410652803,35.434879985009225,2163.167865197321,1172.4587023852669,3383.350916075353,0.07974941430693629,0.40409948279633634,0.30248918272421493,-0.09475930536142657,0.6187544062473495,0.7188040581101601,?
260.0,-0.7195312500000002,8.2669375,5.9188437500000015,10.225481672518024,0.3558055986398154,0.315407171119729,0.8017565913891432,0.4484525504420689,-0.6419534424251426,-0.13814356939377312,-0.02508625208159042,0.011950288535958014,-0.22707136852204046,-0.9451287091411502,-1.4989421693276812,-0.10260448296569491,18.130638291575146,2187.982212712814,1131.2508321880798,3348.815487957552,-0.1326806772320571,0.07200267868426502,-0.043791893978819156,-0.3272200046351276,0.21834043189020777,0.8492394911101238,?
261.0,-0.5522499999999999,8.32275,5.7521249999999995,10.159616864626733,0.20815514046018657,0.3295107168211681,0.7242053295682104,0.34446195579784383,0.13948761203565682,-0.4769307160705608,0.30992061990665226,-0.9666049871290231,-0.8431388885747424,-0.9979193619880835,-1.2501896857263624,0.08327874439834826,10.11740647639523,2218.0770796932306,1066.183551724596,3304.6412201936387,0.030835235559023035,0.31245675268477,0.3735974936944428,-0.5463176856808296,0.07817839998160647,0.7913684793637973,?
260.0,-0.60678125,8.491937499999999,5.28015625,10.029013890485952,0.2069593460040824,0.20000514641816108,0.4889168583061312,0.31935923650295067,-0.053657559241678573,-0.9578263216968573,0.8109432480233623,-0.3013784563901216,-1.2377283328501043,0.11905881790232087,0.0784544225981878,-0.4125315961169429,12.234019992559135,2308.0410796208316,895.2349006763193,3220.026794639765,0.5367888033922903,0.20796740766944227,0.40848296733051026,0.07845850700685687,0.565918332490448,0.864686318036562,?
260.0,-0.32487500000000014,8.466125,5.173531250000001,9.947302384573659,0.5768632718201081,0.18609838627725944,0.3199823222045829,0.2592482904577048,1.1310216641918378,-0.7974403305344211,0.35927314200899496,0.05157630336880184,0.05446195299276946,7.286309323708551E-4,-0.7129059009461183,-0.016577187944247562,7.860826136288732,2294.105452128516,857.9425099158418,3167.2757928712617,-0.2405338597415403,0.08352877235986646,-0.096644186399576,0.30487589018855177,0.7866320947374865,0.8255610378990204,?
260.0,0.006125000000000016,8.52803125,5.049125000000001,9.942257266244638,0.6670799591315871,0.16926799837369585,0.44775410034415086,0.2160307745569675,0.030664335739951774,0.35494121746398555,-0.22676238549017988,1.2260546412282232,-1.5646710740113783,-0.5277693494130102,-0.5113446692405548,0.12557702780035473,6.76685455879772,2327.689763664816,818.6398495069253,3163.8712750634004,-0.24695479943579157,-0.32043989929951033,-0.48533903748990526,-0.3823239946953119,0.2819444628810674,0.7749403610186598,?
260.0,0.2530625,8.572218750000001,4.8775,9.890901679321452,0.585552086576207,0.19603152399151905,0.3612287190963643,0.137225867627246,-0.8581160735483753,0.08518856463261555,-0.4387704620007899,1.245782868280287,-0.5886256280822666,-1.1497854756286519,-0.6842466658975095,0.9525528287810836,6.921878323263466,2352.0360985406473,763.2623094621136,3130.8099618416,-0.07277615575159198,0.0031637343947764616,-0.05338964258514512,-0.6743886240372118,0.34262146948758354,0.45552396517513005,?
261.0,0.5392187499999999,8.599187500000001,4.9228749999999994,9.933877419354227,0.21927490371320998,0.19828884195473534,0.3892385796333658,0.16872114121886067,-0.21898401047843968,-0.28390040489672247,-0.4304671600325715,0.7281178863959907,1.4546005345819353,-1.1734048130660606,-0.7498648453560901,-0.6568247751902172,9.889372322446636,2366.8830139285583,777.859883487842,3158.257467813281,-0.3312965627451396,0.03744748569819356,-0.20038213887274636,-0.5515021002645195,0.37230165703138157,0.5641048400635232,?
