agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q-Learning,3,75,15829.200000000064,0.32383808095952155,50692.0,667.0
Q-Learning,3,76,15983.100000000064,0.2307346326836589,51359.0,667.0
Q-Learning,3,77,16207.200000000064,0.3359820089955036,52026.0,667.0
Q-Learning,3,78,16398.000000000065,0.286056971514244,52693.0,667.0
Q-Learning,3,79,16554.600000000068,0.23478260869565293,53360.0,667.0
Q-Learning,3,80,16775.100000000068,0.33058470764617826,54027.0,667.0
Q-Learning,3,81,16970.400000000067,0.2928035982009007,54694.0,667.0
Q-Learning,3,82,17177.400000000067,0.3103448275862081,55361.0,667.0
Q-Learning,3,83,17432.100000000068,0.3818590704647693,56028.0,667.0
Q-Learning,3,84,17593.20000000007,0.24152923538230964,56695.0,667.0
Q-Learning,3,85,17799.300000000072,0.3089955022488768,57362.0,667.0
Q-Learning,3,86,18015.300000000072,0.32383808095952155,58029.0,667.0
Q-Learning,3,87,18240.300000000072,0.33733133433283496,58696.0,667.0
Q-Learning,3,88,18459.900000000074,0.3292353823088469,59363.0,667.0
Q-Learning,3,89,18687.600000000075,0.34137931034482905,60030.0,667.0
Q-Learning,3,90,18910.800000000076,0.3346326836581723,60697.0,667.0
Q-Learning,3,91,19146.600000000075,0.3535232383808111,61364.0,667.0
Q-Learning,3,92,19344.600000000075,0.2968515742128947,62031.0,667.0
Q-Learning,3,93,19582.200000000077,0.3562218890554738,62698.0,667.0
Q-Learning,3,94,19777.500000000076,0.2928035982009007,63365.0,667.0
Q-Learning,3,95,19984.500000000076,0.3103448275862081,64032.0,667.0
Q-Learning,3,96,20223.900000000078,0.3589205397301365,64699.0,667.0
Q-Learning,3,97,20407.50000000008,0.27526236881559324,65366.0,667.0
Q-Learning,3,98,20632.50000000008,0.33733133433283496,66033.0,667.0
Q-Learning,3,99,20842.20000000008,0.31439280359820215,66700.0,667.0
Q-Learning,4,0,217.8000000000009,0.32653673163418423,667.0,667.0
Q-Learning,4,1,425.70000000000175,0.31169415292353947,1334.0,667.0
Q-Learning,4,2,638.1000000000026,0.3184407796101962,2001.0,667.0
Q-Learning,4,3,841.5000000000034,0.30494752623688276,2668.0,667.0
Q-Learning,4,4,1021.5000000000041,0.26986506746626787,3335.0,667.0
Q-Learning,4,5,1173.6000000000045,0.22803598200899622,4002.0,667.0
Q-Learning,4,6,1349.1000000000051,0.2631184407796111,4669.0,667.0
Q-Learning,4,7,1545.3000000000059,0.294152923538232,5336.0,667.0
Q-Learning,4,8,1747.8000000000065,0.3035982008995514,6003.0,667.0
Q-Learning,4,9,1951.2000000000073,0.30494752623688276,6670.0,667.0
Q-Learning,4,10,2164.500000000008,0.3197901049475275,7337.0,667.0
Q-Learning,4,11,2406.6000000000095,0.3629685157421305,8004.0,667.0
Q-Learning,4,12,2640.6000000000104,0.35082458770614844,8671.0,667.0
Q-Learning,4,13,2845.800000000011,0.30764617691154544,9338.0,667.0
Q-Learning,4,14,3078.900000000012,0.3494752623688171,10005.0,667.0
Q-Learning,4,15,3265.2000000000126,0.27931034482758726,10672.0,667.0
Q-Learning,4,16,3496.5000000000136,0.3467766116941544,11339.0,667.0
Q-Learning,4,17,3744.0000000000146,0.37106446776611857,12006.0,667.0
Q-Learning,4,18,3943.800000000015,0.2995502248875574,12673.0,667.0
Q-Learning,4,19,4134.600000000016,0.286056971514244,13340.0,667.0
Q-Learning,4,20,4296.600000000017,0.24287856071964098,14007.0,667.0
Q-Learning,4,21,4490.100000000018,0.290104947526238,14674.0,667.0
Q-Learning,4,22,4689.000000000018,0.29820089955022605,15341.0,667.0
Q-Learning,4,23,4873.500000000019,0.2766116941529246,16008.0,667.0
Q-Learning,4,24,5049.00000000002,0.2631184407796111,16675.0,667.0
Q-Learning,4,25,5273.100000000021,0.3359820089955036,17342.0,667.0
Q-Learning,4,26,5452.200000000022,0.26851574212893653,18009.0,667.0
Q-Learning,4,27,5678.100000000022,0.3386806596701663,18676.0,667.0
Q-Learning,4,28,5886.900000000023,0.3130434782608708,19343.0,667.0
Q-Learning,4,29,6093.900000000024,0.3103448275862081,20010.0,667.0
Q-Learning,4,30,6272.100000000025,0.2671664167916052,20677.0,667.0
Q-Learning,4,31,6519.600000000026,0.37106446776611857,21344.0,667.0
Q-Learning,4,32,6711.300000000027,0.2874062968515753,22011.0,667.0
Q-Learning,4,33,6946.200000000028,0.3521739130434798,22678.0,667.0
Q-Learning,4,34,7140.600000000029,0.29145427286356934,23345.0,667.0
Q-Learning,4,35,7345.800000000029,0.30764617691154544,24012.0,667.0
Q-Learning,4,36,7502.40000000003,0.23478260869565293,24679.0,667.0
Q-Learning,4,37,7731.900000000031,0.34407796101949173,25346.0,667.0
Q-Learning,4,38,7913.700000000032,0.27256371814093056,26013.0,667.0
Q-Learning,4,39,8120.700000000033,0.3103448275862081,26680.0,667.0
Q-Learning,4,40,8358.300000000034,0.3562218890554738,27347.0,667.0
Q-Learning,4,41,8577.900000000034,0.3292353823088469,28014.0,667.0
Q-Learning,4,42,8810.100000000035,0.34812593703148575,28681.0,667.0
Q-Learning,4,43,9056.700000000035,0.3697151424287872,29348.0,667.0
Q-Learning,4,44,9268.200000000035,0.31709145427286484,30015.0,667.0
Q-Learning,4,45,9507.600000000037,0.3589205397301365,30682.0,667.0
Q-Learning,4,46,9724.500000000038,0.3251874062968529,31349.0,667.0
Q-Learning,4,47,9948.600000000039,0.3359820089955036,32016.0,667.0
Q-Learning,4,48,10189.80000000004,0.3616191904047992,32683.0,667.0
Q-Learning,4,49,10384.20000000004,0.29145427286356934,33350.0,667.0
Q-Learning,4,50,10603.800000000041,0.3292353823088469,34017.0,667.0
Q-Learning,4,51,10782.900000000041,0.26851574212893653,34684.0,667.0
Q-Learning,4,52,10965.600000000042,0.2739130434782619,35351.0,667.0
Q-Learning,4,53,11171.700000000043,0.3089955022488768,36018.0,667.0
Q-Learning,4,54,11402.100000000044,0.34542728635682307,36685.0,667.0
Q-Learning,4,55,11620.800000000045,0.32788605697151557,37352.0,667.0
Q-Learning,4,56,11830.500000000045,0.31439280359820215,38019.0,667.0
Q-Learning,4,57,12033.000000000045,0.3035982008995514,38686.0,667.0
Q-Learning,4,58,12255.300000000047,0.33328335832084094,39353.0,667.0
Q-Learning,4,59,12461.400000000047,0.3089955022488768,40020.0,667.0
Q-Learning,4,60,12627.000000000047,0.24827586206896637,40687.0,667.0
Q-Learning,4,61,12852.00000000005,0.33733133433283496,41354.0,667.0
Q-Learning,4,62,13068.00000000005,0.32383808095952155,42021.0,667.0
Q-Learning,4,63,13279.50000000005,0.31709145427286484,42688.0,667.0
Q-Learning,4,64,13503.60000000005,0.3359820089955036,43355.0,667.0
Q-Learning,4,65,13692.60000000005,0.2833583208395813,44022.0,667.0
Q-Learning,4,66,13892.40000000005,0.2995502248875574,44689.0,667.0
Q-Learning,4,67,14118.300000000052,0.3386806596701663,45356.0,667.0
Q-Learning,4,68,14329.800000000052,0.31709145427286484,46023.0,667.0
Q-Learning,4,69,14555.700000000053,0.3386806596701663,46690.0,667.0
Q-Learning,4,70,14774.400000000054,0.32788605697151557,47357.0,667.0
Q-Learning,4,71,14952.600000000055,0.2671664167916052,48024.0,667.0
Q-Learning,4,72,15198.300000000056,0.3683658170914559,48691.0,667.0
Q-Learning,4,73,15396.300000000056,0.2968515742128947,49358.0,667.0
Q-Learning,4,74,15586.200000000057,0.28470764617691263,50025.0,667.0
Q-Learning,4,75,15807.600000000059,0.3319340329835096,50692.0,667.0
Q-Learning,4,76,16044.30000000006,0.35487256371814246,51359.0,667.0
Q-Learning,4,77,16219.80000000006,0.2631184407796111,52026.0,667.0
Q-Learning,4,78,16430.40000000006,0.3157421289355335,52693.0,667.0
Q-Learning,4,79,16635.60000000006,0.30764617691154544,53360.0,667.0
Q-Learning,4,80,16813.80000000006,0.2671664167916052,54027.0,667.0
Q-Learning,4,81,17018.10000000006,0.3062968515742141,54694.0,667.0
Q-Learning,4,82,17237.700000000063,0.3292353823088469,55361.0,667.0
Q-Learning,4,83,17447.400000000063,0.31439280359820215,56028.0,667.0
Q-Learning,4,84,17663.400000000063,0.32383808095952155,56695.0,667.0
Q-Learning,4,85,17849.700000000063,0.27931034482758726,57362.0,667.0
Q-Learning,4,86,18030.600000000064,0.2712143928035992,58029.0,667.0
Q-Learning,4,87,18215.100000000064,0.2766116941529246,58696.0,667.0
Q-Learning,4,88,18418.500000000065,0.30494752623688276,59363.0,667.0
Q-Learning,4,89,18606.600000000068,0.28200899550224995,60030.0,667.0
Q-Learning,4,90,18846.900000000067,0.36026986506746783,60697.0,667.0
Q-Learning,4,91,19046.700000000066,0.2995502248875574,61364.0,667.0
Q-Learning,4,92,19234.80000000007,0.28200899550224995,62031.0,667.0
Q-Learning,4,93,19476.90000000007,0.3629685157421305,62698.0,667.0
Q-Learning,4,94,19690.20000000007,0.3197901049475275,63365.0,667.0
Q-Learning,4,95,19893.60000000007,0.30494752623688276,64032.0,667.0
Q-Learning,4,96,20119.500000000073,0.3386806596701663,64699.0,667.0
Q-Learning,4,97,20359.800000000072,0.36026986506746783,65366.0,667.0
Q-Learning,4,98,20583.000000000073,0.3346326836581723,66033.0,667.0
Q-Learning,4,99,20796.300000000072,0.3197901049475275,66700.0,667.0
Q-Learning,5,0,145.80000000000044,0.21859070464767683,667.0,667.0
Q-Learning,5,1,286.20000000000084,0.21049475262368877,1334.0,667.0
Q-Learning,5,2,471.6000000000015,0.2779610194902559,2001.0,667.0
Q-Learning,5,3,627.300000000002,0.23343328335832159,2668.0,667.0
Q-Learning,5,4,833.4000000000028,0.3089955022488768,3335.0,667.0
Q-Learning,5,5,1051.2000000000037,0.32653673163418423,4002.0,667.0
Q-Learning,5,6,1267.2000000000046,0.32383808095952155,4669.0,667.0
Q-Learning,5,7,1469.7000000000053,0.3035982008995514,5336.0,667.0
Q-Learning,5,8,1667.700000000006,0.2968515742128947,6003.0,667.0
Q-Learning,5,9,1903.500000000007,0.3535232383808111,6670.0,667.0
Q-Learning,5,10,2100.6000000000076,0.29550224887556337,7337.0,667.0
Q-Learning,5,11,2316.6000000000085,0.32383808095952155,8004.0,667.0
Q-Learning,5,12,2552.4000000000096,0.3535232383808111,8671.0,667.0
Q-Learning,5,13,2780.1000000000104,0.34137931034482905,9338.0,667.0
Q-Learning,5,14,3000.6000000000113,0.33058470764617826,10005.0,667.0
Q-Learning,5,15,3213.9000000000124,0.3197901049475275,10672.0,667.0
Q-Learning,5,16,3397.500000000013,0.27526236881559324,11339.0,667.0
Q-Learning,5,17,3609.000000000014,0.31709145427286484,12006.0,667.0
Q-Learning,5,18,3805.200000000015,0.294152923538232,12673.0,667.0
Q-Learning,5,19,3986.1000000000154,0.2712143928035992,13340.0,667.0
Q-Learning,5,20,4214.700000000016,0.3427286356821604,14007.0,667.0
Q-Learning,5,21,4376.700000000017,0.24287856071964098,14674.0,667.0
Q-Learning,5,22,4609.800000000018,0.3494752623688171,15341.0,667.0
Q-Learning,5,23,4811.400000000019,0.3022488755622201,16008.0,667.0
Q-Learning,5,24,5058.90000000002,0.37106446776611857,16675.0,667.0
Q-Learning,5,25,5276.700000000021,0.32653673163418423,17342.0,667.0
Q-Learning,5,26,5512.500000000022,0.3535232383808111,18009.0,667.0
Q-Learning,5,27,5756.400000000023,0.3656671664167932,18676.0,667.0
Q-Learning,5,28,5981.400000000024,0.33733133433283496,19343.0,667.0
Q-Learning,5,29,6208.200000000025,0.34002998500749765,20010.0,667.0
Q-Learning,5,30,6386.400000000026,0.2671664167916052,20677.0,667.0
Q-Learning,5,31,6570.900000000027,0.2766116941529246,21344.0,667.0
Q-Learning,5,32,6778.8000000000275,0.31169415292353947,22011.0,667.0
Q-Learning,5,33,6972.300000000028,0.290104947526238,22678.0,667.0
Q-Learning,5,34,7173.000000000029,0.30089955022488873,23345.0,667.0
Q-Learning,5,35,7362.00000000003,0.2833583208395813,24012.0,667.0
Q-Learning,5,36,7531.200000000031,0.2536731634182917,24679.0,667.0
Q-Learning,5,37,7706.700000000032,0.2631184407796111,25346.0,667.0
Q-Learning,5,38,7862.400000000032,0.23343328335832159,26013.0,667.0
Q-Learning,5,39,8066.7000000000335,0.3062968515742141,26680.0,667.0
Q-Learning,5,40,8266.500000000035,0.2995502248875574,27347.0,667.0
Q-Learning,5,41,8434.800000000036,0.25232383808096037,28014.0,667.0
Q-Learning,5,42,8613.900000000036,0.26851574212893653,28681.0,667.0
Q-Learning,5,43,8832.600000000037,0.32788605697151557,29348.0,667.0
Q-Learning,5,44,9057.600000000039,0.33733133433283496,30015.0,667.0
Q-Learning,5,45,9255.600000000039,0.2968515742128947,30682.0,667.0
Q-Learning,5,46,9449.100000000039,0.290104947526238,31349.0,667.0
Q-Learning,5,47,9612.00000000004,0.24422788605697232,32016.0,667.0
Q-Learning,5,48,9846.000000000042,0.35082458770614844,32683.0,667.0
Q-Learning,5,49,10056.600000000042,0.3157421289355335,33350.0,667.0
Q-Learning,5,50,10254.600000000042,0.2968515742128947,34017.0,667.0
Q-Learning,5,51,10470.600000000042,0.32383808095952155,34684.0,667.0
Q-Learning,5,52,10625.400000000043,0.23208395802099024,35351.0,667.0
Q-Learning,5,53,10823.400000000043,0.2968515742128947,36018.0,667.0
Q-Learning,5,54,11013.300000000045,0.28470764617691263,36685.0,667.0
Q-Learning,5,55,11238.300000000047,0.33733133433283496,37352.0,667.0
Q-Learning,5,56,11460.600000000048,0.33328335832084094,38019.0,667.0
Q-Learning,5,57,11664.900000000049,0.3062968515742141,38686.0,667.0
Q-Learning,5,58,11912.40000000005,0.37106446776611857,39353.0,667.0
Q-Learning,5,59,12143.700000000052,0.3467766116941544,40020.0,667.0
Q-Learning,5,60,12334.500000000053,0.286056971514244,40687.0,667.0
Q-Learning,5,61,12581.100000000053,0.3697151424287872,41354.0,667.0
Q-Learning,5,62,12774.600000000053,0.290104947526238,42021.0,667.0
Q-Learning,5,63,12997.800000000054,0.3346326836581723,42688.0,667.0
Q-Learning,5,64,13245.300000000056,0.37106446776611857,43355.0,667.0
Q-Learning,5,65,13418.100000000057,0.2590704647676171,44022.0,667.0
Q-Learning,5,66,13635.900000000058,0.32653673163418423,44689.0,667.0
Q-Learning,5,67,13867.200000000059,0.3467766116941544,45356.0,667.0
Q-Learning,5,68,14059.80000000006,0.28875562218890666,46023.0,667.0
Q-Learning,5,69,14297.40000000006,0.3562218890554738,46690.0,667.0
Q-Learning,5,70,14508.00000000006,0.3157421289355335,47357.0,667.0
Q-Learning,5,71,14693.400000000061,0.2779610194902559,48024.0,667.0
Q-Learning,5,72,14868.000000000062,0.26176911544227977,48691.0,667.0
Q-Learning,5,73,15048.000000000062,0.26986506746626787,49358.0,667.0
Q-Learning,5,74,15283.800000000063,0.3535232383808111,50025.0,667.0
Q-Learning,5,75,15494.400000000063,0.3157421289355335,50692.0,667.0
Q-Learning,5,76,15727.500000000064,0.3494752623688171,51359.0,667.0
Q-Learning,5,77,15961.500000000065,0.35082458770614844,52026.0,667.0
Q-Learning,5,78,16162.200000000066,0.30089955022488873,52693.0,667.0
Q-Learning,5,79,16365.600000000068,0.30494752623688276,53360.0,667.0
Q-Learning,5,80,16596.00000000007,0.34542728635682307,54027.0,667.0
Q-Learning,5,81,16828.20000000007,0.34812593703148575,54694.0,667.0
Q-Learning,5,82,17067.60000000007,0.3589205397301365,55361.0,667.0
Q-Learning,5,83,17266.500000000073,0.29820089955022605,56028.0,667.0
Q-Learning,5,84,17487.000000000073,0.33058470764617826,56695.0,667.0
Q-Learning,5,85,17643.600000000075,0.23478260869565293,57362.0,667.0
Q-Learning,5,86,17873.100000000075,0.34407796101949173,58029.0,667.0
Q-Learning,5,87,18057.600000000075,0.2766116941529246,58696.0,667.0
Q-Learning,5,88,18264.600000000075,0.3103448275862081,59363.0,667.0
Q-Learning,5,89,18455.400000000074,0.286056971514244,60030.0,667.0
Q-Learning,5,90,18675.000000000076,0.3292353823088469,60697.0,667.0
Q-Learning,5,91,18909.900000000078,0.3521739130434798,61364.0,667.0
Q-Learning,5,92,19112.400000000078,0.3035982008995514,62031.0,667.0
Q-Learning,5,93,19322.10000000008,0.31439280359820215,62698.0,667.0
Q-Learning,5,94,19535.400000000078,0.3197901049475275,63365.0,667.0
Q-Learning,5,95,19786.50000000008,0.37646176911544393,64032.0,667.0
Q-Learning,5,96,20006.100000000082,0.3292353823088469,64699.0,667.0
Q-Learning,5,97,20206.800000000083,0.30089955022488873,65366.0,667.0
Q-Learning,5,98,20384.100000000082,0.2658170914542738,66033.0,667.0
Q-Learning,5,99,20594.700000000084,0.3157421289355335,66700.0,667.0
Q-Learning,6,0,183.60000000000068,0.27526236881559324,667.0,667.0
Q-Learning,6,1,329.4000000000011,0.21859070464767683,1334.0,667.0
Q-Learning,6,2,485.1000000000016,0.23343328335832159,2001.0,667.0
Q-Learning,6,3,673.2000000000023,0.28200899550224995,2668.0,667.0
Q-Learning,6,4,842.4000000000029,0.2536731634182917,3335.0,667.0
Q-Learning,6,5,1046.7000000000037,0.3062968515742141,4002.0,667.0
Q-Learning,6,6,1208.7000000000041,0.24287856071964098,4669.0,667.0
Q-Learning,6,7,1405.800000000005,0.29550224887556337,5336.0,667.0
Q-Learning,6,8,1639.8000000000059,0.35082458770614844,6003.0,667.0
Q-Learning,6,9,1854.9000000000067,0.3224887556221902,6670.0,667.0
Q-Learning,6,10,2068.2000000000075,0.3197901049475275,7337.0,667.0
Q-Learning,6,11,2261.7000000000085,0.290104947526238,8004.0,667.0
Q-Learning,6,12,2454.3000000000093,0.28875562218890666,8671.0,667.0
Q-Learning,6,13,2642.40000000001,0.28200899550224995,9338.0,667.0
Q-Learning,6,14,2867.400000000011,0.33733133433283496,10005.0,667.0
Q-Learning,6,15,3096.900000000012,0.34407796101949173,10672.0,667.0
Q-Learning,6,16,3315.6000000000126,0.32788605697151557,11339.0,667.0
Q-Learning,6,17,3547.800000000014,0.34812593703148575,12006.0,667.0
Q-Learning,6,18,3776.4000000000146,0.3427286356821604,12673.0,667.0
Q-Learning,6,19,3968.1000000000154,0.2874062968515753,13340.0,667.0
Q-Learning,6,20,4179.600000000016,0.31709145427286484,14007.0,667.0
Q-Learning,6,21,4359.600000000017,0.26986506746626787,14674.0,667.0
Q-Learning,6,22,4564.8000000000175,0.30764617691154544,15341.0,667.0
Q-Learning,6,23,4742.100000000019,0.2658170914542738,16008.0,667.0
Q-Learning,6,24,4971.6000000000195,0.34407796101949173,16675.0,667.0
Q-Learning,6,25,5193.00000000002,0.3319340329835096,17342.0,667.0
Q-Learning,6,26,5403.600000000021,0.3157421289355335,18009.0,667.0
Q-Learning,6,27,5596.200000000022,0.28875562218890666,18676.0,667.0
Q-Learning,6,28,5780.700000000023,0.2766116941529246,19343.0,667.0
Q-Learning,6,29,6014.7000000000235,0.35082458770614844,20010.0,667.0
Q-Learning,6,30,6209.100000000024,0.29145427286356934,20677.0,667.0
Q-Learning,6,31,6370.200000000024,0.24152923538230964,21344.0,667.0
Q-Learning,6,32,6571.800000000025,0.3022488755622201,22011.0,667.0
Q-Learning,6,33,6758.100000000026,0.27931034482758726,22678.0,667.0
Q-Learning,6,34,6965.100000000027,0.3103448275862081,23345.0,667.0
Q-Learning,6,35,7165.8000000000275,0.30089955022488873,24012.0,667.0
Q-Learning,6,36,7360.200000000028,0.29145427286356934,24679.0,667.0
Q-Learning,6,37,7567.200000000029,0.3103448275862081,25346.0,667.0
Q-Learning,6,38,7731.90000000003,0.246926536731635,26013.0,667.0
Q-Learning,6,39,7927.200000000031,0.2928035982009007,26680.0,667.0
Q-Learning,6,40,8121.600000000031,0.29145427286356934,27347.0,667.0
Q-Learning,6,41,8337.600000000031,0.32383808095952155,28014.0,667.0
Q-Learning,6,42,8504.100000000031,0.24962518740629772,28681.0,667.0
Q-Learning,6,43,8717.400000000032,0.3197901049475275,29348.0,667.0
Q-Learning,6,44,8943.300000000034,0.3386806596701663,30015.0,667.0
Q-Learning,6,45,9167.400000000034,0.3359820089955036,30682.0,667.0
Q-Learning,6,46,9380.700000000035,0.3197901049475275,31349.0,667.0
Q-Learning,6,47,9614.700000000037,0.35082458770614844,32016.0,667.0
Q-Learning,6,48,9800.100000000039,0.2779610194902559,32683.0,667.0
Q-Learning,6,49,9975.600000000039,0.2631184407796111,33350.0,667.0
Q-Learning,6,50,10174.50000000004,0.29820089955022605,34017.0,667.0
Q-Learning,6,51,10360.800000000041,0.27931034482758726,34684.0,667.0
Q-Learning,6,52,10582.200000000043,0.3319340329835096,35351.0,667.0
Q-Learning,6,53,10807.200000000044,0.33733133433283496,36018.0,667.0
Q-Learning,6,54,10988.100000000046,0.2712143928035992,36685.0,667.0
Q-Learning,6,55,11174.400000000047,0.27931034482758726,37352.0,667.0
Q-Learning,6,56,11344.500000000047,0.25502248875562306,38019.0,667.0
Q-Learning,6,57,11545.200000000048,0.30089955022488873,38686.0,667.0
Q-Learning,6,58,11746.800000000048,0.3022488755622201,39353.0,667.0
Q-Learning,6,59,11962.800000000048,0.32383808095952155,40020.0,667.0
Q-Learning,6,60,12168.00000000005,0.30764617691154544,40687.0,667.0
Q-Learning,6,61,12384.00000000005,0.32383808095952155,41354.0,667.0
Q-Learning,6,62,12618.90000000005,0.3521739130434798,42021.0,667.0
Q-Learning,6,63,12852.000000000051,0.3494752623688171,42688.0,667.0
Q-Learning,6,64,13055.400000000052,0.30494752623688276,43355.0,667.0
Q-Learning,6,65,13298.400000000054,0.36431784107946186,44022.0,667.0
Q-Learning,6,66,13517.100000000055,0.32788605697151557,44689.0,667.0
Q-Learning,6,67,13696.200000000055,0.26851574212893653,45356.0,667.0
Q-Learning,6,68,13913.100000000057,0.3251874062968529,46023.0,667.0
Q-Learning,6,69,14154.300000000057,0.3616191904047992,46690.0,667.0
Q-Learning,6,70,14392.80000000006,0.35757121439280515,47357.0,667.0
Q-Learning,6,71,14557.50000000006,0.246926536731635,48024.0,667.0
Q-Learning,6,72,14781.60000000006,0.3359820089955036,48691.0,667.0
Q-Learning,6,73,14988.60000000006,0.3103448275862081,49358.0,667.0
Q-Learning,6,74,15212.70000000006,0.3359820089955036,50025.0,667.0
Q-Learning,6,75,15429.600000000062,0.3251874062968529,50692.0,667.0
Q-Learning,6,76,15632.100000000062,0.3035982008995514,51359.0,667.0
Q-Learning,6,77,15858.000000000064,0.3386806596701663,52026.0,667.0
Q-Learning,6,78,16029.000000000064,0.2563718140929544,52693.0,667.0
Q-Learning,6,79,16230.600000000064,0.3022488755622201,53360.0,667.0
Q-Learning,6,80,16440.300000000065,0.31439280359820215,54027.0,667.0
Q-Learning,6,81,16668.900000000067,0.3427286356821604,54694.0,667.0
Q-Learning,6,82,16886.700000000066,0.32653673163418423,55361.0,667.0
Q-Learning,6,83,17048.700000000066,0.24287856071964098,56028.0,667.0
Q-Learning,6,84,17286.30000000007,0.3562218890554738,56695.0,667.0
Q-Learning,6,85,17515.80000000007,0.34407796101949173,57362.0,667.0
Q-Learning,6,86,17730.00000000007,0.32113943028485886,58029.0,667.0
Q-Learning,6,87,17927.10000000007,0.29550224887556337,58696.0,667.0
Q-Learning,6,88,18162.000000000073,0.3521739130434798,59363.0,667.0
Q-Learning,6,89,18368.100000000075,0.3089955022488768,60030.0,667.0
Q-Learning,6,90,18588.600000000075,0.33058470764617826,60697.0,667.0
Q-Learning,6,91,18840.600000000075,0.3778110944527753,61364.0,667.0
Q-Learning,6,92,19049.400000000074,0.3130434782608708,62031.0,667.0
Q-Learning,6,93,19286.100000000075,0.35487256371814246,62698.0,667.0
Q-Learning,6,94,19478.700000000077,0.28875562218890666,63365.0,667.0
Q-Learning,6,95,19718.10000000008,0.3589205397301365,64032.0,667.0
Q-Learning,6,96,19959.30000000008,0.3616191904047992,64699.0,667.0
Q-Learning,6,97,20171.70000000008,0.3184407796101962,65366.0,667.0
Q-Learning,6,98,20396.70000000008,0.33733133433283496,66033.0,667.0
Q-Learning,6,99,20626.20000000008,0.34407796101949173,66700.0,667.0
Q-Learning,7,0,229.50000000000097,0.34407796101949173,667.0,667.0
Q-Learning,7,1,418.5000000000017,0.2833583208395813,1334.0,667.0
Q-Learning,7,2,594.9000000000024,0.26446776611694245,2001.0,667.0
Q-Learning,7,3,775.800000000003,0.2712143928035992,2668.0,667.0
Q-Learning,7,4,994.5000000000039,0.32788605697151557,3335.0,667.0
Q-Learning,7,5,1207.8000000000047,0.3197901049475275,4002.0,667.0
Q-Learning,7,6,1413.0000000000055,0.30764617691154544,4669.0,667.0
Q-Learning,7,7,1650.6000000000065,0.3562218890554738,5336.0,667.0
Q-Learning,7,8,1863.9000000000074,0.3197901049475275,6003.0,667.0
Q-Learning,7,9,2030.4000000000078,0.24962518740629772,6670.0,667.0
Q-Learning,7,10,2257.200000000009,0.34002998500749765,7337.0,667.0
Q-Learning,7,11,2519.10000000001,0.3926536731634198,8004.0,667.0
Q-Learning,7,12,2728.8000000000106,0.31439280359820215,8671.0,667.0
Q-Learning,7,13,2942.1000000000113,0.3197901049475275,9338.0,667.0
Q-Learning,7,14,3148.200000000012,0.3089955022488768,10005.0,667.0
Q-Learning,7,15,3357.0000000000127,0.3130434782608708,10672.0,667.0
Q-Learning,7,16,3594.6000000000136,0.3562218890554738,11339.0,667.0
Q-Learning,7,17,3811.5000000000146,0.3251874062968529,12006.0,667.0
Q-Learning,7,18,4059.0000000000155,0.37106446776611857,12673.0,667.0
Q-Learning,7,19,4251.600000000016,0.28875562218890666,13340.0,667.0
Q-Learning,7,20,4419.000000000016,0.25097451274362903,14007.0,667.0
Q-Learning,7,21,4626.900000000017,0.31169415292353947,14674.0,667.0
Q-Learning,7,22,4844.700000000018,0.32653673163418423,15341.0,667.0
Q-Learning,7,23,5053.500000000019,0.3130434782608708,16008.0,667.0
Q-Learning,7,24,5238.00000000002,0.2766116941529246,16675.0,667.0
Q-Learning,7,25,5417.10000000002,0.26851574212893653,17342.0,667.0
Q-Learning,7,26,5616.9000000000215,0.2995502248875574,18009.0,667.0
Q-Learning,7,27,5843.700000000023,0.34002998500749765,18676.0,667.0
Q-Learning,7,28,6043.500000000024,0.2995502248875574,19343.0,667.0
Q-Learning,7,29,6221.700000000024,0.2671664167916052,20010.0,667.0
Q-Learning,7,30,6421.5000000000255,0.2995502248875574,20677.0,667.0
Q-Learning,7,31,6642.900000000026,0.3319340329835096,21344.0,667.0
Q-Learning,7,32,6856.200000000027,0.3197901049475275,22011.0,667.0
Q-Learning,7,33,7072.200000000028,0.32383808095952155,22678.0,667.0
Q-Learning,7,34,7272.900000000029,0.30089955022488873,23345.0,667.0
Q-Learning,7,35,7464.6000000000295,0.2874062968515753,24012.0,667.0
Q-Learning,7,36,7673.400000000031,0.3130434782608708,24679.0,667.0
Q-Learning,7,37,7875.000000000031,0.3022488755622201,25346.0,667.0
Q-Learning,7,38,8084.700000000032,0.31439280359820215,26013.0,667.0
Q-Learning,7,39,8266.500000000033,0.27256371814093056,26680.0,667.0
Q-Learning,7,40,8451.900000000034,0.2779610194902559,27347.0,667.0
Q-Learning,7,41,8689.500000000035,0.3562218890554738,28014.0,667.0
Q-Learning,7,42,8898.300000000036,0.3130434782608708,28681.0,667.0
Q-Learning,7,43,9081.000000000036,0.2739130434782619,29348.0,667.0
Q-Learning,7,44,9303.300000000037,0.33328335832084094,30015.0,667.0
Q-Learning,7,45,9522.000000000038,0.32788605697151557,30682.0,667.0
Q-Learning,7,46,9715.500000000038,0.290104947526238,31349.0,667.0
Q-Learning,7,47,9921.600000000039,0.3089955022488768,32016.0,667.0
Q-Learning,7,48,10114.200000000039,0.28875562218890666,32683.0,667.0
Q-Learning,7,49,10327.50000000004,0.3197901049475275,33350.0,667.0
Q-Learning,7,50,10506.60000000004,0.26851574212893653,34017.0,667.0
