agent,trial,episode,cumulativeReward,averageReward,cumulativeSteps,numSteps
Q-Learning,0,35,7330.500000000029,0.2739130434782619,24012.0,667.0
Q-Learning,0,36,7485.300000000029,0.23208395802099024,24679.0,667.0
Q-Learning,0,37,7681.50000000003,0.294152923538232,25346.0,667.0
Q-Learning,0,38,7855.200000000031,0.2604197901049484,26013.0,667.0
Q-Learning,0,39,8043.300000000031,0.28200899550224995,26680.0,667.0
Q-Learning,0,40,8252.100000000031,0.3130434782608708,27347.0,667.0
Q-Learning,0,41,8463.600000000031,0.31709145427286484,28014.0,667.0
Q-Learning,0,42,8672.400000000032,0.3130434782608708,28681.0,667.0
Q-Learning,0,43,8894.700000000033,0.33328335832084094,29348.0,667.0
Q-Learning,0,44,9096.300000000034,0.3022488755622201,30015.0,667.0
Q-Learning,0,45,9258.300000000034,0.24287856071964098,30682.0,667.0
Q-Learning,0,46,9494.100000000035,0.3535232383808111,31349.0,667.0
Q-Learning,0,47,9729.900000000036,0.3535232383808111,32016.0,667.0
Q-Learning,0,48,9925.200000000037,0.2928035982009007,32683.0,667.0
Q-Learning,0,49,10107.900000000038,0.2739130434782619,33350.0,667.0
Q-Learning,0,50,10321.200000000039,0.3197901049475275,34017.0,667.0
Q-Learning,0,51,10539.90000000004,0.32788605697151557,34684.0,667.0
Q-Learning,0,52,10709.10000000004,0.2536731634182917,35351.0,667.0
Q-Learning,0,53,10894.500000000042,0.2779610194902559,36018.0,667.0
Q-Learning,0,54,11106.000000000042,0.31709145427286484,36685.0,667.0
Q-Learning,0,55,11332.800000000043,0.34002998500749765,37352.0,667.0
Q-Learning,0,56,11531.700000000044,0.29820089955022605,38019.0,667.0
Q-Learning,0,57,11756.700000000046,0.33733133433283496,38686.0,667.0
Q-Learning,0,58,11970.900000000047,0.32113943028485886,39353.0,667.0
Q-Learning,0,59,12142.800000000048,0.25772113943028574,40020.0,667.0
Q-Learning,0,60,12366.900000000049,0.3359820089955036,40687.0,667.0
Q-Learning,0,61,12597.30000000005,0.34542728635682307,41354.0,667.0
Q-Learning,0,62,12803.40000000005,0.3089955022488768,42021.0,667.0
Q-Learning,0,63,13041.900000000052,0.35757121439280515,42688.0,667.0
Q-Learning,0,64,13200.300000000052,0.2374812593703156,43355.0,667.0
Q-Learning,0,65,13410.900000000052,0.3157421289355335,44022.0,667.0
Q-Learning,0,66,13642.200000000053,0.3467766116941544,44689.0,667.0
Q-Learning,0,67,13813.200000000053,0.2563718140929544,45356.0,667.0
Q-Learning,0,68,14016.600000000055,0.30494752623688276,46023.0,667.0
Q-Learning,0,69,14222.700000000055,0.3089955022488768,46690.0,667.0
Q-Learning,0,70,14425.200000000055,0.3035982008995514,47357.0,667.0
Q-Learning,0,71,14607.000000000056,0.27256371814093056,48024.0,667.0
Q-Learning,0,72,14826.600000000057,0.3292353823088469,48691.0,667.0
Q-Learning,0,73,15021.900000000058,0.2928035982009007,49358.0,667.0
Q-Learning,0,74,15222.600000000059,0.30089955022488873,50025.0,667.0
Q-Learning,0,75,15439.50000000006,0.3251874062968529,50692.0,667.0
Q-Learning,0,76,15668.10000000006,0.3427286356821604,51359.0,667.0
Q-Learning,0,77,15908.400000000061,0.36026986506746783,52026.0,667.0
Q-Learning,0,78,16139.700000000063,0.3467766116941544,52693.0,667.0
Q-Learning,0,79,16345.800000000063,0.3089955022488768,53360.0,667.0
Q-Learning,0,80,16528.500000000062,0.2739130434782619,54027.0,667.0
Q-Learning,0,81,16704.900000000063,0.26446776611694245,54694.0,667.0
Q-Learning,0,82,16895.700000000063,0.286056971514244,55361.0,667.0
Q-Learning,0,83,17109.900000000063,0.32113943028485886,56028.0,667.0
Q-Learning,0,84,17283.600000000064,0.2604197901049484,56695.0,667.0
Q-Learning,0,85,17515.800000000065,0.34812593703148575,57362.0,667.0
Q-Learning,0,86,17693.100000000064,0.2658170914542738,58029.0,667.0
Q-Learning,0,87,17901.900000000063,0.3130434782608708,58696.0,667.0
Q-Learning,0,88,18109.800000000065,0.31169415292353947,59363.0,667.0
Q-Learning,0,89,18323.100000000064,0.3197901049475275,60030.0,667.0
Q-Learning,0,90,18506.700000000066,0.27526236881559324,60697.0,667.0
Q-Learning,0,91,18722.700000000066,0.32383808095952155,61364.0,667.0
Q-Learning,0,92,18964.80000000007,0.3629685157421305,62031.0,667.0
Q-Learning,0,93,19167.30000000007,0.3035982008995514,62698.0,667.0
Q-Learning,0,94,19385.100000000068,0.32653673163418423,63365.0,667.0
Q-Learning,0,95,19599.30000000007,0.32113943028485886,64032.0,667.0
Q-Learning,0,96,19803.600000000068,0.3062968515742141,64699.0,667.0
Q-Learning,0,97,20028.600000000068,0.33733133433283496,65366.0,667.0
Q-Learning,0,98,20262.600000000068,0.35082458770614844,66033.0,667.0
Q-Learning,0,99,20472.30000000007,0.31439280359820215,66700.0,667.0
Q-Learning,1,0,189.90000000000072,0.28470764617691263,667.0,667.0
Q-Learning,1,1,396.00000000000153,0.3089955022488768,1334.0,667.0
Q-Learning,1,2,576.0000000000022,0.26986506746626787,2001.0,667.0
Q-Learning,1,3,807.3000000000031,0.3467766116941544,2668.0,667.0
Q-Learning,1,4,1017.900000000004,0.3157421289355335,3335.0,667.0
Q-Learning,1,5,1206.0000000000045,0.28200899550224995,4002.0,667.0
Q-Learning,1,6,1398.6000000000054,0.28875562218890666,4669.0,667.0
Q-Learning,1,7,1587.600000000006,0.2833583208395813,5336.0,667.0
Q-Learning,1,8,1769.4000000000067,0.27256371814093056,6003.0,667.0
Q-Learning,1,9,1939.5000000000073,0.25502248875562306,6670.0,667.0
Q-Learning,1,10,2096.1000000000076,0.23478260869565293,7337.0,667.0
Q-Learning,1,11,2299.5000000000086,0.30494752623688276,8004.0,667.0
Q-Learning,1,12,2460.600000000009,0.24152923538230964,8671.0,667.0
Q-Learning,1,13,2673.9000000000096,0.3197901049475275,9338.0,667.0
Q-Learning,1,14,2857.5000000000105,0.27526236881559324,10005.0,667.0
Q-Learning,1,15,3098.7000000000116,0.3616191904047992,10672.0,667.0
Q-Learning,1,16,3324.6000000000126,0.3386806596701663,11339.0,667.0
Q-Learning,1,17,3566.7000000000135,0.3629685157421305,12006.0,667.0
Q-Learning,1,18,3816.9000000000146,0.3751124437781126,12673.0,667.0
Q-Learning,1,19,4065.3000000000156,0.3724137931034499,13340.0,667.0
Q-Learning,1,20,4257.900000000016,0.28875562218890666,14007.0,667.0
Q-Learning,1,21,4436.100000000017,0.2671664167916052,14674.0,667.0
Q-Learning,1,22,4643.100000000018,0.3103448275862081,15341.0,667.0
Q-Learning,1,23,4853.700000000019,0.3157421289355335,16008.0,667.0
Q-Learning,1,24,5049.90000000002,0.294152923538232,16675.0,667.0
Q-Learning,1,25,5265.000000000021,0.3224887556221902,17342.0,667.0
Q-Learning,1,26,5505.300000000022,0.36026986506746783,18009.0,667.0
Q-Learning,1,27,5738.400000000023,0.3494752623688171,18676.0,667.0
Q-Learning,1,28,5940.000000000024,0.3022488755622201,19343.0,667.0
Q-Learning,1,29,6156.900000000024,0.3251874062968529,20010.0,667.0
Q-Learning,1,30,6348.600000000025,0.2874062968515753,20677.0,667.0
Q-Learning,1,31,6579.900000000026,0.3467766116941544,21344.0,667.0
Q-Learning,1,32,6749.100000000027,0.2536731634182917,22011.0,667.0
Q-Learning,1,33,6957.900000000028,0.3130434782608708,22678.0,667.0
Q-Learning,1,34,7191.000000000029,0.3494752623688171,23345.0,667.0
Q-Learning,1,35,7380.90000000003,0.28470764617691263,24012.0,667.0
Q-Learning,1,36,7596.900000000031,0.32383808095952155,24679.0,667.0
Q-Learning,1,37,7835.4000000000315,0.35757121439280515,25346.0,667.0
Q-Learning,1,38,8049.600000000032,0.32113943028485886,26013.0,667.0
Q-Learning,1,39,8258.400000000032,0.3130434782608708,26680.0,667.0
Q-Learning,1,40,8424.000000000033,0.24827586206896637,27347.0,667.0
Q-Learning,1,41,8593.200000000033,0.2536731634182917,28014.0,667.0
Q-Learning,1,42,8804.700000000033,0.31709145427286484,28681.0,667.0
Q-Learning,1,43,8998.200000000033,0.290104947526238,29348.0,667.0
Q-Learning,1,44,9213.300000000034,0.3224887556221902,30015.0,667.0
Q-Learning,1,45,9459.000000000035,0.3683658170914559,30682.0,667.0
Q-Learning,1,46,9689.400000000036,0.34542728635682307,31349.0,667.0
Q-Learning,1,47,9907.200000000037,0.32653673163418423,32016.0,667.0
Q-Learning,1,48,10117.800000000037,0.3157421289355335,32683.0,667.0
Q-Learning,1,49,10352.700000000039,0.3521739130434798,33350.0,667.0
Q-Learning,1,50,10584.90000000004,0.34812593703148575,34017.0,667.0
Q-Learning,1,51,10824.300000000041,0.3589205397301365,34684.0,667.0
Q-Learning,1,52,10988.100000000042,0.24557721139430366,35351.0,667.0
Q-Learning,1,53,11198.700000000043,0.3157421289355335,36018.0,667.0
Q-Learning,1,54,11394.900000000043,0.294152923538232,36685.0,667.0
Q-Learning,1,55,11631.600000000044,0.35487256371814246,37352.0,667.0
Q-Learning,1,56,11828.700000000044,0.29550224887556337,38019.0,667.0
Q-Learning,1,57,12050.100000000046,0.3319340329835096,38686.0,667.0
Q-Learning,1,58,12221.100000000046,0.2563718140929544,39353.0,667.0
Q-Learning,1,59,12393.000000000047,0.25772113943028574,40020.0,667.0
Q-Learning,1,60,12614.400000000049,0.3319340329835096,40687.0,667.0
Q-Learning,1,61,12790.80000000005,0.26446776611694245,41354.0,667.0
Q-Learning,1,62,13002.30000000005,0.31709145427286484,42021.0,667.0
Q-Learning,1,63,13251.600000000051,0.37376311844078125,42688.0,667.0
Q-Learning,1,64,13484.700000000052,0.3494752623688171,43355.0,667.0
Q-Learning,1,65,13726.800000000052,0.3629685157421305,44022.0,667.0
Q-Learning,1,66,13950.900000000052,0.3359820089955036,44689.0,667.0
Q-Learning,1,67,14172.300000000054,0.3319340329835096,45356.0,667.0
Q-Learning,1,68,14364.900000000054,0.28875562218890666,46023.0,667.0
Q-Learning,1,69,14553.000000000055,0.28200899550224995,46690.0,667.0
Q-Learning,1,70,14772.600000000055,0.3292353823088469,47357.0,667.0
Q-Learning,1,71,14998.500000000056,0.3386806596701663,48024.0,667.0
Q-Learning,1,72,15178.500000000056,0.26986506746626787,48691.0,667.0
Q-Learning,1,73,15389.100000000057,0.3157421289355335,49358.0,667.0
Q-Learning,1,74,15584.400000000058,0.2928035982009007,50025.0,667.0
Q-Learning,1,75,15805.80000000006,0.3319340329835096,50692.0,667.0
Q-Learning,1,76,16039.800000000061,0.35082458770614844,51359.0,667.0
Q-Learning,1,77,16229.700000000063,0.28470764617691263,52026.0,667.0
Q-Learning,1,78,16447.500000000062,0.32653673163418423,52693.0,667.0
Q-Learning,1,79,16622.100000000064,0.26176911544227977,53360.0,667.0
Q-Learning,1,80,16837.200000000066,0.3224887556221902,54027.0,667.0
Q-Learning,1,81,17025.30000000007,0.28200899550224995,54694.0,667.0
Q-Learning,1,82,17220.600000000068,0.2928035982009007,55361.0,667.0
Q-Learning,1,83,17415.00000000007,0.29145427286356934,56028.0,667.0
Q-Learning,1,84,17651.70000000007,0.35487256371814246,56695.0,667.0
Q-Learning,1,85,17833.50000000007,0.27256371814093056,57362.0,667.0
Q-Learning,1,86,18076.50000000007,0.36431784107946186,58029.0,667.0
Q-Learning,1,87,18300.60000000007,0.3359820089955036,58696.0,667.0
Q-Learning,1,88,18493.200000000073,0.28875562218890666,59363.0,667.0
Q-Learning,1,89,18719.100000000075,0.3386806596701663,60030.0,667.0
Q-Learning,1,90,18968.400000000074,0.37376311844078125,60697.0,667.0
Q-Learning,1,91,19189.800000000076,0.3319340329835096,61364.0,667.0
Q-Learning,1,92,19399.500000000076,0.31439280359820215,62031.0,667.0
Q-Learning,1,93,19593.000000000076,0.290104947526238,62698.0,667.0
Q-Learning,1,94,19809.900000000078,0.3251874062968529,63365.0,667.0
Q-Learning,1,95,20030.400000000078,0.33058470764617826,64032.0,667.0
Q-Learning,1,96,20253.60000000008,0.3346326836581723,64699.0,667.0
Q-Learning,1,97,20461.50000000008,0.31169415292353947,65366.0,667.0
Q-Learning,1,98,20673.00000000008,0.31709145427286484,66033.0,667.0
Q-Learning,1,99,20875.50000000008,0.3035982008995514,66700.0,667.0
Q-Learning,2,0,232.20000000000098,0.34812593703148575,667.0,667.0
Q-Learning,2,1,430.20000000000175,0.2968515742128947,1334.0,667.0
Q-Learning,2,2,672.3000000000028,0.3629685157421305,2001.0,667.0
Q-Learning,2,3,859.5000000000035,0.2806596701649186,2668.0,667.0
Q-Learning,2,4,1045.8000000000043,0.27931034482758726,3335.0,667.0
Q-Learning,2,5,1223.100000000005,0.2658170914542738,4002.0,667.0
Q-Learning,2,6,1430.1000000000058,0.3103448275862081,4669.0,667.0
Q-Learning,2,7,1611.9000000000065,0.27256371814093056,5336.0,667.0
Q-Learning,2,8,1813.5000000000073,0.3022488755622201,6003.0,667.0
Q-Learning,2,9,2004.300000000008,0.286056971514244,6670.0,667.0
Q-Learning,2,10,2231.100000000009,0.34002998500749765,7337.0,667.0
Q-Learning,2,11,2427.3000000000097,0.294152923538232,8004.0,667.0
Q-Learning,2,12,2651.4000000000106,0.3359820089955036,8671.0,667.0
Q-Learning,2,13,2874.6000000000113,0.3346326836581723,9338.0,667.0
Q-Learning,2,14,3092.4000000000124,0.32653673163418423,10005.0,667.0
Q-Learning,2,15,3270.600000000013,0.2671664167916052,10672.0,667.0
Q-Learning,2,16,3471.300000000014,0.30089955022488873,11339.0,667.0
Q-Learning,2,17,3697.200000000015,0.3386806596701663,12006.0,667.0
Q-Learning,2,18,3869.1000000000154,0.25772113943028574,12673.0,667.0
Q-Learning,2,19,4071.6000000000163,0.3035982008995514,13340.0,667.0
Q-Learning,2,20,4275.000000000017,0.30494752623688276,14007.0,667.0
Q-Learning,2,21,4477.500000000018,0.3035982008995514,14674.0,667.0
Q-Learning,2,22,4689.900000000019,0.3184407796101962,15341.0,667.0
Q-Learning,2,23,4866.300000000019,0.26446776611694245,16008.0,667.0
Q-Learning,2,24,5042.70000000002,0.26446776611694245,16675.0,667.0
Q-Learning,2,25,5207.400000000021,0.246926536731635,17342.0,667.0
Q-Learning,2,26,5460.300000000022,0.3791604197901066,18009.0,667.0
Q-Learning,2,27,5647.500000000023,0.2806596701649186,18676.0,667.0
Q-Learning,2,28,5877.000000000024,0.34407796101949173,19343.0,667.0
Q-Learning,2,29,6112.800000000025,0.3535232383808111,20010.0,667.0
Q-Learning,2,30,6330.600000000026,0.32653673163418423,20677.0,667.0
Q-Learning,2,31,6535.800000000027,0.30764617691154544,21344.0,667.0
Q-Learning,2,32,6767.100000000028,0.3467766116941544,22011.0,667.0
Q-Learning,2,33,6984.000000000028,0.3251874062968529,22678.0,667.0
Q-Learning,2,34,7211.700000000029,0.34137931034482905,23345.0,667.0
Q-Learning,2,35,7385.40000000003,0.2604197901049484,24012.0,667.0
Q-Learning,2,36,7622.10000000003,0.35487256371814246,24679.0,667.0
Q-Learning,2,37,7839.000000000031,0.3251874062968529,25346.0,667.0
Q-Learning,2,38,8021.700000000032,0.2739130434782619,26013.0,667.0
Q-Learning,2,39,8214.300000000032,0.28875562218890666,26680.0,667.0
Q-Learning,2,40,8406.900000000032,0.28875562218890666,27347.0,667.0
Q-Learning,2,41,8606.700000000033,0.2995502248875574,28014.0,667.0
Q-Learning,2,42,8846.100000000035,0.3589205397301365,28681.0,667.0
Q-Learning,2,43,9042.300000000036,0.294152923538232,29348.0,667.0
Q-Learning,2,44,9251.100000000037,0.3130434782608708,30015.0,667.0
Q-Learning,2,45,9447.300000000037,0.294152923538232,30682.0,667.0
Q-Learning,2,46,9630.000000000038,0.2739130434782619,31349.0,667.0
Q-Learning,2,47,9828.90000000004,0.29820089955022605,32016.0,667.0
Q-Learning,2,48,10045.800000000041,0.3251874062968529,32683.0,667.0
Q-Learning,2,49,10268.100000000042,0.33328335832084094,33350.0,667.0
Q-Learning,2,50,10467.000000000044,0.29820089955022605,34017.0,667.0
Q-Learning,2,51,10709.100000000044,0.3629685157421305,34684.0,667.0
Q-Learning,2,52,10932.300000000045,0.3346326836581723,35351.0,667.0
Q-Learning,2,53,11095.200000000044,0.24422788605697232,36018.0,667.0
Q-Learning,2,54,11238.300000000045,0.2145427286356828,36685.0,667.0
Q-Learning,2,55,11457.000000000045,0.32788605697151557,37352.0,667.0
Q-Learning,2,56,11628.900000000047,0.25772113943028574,38019.0,667.0
Q-Learning,2,57,11854.800000000048,0.3386806596701663,38686.0,667.0
Q-Learning,2,58,12071.70000000005,0.3251874062968529,39353.0,667.0
Q-Learning,2,59,12302.100000000051,0.34542728635682307,40020.0,667.0
Q-Learning,2,60,12519.900000000052,0.32653673163418423,40687.0,667.0
Q-Learning,2,61,12759.300000000054,0.3589205397301365,41354.0,667.0
Q-Learning,2,62,12994.200000000055,0.3521739130434798,42021.0,667.0
Q-Learning,2,63,13176.000000000056,0.27256371814093056,42688.0,667.0
Q-Learning,2,64,13394.700000000057,0.32788605697151557,43355.0,667.0
Q-Learning,2,65,13616.100000000059,0.3319340329835096,44022.0,667.0
Q-Learning,2,66,13831.200000000059,0.3224887556221902,44689.0,667.0
Q-Learning,2,67,14056.20000000006,0.33733133433283496,45356.0,667.0
Q-Learning,2,68,14291.100000000062,0.3521739130434798,46023.0,667.0
Q-Learning,2,69,14482.800000000063,0.2874062968515753,46690.0,667.0
Q-Learning,2,70,14679.000000000064,0.294152923538232,47357.0,667.0
Q-Learning,2,71,14868.000000000064,0.2833583208395813,48024.0,667.0
Q-Learning,2,72,15069.600000000064,0.3022488755622201,48691.0,667.0
Q-Learning,2,73,15273.000000000065,0.30494752623688276,49358.0,667.0
Q-Learning,2,74,15521.400000000067,0.3724137931034499,50025.0,667.0
Q-Learning,2,75,15720.300000000068,0.29820089955022605,50692.0,667.0
Q-Learning,2,76,15934.50000000007,0.32113943028485886,51359.0,667.0
Q-Learning,2,77,16098.30000000007,0.24557721139430366,52026.0,667.0
Q-Learning,2,78,16277.40000000007,0.26851574212893653,52693.0,667.0
Q-Learning,2,79,16488.000000000073,0.3157421289355335,53360.0,667.0
Q-Learning,2,80,16683.300000000072,0.2928035982009007,54027.0,667.0
Q-Learning,2,81,16910.10000000007,0.34002998500749765,54694.0,667.0
Q-Learning,2,82,17089.200000000073,0.26851574212893653,55361.0,667.0
Q-Learning,2,83,17295.300000000076,0.3089955022488768,56028.0,667.0
Q-Learning,2,84,17509.500000000076,0.32113943028485886,56695.0,667.0
Q-Learning,2,85,17734.500000000076,0.33733133433283496,57362.0,667.0
Q-Learning,2,86,17913.60000000008,0.26851574212893653,58029.0,667.0
Q-Learning,2,87,18122.400000000078,0.3130434782608708,58696.0,667.0
Q-Learning,2,88,18359.10000000008,0.35487256371814246,59363.0,667.0
Q-Learning,2,89,18574.20000000008,0.3224887556221902,60030.0,667.0
Q-Learning,2,90,18785.70000000008,0.31709145427286484,60697.0,667.0
Q-Learning,2,91,19021.50000000008,0.3535232383808111,61364.0,667.0
Q-Learning,2,92,19242.00000000008,0.33058470764617826,62031.0,667.0
Q-Learning,2,93,19467.90000000008,0.3386806596701663,62698.0,667.0
Q-Learning,2,94,19712.70000000008,0.36701649175412454,63365.0,667.0
Q-Learning,2,95,19947.600000000082,0.3521739130434798,64032.0,667.0
Q-Learning,2,96,20126.700000000084,0.26851574212893653,64699.0,667.0
Q-Learning,2,97,20347.200000000084,0.33058470764617826,65366.0,667.0
Q-Learning,2,98,20555.100000000086,0.31169415292353947,66033.0,667.0
Q-Learning,2,99,20786.400000000085,0.3467766116941544,66700.0,667.0
Q-Learning,3,0,188.1000000000007,0.28200899550224995,667.0,667.0
Q-Learning,3,1,394.2000000000015,0.3089955022488768,1334.0,667.0
Q-Learning,3,2,579.6000000000022,0.2779610194902559,2001.0,667.0
Q-Learning,3,3,791.1000000000031,0.31709145427286484,2668.0,667.0
Q-Learning,3,4,1032.300000000004,0.3616191904047992,3335.0,667.0
Q-Learning,3,5,1263.600000000005,0.3467766116941544,4002.0,667.0
Q-Learning,3,6,1479.6000000000058,0.32383808095952155,4669.0,667.0
Q-Learning,3,7,1690.2000000000066,0.3157421289355335,5336.0,667.0
Q-Learning,3,8,1893.6000000000074,0.30494752623688276,6003.0,667.0
Q-Learning,3,9,2116.8000000000084,0.3346326836581723,6670.0,667.0
Q-Learning,3,10,2363.4000000000096,0.3697151424287872,7337.0,667.0
Q-Learning,3,11,2594.7000000000107,0.3467766116941544,8004.0,667.0
Q-Learning,3,12,2832.3000000000116,0.3562218890554738,8671.0,667.0
Q-Learning,3,13,3084.3000000000125,0.3778110944527753,9338.0,667.0
Q-Learning,3,14,3305.7000000000135,0.3319340329835096,10005.0,667.0
Q-Learning,3,15,3544.2000000000144,0.35757121439280515,10672.0,667.0
Q-Learning,3,16,3730.500000000015,0.27931034482758726,11339.0,667.0
Q-Learning,3,17,3924.000000000016,0.290104947526238,12006.0,667.0
Q-Learning,3,18,4104.900000000017,0.2712143928035992,12673.0,667.0
Q-Learning,3,19,4286.700000000018,0.27256371814093056,13340.0,667.0
Q-Learning,3,20,4490.100000000019,0.30494752623688276,14007.0,667.0
Q-Learning,3,21,4675.500000000019,0.2779610194902559,14674.0,667.0
Q-Learning,3,22,4905.90000000002,0.34542728635682307,15341.0,667.0
Q-Learning,3,23,5102.10000000002,0.294152923538232,16008.0,667.0
Q-Learning,3,24,5318.100000000021,0.32383808095952155,16675.0,667.0
Q-Learning,3,25,5499.000000000022,0.2712143928035992,17342.0,667.0
Q-Learning,3,26,5679.000000000023,0.26986506746626787,18009.0,667.0
Q-Learning,3,27,5863.500000000024,0.2766116941529246,18676.0,667.0
Q-Learning,3,28,6037.200000000024,0.2604197901049484,19343.0,667.0
Q-Learning,3,29,6217.200000000025,0.26986506746626787,20010.0,667.0
Q-Learning,3,30,6425.100000000026,0.31169415292353947,20677.0,667.0
Q-Learning,3,31,6613.200000000026,0.28200899550224995,21344.0,667.0
Q-Learning,3,32,6803.100000000027,0.28470764617691263,22011.0,667.0
Q-Learning,3,33,6984.000000000027,0.2712143928035992,22678.0,667.0
Q-Learning,3,34,7209.900000000028,0.3386806596701663,23345.0,667.0
Q-Learning,3,35,7401.600000000029,0.2874062968515753,24012.0,667.0
Q-Learning,3,36,7616.70000000003,0.3224887556221902,24679.0,667.0
Q-Learning,3,37,7819.200000000031,0.3035982008995514,25346.0,667.0
Q-Learning,3,38,8060.4000000000315,0.3616191904047992,26013.0,667.0
Q-Learning,3,39,8281.800000000032,0.3319340329835096,26680.0,667.0
Q-Learning,3,40,8514.900000000032,0.3494752623688171,27347.0,667.0
Q-Learning,3,41,8693.100000000033,0.2671664167916052,28014.0,667.0
Q-Learning,3,42,8936.100000000035,0.36431784107946186,28681.0,667.0
Q-Learning,3,43,9133.200000000035,0.29550224887556337,29348.0,667.0
Q-Learning,3,44,9333.900000000036,0.30089955022488873,30015.0,667.0
Q-Learning,3,45,9554.400000000038,0.33058470764617826,30682.0,667.0
Q-Learning,3,46,9783.90000000004,0.34407796101949173,31349.0,667.0
Q-Learning,3,47,9969.300000000041,0.2779610194902559,32016.0,667.0
Q-Learning,3,48,10165.500000000042,0.294152923538232,32683.0,667.0
Q-Learning,3,49,10397.700000000043,0.34812593703148575,33350.0,667.0
Q-Learning,3,50,10606.500000000044,0.3130434782608708,34017.0,667.0
Q-Learning,3,51,10824.300000000045,0.32653673163418423,34684.0,667.0
Q-Learning,3,52,11034.900000000045,0.3157421289355335,35351.0,667.0
Q-Learning,3,53,11237.400000000045,0.3035982008995514,36018.0,667.0
Q-Learning,3,54,11426.400000000045,0.2833583208395813,36685.0,667.0
Q-Learning,3,55,11649.600000000046,0.3346326836581723,37352.0,667.0
Q-Learning,3,56,11862.900000000047,0.3197901049475275,38019.0,667.0
Q-Learning,3,57,12077.100000000048,0.32113943028485886,38686.0,667.0
Q-Learning,3,58,12276.00000000005,0.29820089955022605,39353.0,667.0
Q-Learning,3,59,12501.90000000005,0.3386806596701663,40020.0,667.0
Q-Learning,3,60,12726.900000000052,0.33733133433283496,40687.0,667.0
Q-Learning,3,61,12971.700000000053,0.36701649175412454,41354.0,667.0
Q-Learning,3,62,13153.500000000055,0.27256371814093056,42021.0,667.0
Q-Learning,3,63,13358.700000000055,0.30764617691154544,42688.0,667.0
Q-Learning,3,64,13536.000000000056,0.2658170914542738,43355.0,667.0
Q-Learning,3,65,13707.900000000058,0.25772113943028574,44022.0,667.0
Q-Learning,3,66,13930.200000000059,0.33328335832084094,44689.0,667.0
Q-Learning,3,67,14148.90000000006,0.32788605697151557,45356.0,667.0
Q-Learning,3,68,14357.70000000006,0.3130434782608708,46023.0,667.0
Q-Learning,3,69,14507.10000000006,0.2239880059970022,46690.0,667.0
Q-Learning,3,70,14709.60000000006,0.3035982008995514,47357.0,667.0
Q-Learning,3,71,14922.000000000062,0.3184407796101962,48024.0,667.0
Q-Learning,3,72,15145.200000000063,0.3346326836581723,48691.0,667.0
Q-Learning,3,73,15381.000000000064,0.3535232383808111,49358.0,667.0
Q-Learning,3,74,15613.200000000064,0.34812593703148575,50025.0,667.0
