@RELATION Accelerometer

@ATTRIBUTE Timestamp NUMERIC
@ATTRIBUTE accX NUMERIC
@ATTRIBUTE accY NUMERIC
@ATTRIBUTE accZ NUMERIC
@ATTRIBUTE accTotal NUMERIC
@ATTRIBUTE label {lying,running,sitting,standing,walking}

@DATA
170485864,1.844,7.865,6.021,10.075266845101423,sitting
170485873,1.726,7.845,6.296,10.20601376640263,sitting
170485881,1.804,7.983,6.590,10.507654590820922,sitting
170485890,1.863,7.963,6.649,10.539892741389734,sitting
170485898,1.863,7.963,6.649,10.539892741389734,sitting
170485906,1.981,8.041,6.472,10.510415120250961,sitting
170485915,1.942,8.041,6.472,10.503134246499947,sitting
170485924,1.785,7.963,6.374,10.354876628912582,sitting
170485932,1.608,7.806,6.257,10.132588464948135,sitting
170485940,1.687,7.767,6.159,10.055125011654503,sitting
170485948,1.687,7.767,6.159,10.055125011654503,sitting
170485957,1.726,7.688,6.080,9.95242784450106,sitting
170485965,1.687,7.708,5.943,9.878182120208152,sitting
170485974,1.589,7.649,5.845,9.756851285122675,sitting
170485982,1.530,7.708,5.786,9.758686387009268,sitting
170485990,1.510,7.708,5.786,9.75557071626258,sitting
170485999,1.510,7.708,5.786,9.75557071626258,sitting
170486007,1.549,7.786,6.002,9.952145547569126,sitting
170486016,1.589,7.767,6.041,9.967190727582171,sitting
170486024,1.549,7.767,6.021,9.948775351770689,sitting
170486032,1.510,7.786,5.904,9.887320769551273,sitting
170486041,1.491,7.865,5.825,9.900097524772168,sitting
170486049,1.471,7.885,5.766,9.878452409158026,sitting
170486058,1.471,7.885,5.766,9.878452409158026,sitting
170486066,1.393,7.904,5.727,9.85962443503808,sitting
170486074,1.393,7.786,5.825,9.823078438045783,sitting
170486083,1.373,7.767,5.904,9.852341549093799,sitting
170486091,1.432,7.767,5.904,9.860736737181456,sitting
170486099,1.412,7.806,5.845,9.853497094940455,sitting
170486108,1.412,7.806,5.845,9.853497094940455,sitting
170486117,1.275,7.904,5.786,9.87808873213842,sitting
170486125,1.314,7.963,5.747,9.907773412830958,sitting
170486135,1.334,7.924,5.707,9.85592111372651,sitting
170486141,1.314,7.767,5.806,9.78583266768853,sitting
170486150,1.451,7.845,5.982,9.971647306237822,sitting
170486158,1.451,7.845,5.982,9.971647306237822,sitting
170486167,1.510,7.963,6.119,10.155374439182438,sitting
170486175,1.491,8.022,6.257,10.282296144344414,sitting
170486183,1.432,8.002,6.296,10.28213226913562,sitting
170486192,1.393,8.061,6.257,10.29903971251689,sitting
170486200,1.393,8.022,6.296,10.29235390957773,sitting
170486209,1.393,8.022,6.296,10.29235390957773,sitting
170486217,1.530,7.904,6.198,10.160183069216814,sitting
170486225,1.589,7.728,6.061,9.9490012564076,sitting
170486234,1.471,7.688,5.962,9.839442514695637,sitting
170486242,1.294,7.688,5.786,9.708634095484287,sitting
170486251,1.118,7.688,5.629,9.593795338655083,sitting
170486259,1.118,7.688,5.629,9.593795338655083,sitting
170486267,1.138,7.865,5.629,9.738527096024326,sitting
170486276,1.059,7.885,5.766,9.825551485794575,sitting
170486284,1.138,7.943,5.825,9.915488792792818,sitting
170486293,1.138,7.924,5.943,9.970158925513674,sitting
170486301,1.177,7.983,6.080,10.103465643035562,sitting
170486309,1.177,7.983,6.080,10.103465643035562,sitting
170486318,1.275,8.002,6.041,10.10699312357538,sitting
170486326,1.196,8.041,6.061,10.140207986032634,sitting
170486335,1.216,8.140,6.041,10.209404341096498,sitting
170486344,1.177,8.120,6.021,10.177041318575846,sitting
170486351,1.275,8.022,6.119,10.169575704030134,sitting
170486360,1.196,7.983,6.041,10.082280793550634,sitting
170486368,1.196,7.983,6.041,10.082280793550634,sitting
170486377,1.373,7.865,5.982,9.97635594794011,sitting
170486385,1.451,7.845,5.962,9.959662142864083,sitting
170486393,1.491,7.845,5.962,9.965568222635374,sitting
170486402,1.471,7.806,6.080,10.003193340128941,sitting
170486410,1.393,7.865,6.139,10.07402575934765,sitting
170486418,1.393,7.865,6.139,10.07402575934765,sitting
170486427,1.412,7.885,6.178,10.116059163528059,sitting
170486435,1.393,7.904,6.237,10.164341296906553,sitting
170486444,1.294,7.845,6.159,10.057422234350112,sitting
170486452,1.236,7.845,6.002,9.954683571063422,sitting
170486460,1.118,7.865,5.864,9.873937664376863,sitting
170486469,1.118,7.865,5.864,9.873937664376863,sitting
170486477,1.157,7.904,5.864,9.909508615466258,sitting
170486485,1.236,8.140,5.962,10.165271270359685,sitting
170486494,1.079,8.022,6.021,10.088070479531753,sitting
170486502,1.177,7.943,6.139,10.107615891000211,sitting
170486511,1.314,7.826,6.296,10.12978222865625,sitting
170486519,1.314,7.826,6.296,10.12978222865625,sitting
170486527,1.275,7.865,6.198,10.09450612957365,sitting
170486537,1.118,7.865,6.021,9.967978230313307,sitting
170486544,1.138,7.806,5.923,9.864613981296987,sitting
170486553,1.236,7.786,5.845,9.813945027357754,sitting
170486561,1.255,7.747,5.825,9.773518250865447,sitting
170486569,1.255,7.747,5.825,9.773518250865447,sitting
170486578,1.255,7.786,6.002,9.910642007458447,sitting
170486586,1.177,7.963,6.061,10.07623039633374,sitting
170486595,1.000,7.943,5.982,9.99377671353528,sitting
170486603,0.961,8.022,6.100,10.123537178279141,sitting
170486611,1.020,7.924,6.335,10.196195417899757,sitting
170486620,1.020,7.924,6.335,10.196195417899757,sitting
170486628,1.314,7.826,6.629,10.340044148841917,sitting
170486637,1.451,7.590,6.669,10.20730434541853,sitting
170486645,1.393,7.433,6.472,9.953729049959115,sitting
170486653,1.334,7.453,6.119,9.73493328174364,sitting
170486662,1.412,7.492,5.962,9.67828765846521,sitting
170486670,1.393,7.630,5.884,9.735440667992384,sitting
170486679,1.393,7.630,5.884,9.735440667992384,sitting
170486687,1.353,7.747,5.845,9.798502079399688,sitting
170486695,1.334,7.885,5.707,9.824593121346043,sitting
170486704,1.393,7.963,5.825,9.963957195813318,sitting
170486712,1.451,7.924,5.845,9.952848938871723,sitting
170486721,1.608,7.885,6.178,10.145273431504938,sitting
170486729,1.608,7.885,6.178,10.145273431504938,sitting
170486737,1.648,7.943,6.512,10.402562040189906,sitting
170486747,1.471,7.924,6.806,10.548708593946465,sitting
170486754,1.451,8.002,6.943,10.693112456156065,sitting
170486763,1.746,8.041,6.963,10.779126402450247,sitting
170486771,1.804,8.081,7.335,11.061609376578076,sitting
170486779,1.804,8.081,7.335,11.061609376578076,sitting
170486788,1.844,7.943,7.355,10.981239001132796,sitting
170486796,2.001,7.806,7.218,10.818371457848912,sitting
170486804,2.020,7.728,7.002,10.622164939408538,sitting
170486813,2.079,7.532,6.610,10.234518308156959,sitting
170486821,2.236,7.414,6.100,9.857844186230578,sitting
170486830,2.236,7.414,6.100,9.857844186230578,sitting
170486838,2.334,7.296,5.433,9.391307736412433,sitting
170486846,2.295,7.316,4.766,9.028047241790441,sitting
170486855,2.118,7.630,4.433,9.074927713210723,sitting
170486863,1.726,8.159,4.021,9.258336675666964,sitting
170486872,1.510,8.532,4.001,9.543747953503383,sitting
170486880,1.510,8.532,4.001,9.543747953503383,sitting
170486888,1.373,8.649,4.354,9.77996145186677,sitting
170486897,1.510,8.375,4.786,9.763530150514208,sitting
170486905,1.765,7.963,5.296,9.724824420008826,sitting
170486914,1.961,7.610,5.531,9.609868989741743,sitting
170486922,1.922,7.414,5.668,9.528258182899958,sitting
170486930,1.922,7.414,5.668,9.528258182899958,sitting
170486939,1.785,7.335,5.551,9.370274862564065,sitting
170486947,1.569,7.355,5.551,9.347266284855696,sitting
170486956,1.471,7.433,5.786,9.533683758128333,sitting
170486964,1.314,7.688,6.159,9.938069279291627,sitting
170486972,1.255,7.845,6.414,10.210702522353689,sitting
170486981,1.255,7.924,6.590,10.382336008818054,sitting
170486989,1.255,7.924,6.590,10.382336008818054,sitting
170486997,1.040,7.885,6.923,10.544323306879393,sitting
170487006,0.922,7.904,7.708,11.078653528294854,sitting
170487014,1.020,7.963,8.551,11.728996973313617,sitting
170487023,1.451,8.041,8.904,12.084878898855381,sitting
170487031,2.001,8.061,8.571,11.93506443216793,sitting
170487039,2.001,8.061,8.571,11.93506443216793,sitting
170487048,2.275,8.100,8.022,11.624891784442553,sitting
170487056,2.216,8.100,7.159,11.035032260940609,sitting
170487065,2.157,8.179,6.394,10.603392193067274,sitting
170487073,2.020,8.061,5.962,10.22768619972279,sitting
170487081,1.942,7.669,5.629,9.709303064587075,sitting
170487090,1.942,7.669,5.629,9.709303064587075,sitting
170487098,1.863,7.375,5.531,9.40496438058114,sitting
170487106,1.883,7.316,5.649,9.432960616900719,sitting
170487115,1.981,7.296,5.786,9.520177151713092,sitting
170487123,2.059,7.257,6.061,9.676737621740088,sitting
170487132,2.118,7.257,6.198,9.775744319487902,sitting
170487140,2.118,7.257,6.198,9.775744319487902,sitting
170487149,2.197,7.453,6.531,10.150269897889414,sitting
170487157,2.177,7.590,6.747,10.38602127862253,sitting
170487165,1.981,7.512,6.551,10.162190019872686,sitting
170487174,1.628,7.610,6.237,9.973096459976711,sitting
170487182,0.843,7.198,5.531,9.116677794021241,sitting
170487190,0.843,7.198,5.531,9.116677794021241,sitting
170487199,0.353,7.120,4.472,8.415330831286433,sitting
170487207,0.569,7.904,3.825,8.799295539985005,sitting
170487216,0.510,8.277,4.374,9.375537584586816,sitting
170487224,0.883,8.238,5.178,9.770159517633271,sitting
170487232,1.275,8.120,5.551,9.918347947112967,sitting
170487241,1.275,8.120,5.551,9.918347947112967,sitting
170487249,1.275,7.963,5.707,9.879516334315156,sitting
170487258,1.353,8.140,5.688,10.022153111981478,sitting
170487266,1.451,8.257,6.159,10.4027270943729,sitting
170487274,1.706,8.375,6.845,10.950118081555104,sitting
170487283,1.883,8.316,7.414,11.299068147418176,sitting
170487291,2.118,8.316,7.786,11.587216059088568,sitting
170487300,2.118,8.316,7.786,11.587216059088568,sitting
170487308,1.824,8.394,7.355,11.308502862890384,sitting
170487316,1.667,8.414,6.453,10.733848051840496,sitting
170487325,1.706,8.140,5.786,10.131526637185534,sitting
170487333,1.471,8.120,5.099,9.700414527225112,sitting
170487342,1.412,8.277,4.609,9.57837950803788,sitting
170487350,1.412,8.277,4.609,9.57837950803788,sitting
170487359,1.353,8.394,4.531,9.634303607422801,sitting
170487367,1.530,8.375,4.688,9.718995267001626,sitting
170487375,1.667,8.140,4.766,9.578791416457507,sitting
170487383,1.432,8.316,4.138,9.398378796366957,sitting
170487392,0.824,8.649,3.687,9.438121953015864,sitting
170487400,0.824,8.649,3.687,9.438121953015864,sitting
170487409,0.667,8.748,3.727,9.532204466963558,sitting
170487417,0.883,8.826,4.452,9.924629413736314,sitting
170487425,1.059,8.904,5.256,10.39366311749616,sitting
170487434,1.589,9.042,5.786,10.851750135346833,sitting
170487442,1.706,9.061,6.237,11.13159135074586,sitting
170487451,1.706,9.061,6.237,11.13159135074586,sitting
170487459,1.687,9.081,6.394,11.233599868252384,sitting
170487467,1.648,8.846,6.159,10.904168973378944,sitting
170487476,1.412,8.296,5.806,10.223844482385283,sitting
170487484,0.941,7.845,5.296,9.511946278233493,sitting
170487493,0.530,7.767,4.825,9.159029097016779,sitting
170487501,0.530,7.767,4.825,9.159029097016779,sitting
170487509,0.530,7.806,4.452,9.001935347468343,sitting
170487518,0.647,7.963,4.491,9.164990943803492,sitting
170487526,0.902,8.218,4.491,9.408411608767974,sitting
170487535,0.941,8.414,4.629,9.64927551684581,sitting
170487543,0.922,8.473,4.746,9.755323110999452,sitting
170487552,0.824,8.493,5.178,9.981067528075341,sitting
170487560,0.824,8.493,5.178,9.981067528075341,sitting
170487568,1.059,8.591,5.452,10.229910361288606,sitting
170487577,1.216,8.493,5.217,10.041254602887031,sitting
170487585,1.353,8.022,4.766,9.428565585496026,sitting
170487593,-0.059,7.080,5.335,8.865218891826643,sitting
170487602,-0.765,6.904,4.864,8.479913737768799,sitting
170487610,-0.765,6.904,4.864,8.479913737768799,sitting
170487619,-0.706,7.139,3.883,8.157294036627588,sitting
170487627,-0.177,7.120,3.060,7.751730709976966,sitting
170487635,0.490,6.943,2.432,7.3729216054424445,sitting
170487644,1.569,7.296,2.020,7.731350270166266,sitting
170487652,3.589,8.218,1.726,9.132114815309759,sitting
170487660,3.589,8.218,1.726,9.132114815309759,sitting
170487669,5.551,9.022,2.510,10.886238331030604,sitting
170487677,4.080,9.120,4.021,10.769830128651055,sitting
170487686,2.099,9.277,4.080,10.349634293055962,sitting
170487694,1.491,9.473,3.668,10.267182378822342,sitting
170487702,1.569,9.159,3.962,10.101806076143019,sitting
170487711,1.569,9.159,3.962,10.101806076143019,sitting
170487719,1.765,8.532,4.256,9.69658625496623,sitting
170487728,1.569,7.904,4.707,9.332246567681333,sitting
170487736,1.255,7.414,5.335,9.219796418576713,sitting
170487744,1.059,7.237,6.237,9.61227439267107,sitting
170487753,1.275,7.316,7.178,10.328270184304824,sitting
170487762,1.275,7.375,8.140,11.057841109366693,sitting
170487769,1.275,7.375,8.140,11.057841109366693,sitting
170487778,0.941,7.394,8.610,11.388099797595734,sitting
170487786,0.490,7.492,8.728,11.512955658735075,sitting
170487795,0.392,7.826,8.473,11.54086950797036,sitting
170487803,0.235,7.904,8.316,11.475377858702519,sitting
170487812,0.235,7.904,8.316,11.475377858702519,sitting
170487820,0.294,8.022,7.826,11.210940906097044,sitting
170487828,0.530,7.806,7.532,10.860274398006709,sitting
170487837,1.236,7.394,7.198,10.392792502499027,sitting
170487845,1.902,6.825,7.022,9.975305158239522,sitting
170487854,2.197,5.962,7.433,9.77863702158946,sitting
170487862,2.197,5.962,7.433,9.77863702158946,sitting
170487870,3.295,5.099,7.237,9.446215909029393,sitting
170487879,3.158,4.531,8.238,9.918042599222893,sitting
170487887,3.040,4.629,8.571,10.204473626797219,sitting
170487895,2.216,4.707,8.218,9.726357437396592,sitting
170487904,-0.863,5.158,5.609,7.668807860417419,sitting
170487912,-2.981,6.080,4.962,8.394891601444296,sitting
170487921,-2.981,6.080,4.962,8.394891601444296,sitting
170487929,-2.354,7.237,5.099,9.16052869653275,sitting
170487938,-1.098,7.669,6.786,10.298978638680634,sitting
170487946,-0.196,7.532,7.865,10.891632797703014,sitting
170487955,0.706,7.002,8.198,10.804334500560412,sitting
170487963,0.902,6.570,8.120,10.483935520595306,sitting
170487973,0.706,6.727,8.159,10.598124645426664,sitting
170487979,0.706,6.727,8.159,10.598124645426664,sitting
170487988,0.255,7.218,8.120,10.86733403369934,sitting
170487996,-0.471,7.590,8.120,11.124942291985157,sitting
170488005,-1.000,7.963,7.943,11.291617156103017,sitting
170488013,-1.765,8.179,10.670,13.559504636969598,sitting
170488021,-1.765,8.179,10.670,13.559504636969598,sitting
170488030,-2.099,8.473,13.082,15.726927671989849,sitting
170488039,-1.530,8.532,14.063,16.519803055726786,sitting
170488046,-0.373,8.100,12.886,15.224917897972388,sitting
170488055,0.059,7.571,10.552,12.987233192639609,sitting
170488063,-0.451,7.414,7.512,10.564134654575357,sitting
170488072,-0.451,7.414,7.512,10.564134654575357,sitting
170488080,-1.706,7.767,3.472,8.677067995584684,sitting
170488088,-3.413,8.630,-1.589,9.415433606584457,sitting
170488097,-3.393,9.885,-5.099,11.628648889703394,sitting
170488105,-1.334,10.885,-6.453,12.724149873370715,sitting
170488114,1.589,11.003,-5.158,12.255443443629447,sitting
170488122,1.589,11.003,-5.158,12.255443443629447,sitting
170488130,3.668,10.787,-1.471,11.488143192004529,sitting
170488139,5.609,11.415,3.315,13.143528103214905,sitting
170488147,6.825,11.807,7.296,15.466657363502948,sitting
170488156,8.120,12.043,9.767,17.503215076093877,sitting
170488164,8.826,11.984,11.140,18.590700148192376,sitting
170488172,8.826,11.984,11.140,18.590700148192376,sitting
170488181,9.101,12.121,12.141,19.42036876580875,sitting
170488189,9.395,13.200,12.199,20.281065701782044,sitting
170488198,9.061,14.553,10.317,20.008298753267354,sitting
170488206,7.080,15.455,6.845,18.325868328676815,sitting
170488214,8.336,15.808,2.707,18.0751102071329,sitting
170488223,11.140,15.455,-0.902,19.072761441385463,sitting
170488231,11.140,15.455,-0.902,19.072761441385463,sitting
170488240,12.023,14.278,-6.178,19.661675844139026,sitting
170488248,11.023,13.161,-7.002,18.540400588984046,sitting
170488256,8.689,9.473,-3.373,13.289604170177531,sitting
170488265,8.041,6.257,2.099,10.402573287413071,sitting
170488273,7.100,3.354,5.237,9.438510740577668,sitting
170488282,7.100,3.354,5.237,9.438510740577668,sitting
170488290,5.590,1.275,5.001,7.608135514040217,sitting
170488298,3.923,0.020,2.922,4.89166771152743,sitting
170488307,1.922,-0.745,1.000,2.2910934070875415,sitting
170488315,1.040,-0.549,-0.275,1.2077358982824018,sitting
170488323,1.804,0.157,-0.726,1.9509333663659556,sitting
170488332,1.804,0.157,-0.726,1.9509333663659556,sitting
170488340,3.119,0.333,-0.078,3.1376956512702123,sitting
170488349,2.628,-0.373,2.373,3.5604272215564245,sitting
170488357,2.707,-1.981,3.942,5.176057766292799,sitting
170488365,5.256,-3.609,3.099,7.089020947916574,sitting
170488374,7.885,-4.629,2.275,9.42212773209958,sitting
170488382,7.885,-4.629,2.275,9.42212773209958,sitting
170488391,7.924,-5.198,3.432,10.079067615608102,sitting
170488399,4.236,-4.374,4.511,7.577908220610751,sitting
170488407,-4.236,-3.177,3.256,6.215992358425161,sitting
170488416,-13.827,-3.648,0.549,14.310668537842668,sitting
170488424,-20.712,-5.962,-0.726,21.565237397255796,sitting
170488433,-20.712,-5.962,-0.726,21.565237397255796,sitting
170488441,-22.987,-8.296,1.000,24.45865460322787,sitting
170488449,-21.712,-8.140,5.158,23.75448395566614,sitting
170488458,-16.122,-4.335,11.631,20.34677542019865,sitting
170488466,-11.023,0.177,6.119,12.608727889838846,sitting
170488475,-10.768,2.589,2.550,11.36464891670658,sitting
170488483,-10.768,2.589,2.550,11.36464891670658,sitting
170488491,-13.082,3.746,2.393,13.816572983196666,sitting
170488500,-16.161,2.805,2.040,16.52899107628775,sitting
170488509,-17.338,0.981,0.530,17.37381665035061,sitting
170488517,-13.769,1.216,0.588,13.835091651304664,sitting
170488525,-9.905,3.687,1.549,10.681872260984962,sitting
170488533,-6.217,4.884,-0.431,7.917721010492856,sitting
170488542,-6.217,4.884,-0.431,7.917721010492856,sitting
170488550,-3.452,5.276,-1.275,6.432581519110348,sitting
170488558,-5.099,4.707,-2.844,7.4995990559495915,sitting
170488567,-7.277,4.197,-3.060,8.940533429275906,sitting
170488575,-8.473,3.452,-3.668,9.857091711047433,sitting
170488584,-9.865,2.236,-4.354,11.0125036662877,sitting
170488592,-9.865,2.236,-4.354,11.0125036662877,sitting
170488600,-10.925,1.196,-5.531,12.303576797013136,sitting
170488609,-10.513,0.530,-6.570,12.408423308382094,sitting
170488617,-8.708,0.216,-7.316,11.375402234646474,sitting
170488625,-7.747,0.177,-7.669,10.902334566504551,sitting
170488634,-8.669,1.118,-7.394,11.448699533134759,sitting
170488642,-8.669,1.118,-7.394,11.448699533134759,sitting
170488651,-8.512,1.314,-7.433,11.376740701976116,sitting
170488659,-7.845,2.256,-6.904,10.691060611557676,sitting
170488667,-7.688,3.295,-6.649,10.685109732707474,sitting
170488676,-8.649,3.609,-6.923,11.651523977574778,sitting
170488684,-12.101,5.707,-8.375,15.784317375167037,sitting
170488693,-12.101,5.707,-8.375,15.784317375167037,sitting
170488701,-10.022,4.393,-7.983,13.545007272054157,sitting
170488709,-9.473,3.982,-7.786,12.892472571233185,sitting
170488718,-8.904,3.648,-7.178,12.00469924654508,sitting
170488726,-8.963,3.687,-6.806,11.842760404567846,sitting
170488735,-9.316,3.864,-6.551,12.026385699785285,sitting
170488743,-9.316,3.864,-6.551,12.026385699785285,sitting
170488751,-9.159,4.374,-6.512,12.05924131112733,sitting
170488760,-9.336,4.433,-6.335,12.122071192663405,sitting
170488768,-9.238,4.256,-5.668,11.643899862159586,sitting
170488777,-8.963,4.354,-5.452,11.358564566000407,sitting
170488785,-7.375,4.217,-5.335,10.031746557803382,sitting
170488793,-7.375,4.217,-5.335,10.031746557803382,sitting
170488802,-7.100,4.236,-5.256,9.796899101246272,sitting
170488810,-6.786,4.001,-4.727,9.187073854062564,sitting
170488818,-6.433,3.844,-4.786,8.891885120715404,sitting
170488827,-6.296,3.766,-5.119,8.94575502682697,sitting
170488835,-6.825,3.923,-5.727,9.73494134548329,sitting
170488844,-7.277,4.413,-6.727,10.848125506279874,sitting
170488852,-7.277,4.413,-6.727,10.848125506279874,sitting
170488860,-5.884,3.746,-5.315,8.769446789849404,sitting
170488869,-6.453,3.511,-6.845,10.041033562338093,sitting
170488877,-6.786,3.530,-6.590,10.096474434177507,sitting
170488886,-6.963,3.197,-6.904,10.313553897663017,sitting
170488894,-7.473,3.393,-7.335,11.00728863072101,sitting
170488902,-7.473,3.393,-7.335,11.00728863072101,sitting
170488911,-7.551,3.785,-6.865,10.884486712748563,sitting
170488919,-7.041,3.883,-6.237,10.176125932789944,sitting
170488928,-6.806,3.628,-5.158,9.278414950841551,sitting
170488936,-6.923,3.197,-4.393,8.800408342798645,sitting
170488944,-6.865,3.001,-3.079,8.100275736047509,sitting
170488953,-6.865,3.001,-3.079,8.100275736047509,sitting
170488961,-6.982,2.236,-3.158,7.98254245212639,sitting
170488970,-7.041,1.687,-2.864,7.786150910430647,sitting
170488978,-6.943,1.667,-2.628,7.608582128097192,sitting
170488986,-6.590,2.452,-3.334,7.781771006653948,sitting
170488995,-6.512,3.158,-3.217,7.9201134461571945,sitting
