0,0,158.78571428571377,Episode 1
0,0,164.57142857142804,Episode 6
0,0,168.68571428571363,Episode 11
0,0,161.74285714285654,Episode 16
0,0.1,184.88571428571308,Episode 1
0,0.1,163.92857142857082,Episode 6
0,0.1,165.47142857142805,Episode 11
0,0.1,161.61428571428516,Episode 16
0,0.2,165.0857142857136,Episode 1
0,0.2,173.3142857142849,Episode 6
0,0.2,165.2142857142851,Episode 11
0,0.2,161.61428571428507,Episode 16
0,0.3,151.07142857142824,Episode 1
0,0.3,167.914285714285,Episode 6
0,0.3,158.39999999999938,Episode 11
0,0.3,159.68571428571371,Episode 16
0,0.4,152.2285714285708,Episode 1
0,0.4,163.54285714285643,Episode 6
0,0.4,168.4285714285707,Episode 11
0,0.4,149.78571428571394,Episode 16
0,0.5,167.14285714285663,Episode 1
0,0.5,158.01428571428505,Episode 6
0,0.5,153.5142857142851,Episode 11
0,0.5,158.5285714285709,Episode 16
0,0.6,158.27142857142795,Episode 1
0,0.6,168.17142857142773,Episode 6
0,0.6,156.98571428571364,Episode 11
0,0.6,162.12857142857067,Episode 16
0,0.7,164.69999999999933,Episode 1
0,0.7,178.71428571428493,Episode 6
0,0.7,168.9428571428563,Episode 11
0,0.7,160.19999999999948,Episode 16
0,0.8,154.54285714285655,Episode 1
0,0.8,160.97142857142805,Episode 6
0,0.8,161.61428571428513,Episode 11
0,0.8,159.04285714285658,Episode 16
0,0.9,168.55714285714225,Episode 1
0,0.9,163.79999999999941,Episode 6
0,0.9,161.87142857142797,Episode 11
0,0.9,164.57142857142796,Episode 16
0,1.0,156.85714285714226,Episode 1
0,1.0,151.19999999999948,Episode 6
0,1.0,171.77142857142778,Episode 11
0,1.0,174.72857142857046,Episode 16
0.1,0,166.49999999999946,Episode 1
0.1,0,194.01428571428465,Episode 6
0.1,0,202.24285714285585,Episode 11
0.1,0,195.04285714285612,Episode 16
0.1,0.1,161.7428571428565,Episode 1
0.1,0.1,186.04285714285606,Episode 6
0.1,0.1,195.55714285714174,Episode 11
0.1,0.1,196.97142857142745,Episode 16
0.1,0.2,167.01428571428502,Episode 1
0.1,0.2,186.42857142857036,Episode 6
0.1,0.2,198.77142857142744,Episode 11
0.1,0.2,192.34285714285588,Episode 16
0.1,0.3,177.42857142857042,Episode 1
0.1,0.3,188.87142857142746,Episode 6
0.1,0.3,203.52857142857022,Episode 11
0.1,0.3,200.05714285714177,Episode 16
0.1,0.4,168.94285714285638,Episode 1
0.1,0.4,187.71428571428484,Episode 6
0.1,0.4,188.22857142857026,Episode 11
0.1,0.4,197.87142857142743,Episode 16
0.1,0.5,175.3714285714277,Episode 1
0.1,0.5,196.5857142857132,Episode 6
0.1,0.5,191.69999999999897,Episode 11
0.1,0.5,196.84285714285608,Episode 16
0.1,0.6,160.84285714285656,Episode 1
0.1,0.6,191.57142857142748,Episode 6
0.1,0.6,182.95714285714186,Episode 11
0.1,0.6,198.89999999999878,Episode 16
0.1,0.7,175.11428571428482,Episode 1
0.1,0.7,186.29999999999905,Episode 6
0.1,0.7,195.42857142857042,Episode 11
0.1,0.7,200.05714285714197,Episode 16
0.1,0.8,173.69999999999922,Episode 1
0.1,0.8,178.84285714285627,Episode 6
0.1,0.8,192.72857142857055,Episode 11
0.1,0.8,197.9999999999989,Episode 16
0.1,0.9,172.92857142857065,Episode 1
0.1,0.9,192.34285714285608,Episode 6
0.1,0.9,187.45714285714203,Episode 11
0.1,0.9,199.41428571428426,Episode 16
0.1,1.0,167.91428571428497,Episode 1
0.1,1.0,194.14285714285603,Episode 6
0.1,1.0,186.8142857142849,Episode 11
0.1,1.0,197.09999999999886,Episode 16
0.2,0,174.08571428571338,Episode 1
0.2,0,192.34285714285622,Episode 6
0.2,0,193.49999999999915,Episode 11
0.2,0,205.0714285714273,Episode 16
0.2,0.1,173.05714285714217,Episode 1
0.2,0.1,196.3285714285703,Episode 6
0.2,0.1,198.77142857142744,Episode 11
0.2,0.1,193.24285714285608,Episode 16
0.2,0.2,162.1285714285707,Episode 1
0.2,0.2,191.44285714285598,Episode 6
0.2,0.2,191.31428571428478,Episode 11
0.2,0.2,186.9428571428563,Episode 16
0.2,0.3,172.2857142857135,Episode 1
0.2,0.3,180.51428571428488,Episode 6
0.2,0.3,201.34285714285588,Episode 11
0.2,0.3,191.82857142857046,Episode 16
0.2,0.4,170.35714285714218,Episode 1
0.2,0.4,189.77142857142752,Episode 6
0.2,0.4,191.5714285714276,Episode 11
0.2,0.4,194.1428571428561,Episode 16
0.2,0.5,175.7571428571421,Episode 1
0.2,0.5,192.85714285714164,Episode 6
0.2,0.5,203.65714285714182,Episode 11
0.2,0.5,203.7857142857131,Episode 16
