Chest	Chest	Chest	Chest	Right Hip	Right Hip	Right Hip	Right Hip	Right Wrist	Right Wrist	Right Wrist	Right Wrist	Right Thigh	Right Thigh	Right Thigh	Right Thigh	Right foot	Right foot	Right foot	Right foot	Lower Back	Lower Back	Lower Back	Lower Back	Annotation	Annotation
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Pulse	Level
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	Boolean	Boolean
1262461.914	-0.573	8.494	-1.290	1262727.539	0.885	3.210	-1.226	1263689.453	3.977	18.220	8.196	1262421.875	5.352	9.144	4.395	1263612.305	1.217	9.952	3.931	1263027.344	-0.387	5.745	2.202	0.000	0.000
1262481.445	-1.678	9.099	0.232	1262747.070	0.192	5.429	-1.062	1263708.984	3.379	15.527	5.942	1262441.406	5.276	8.399	4.504	1263631.836	0.821	9.557	3.681	1263046.875	0.511	7.736	2.667	0.000	0.000
1262500.977	-2.942	9.701	1.834	1262766.602	-0.615	5.548	-1.453	1263728.516	3.495	12.727	4.629	1262460.937	6.047	6.474	4.735	1263651.367	0.588	8.722	2.594	1263066.406	0.294	8.923	3.977	0.000	0.000
1262520.508	-1.405	8.486	-0.482	1262786.133	-0.462	6.569	-0.676	1263748.047	4.126	10.415	3.762	1262480.469	6.013	5.127	5.192	1263670.898	-0.239	7.550	2.340	1263085.937	-2.105	8.984	5.318	0.000	0.000
1262540.039	0.996	10.895	3.575	1262805.664	-2.038	8.480	3.753	1263767.578	4.084	8.639	3.485	1262500.000	6.519	4.598	5.699	1263690.430	-0.608	6.836	1.801	1263105.469	-3.062	6.549	3.474	0.000	0.000
1262559.570	1.247	13.243	0.690	1262825.195	0.462	11.727	4.409	1263787.109	3.427	7.964	3.027	1262519.531	5.689	5.062	3.534	1263709.961	-0.387	8.378	3.545	1263125.000	1.677	5.465	3.724	0.000	0.000
1262579.102	1.312	15.782	3.216	1262844.727	-0.615	13.609	-6.385	1263806.641	1.921	7.123	2.614	1262539.062	3.241	7.039	0.999	1263729.492	-1.557	8.501	5.526	1263144.531	-5.447	11.314	6.414	0.000	0.000
1262598.633	-0.492	23.726	2.751	1262864.258	-4.269	11.090	-0.775	1263826.172	1.306	5.898	1.694	1262558.594	0.957	8.098	-0.476	1263749.023	-1.901	8.799	5.508	1263164.062	-1.303	13.124	5.662	0.000	0.000
1262618.164	-0.560	23.187	3.965	1262883.789	-3.308	1.166	17.642	1263845.703	0.504	5.035	1.227	1262578.125	2.133	8.268	-2.042	1263768.555	0.534	9.975	4.209	1263183.594	-7.679	16.336	13.144	0.000	0.000
1262637.695	-1.305	19.102	1.488	1262903.320	-1.654	18.065	4.143	1263865.234	-0.538	5.056	0.749	1262597.656	6.776	10.495	-3.140	1263788.086	2.018	10.518	2.226	1263203.125	-7.342	19.555	10.760	0.000	0.000
1262657.227	-2.703	15.819	1.658	1262922.852	-2.885	23.347	4.887	1263884.766	-1.643	4.592	0.431	1262617.187	8.642	10.756	-5.047	1263807.617	2.745	10.713	2.038	1263222.656	-6.248	17.840	10.778	0.000	0.000
1262676.758	-2.659	14.204	2.137	1262942.383	0.308	19.154	5.269	1263904.297	-2.811	3.753	0.511	1262636.719	9.253	10.147	-5.507	1263827.148	3.003	11.033	1.555	1263242.187	1.227	16.284	7.126	0.000	0.000
1262696.289	-0.838	12.492	0.193	1262961.914	3.462	27.443	7.457	1263923.828	-3.978	2.624	-0.006	1262656.250	8.511	9.691	-6.611	1263846.680	2.549	10.907	1.860	1263261.719	4.101	14.700	5.996	0.000	0.000
1262715.820	-0.765	11.800	-0.482	1262981.445	7.423	14.665	3.783	1263943.359	-4.471	1.173	-0.328	1262675.781	7.330	10.870	-9.271	1263866.211	2.702	12.124	2.700	1263281.250	2.425	13.013	5.998	0.000	0.000
1262735.352	-1.238	10.680	0.186	1263000.977	3.115	12.914	0.595	1263962.891	-4.137	-0.746	-0.354	1262695.312	7.005	12.365	-11.066	1263885.742	4.477	12.632	1.444	1263300.781	-0.066	12.815	5.357	0.000	0.000
1262754.883	-1.323	8.910	-0.341	1263020.508	-2.577	12.574	0.916	1263982.422	-2.706	-1.867	-0.230	1262714.844	7.471	11.910	-10.555	1263905.273	10.298	15.634	2.143	1263320.312	-0.826	11.786	5.424	0.000	0.000
1262774.414	-0.880	8.222	0.020	1263040.039	-3.923	14.265	1.563	1264001.953	-0.843	-0.280	0.343	1262734.375	5.714	13.329	-1.662	1263924.805	10.532	18.023	9.168	1263339.844	-2.573	10.396	4.638	0.000	0.000
1262793.945	-0.801	6.761	-0.134	1263059.570	2.769	10.521	1.705	1264021.484	1.081	2.484	1.960	1262753.906	3.297	9.759	6.662	1263944.336	-5.867	10.108	7.473	1263359.375	-2.965	8.882	3.024	0.000	0.000
1262813.477	0.004	5.808	0.370	1263079.102	4.192	9.579	2.542	1264041.016	2.689	4.534	3.879	1262773.437	4.875	14.885	6.701	1263963.867	-18.480	15.407	9.648	1263378.906	-2.909	8.066	2.045	0.000	0.000
1262833.008	1.085	4.472	0.493	1263098.633	3.269	10.262	3.579	1264060.547	4.893	4.521	5.796	1262792.969	0.142	21.178	6.463	1263983.398	-3.890	23.024	11.382	1263398.437	-2.013	7.279	1.739	0.000	0.000
1262852.539	1.608	3.747	0.811	1263118.164	-1.192	10.218	3.909	1264080.078	9.003	4.131	8.571	1262812.500	-2.016	21.982	6.088	1264002.930	5.787	17.899	13.862	1263417.969	-0.846	6.453	1.204	0.000	0.000
1262872.070	1.691	3.825	1.094	1263137.695	-4.692	6.196	3.171	1264099.609	11.868	4.393	10.378	1262832.031	-3.435	19.142	6.456	1264022.461	0.655	6.897	7.984	1263437.500	0.813	5.881	1.274	0.000	0.000
1262891.602	2.095	4.829	1.460	1263157.227	-6.115	4.449	1.618	1264119.141	10.962	8.676	9.850	1262851.562	-1.949	16.013	5.076	1264041.992	7.005	3.740	1.500	1263457.031	1.816	4.204	2.638	0.000	0.000
1262911.133	2.811	6.874	1.116	1263176.758	-5.269	5.181	0.194	1264138.672	7.939	10.419	7.340	1262871.094	0.046	14.381	4.594	1264061.523	4.693	-0.782	1.560	1263476.562	1.439	3.504	2.582	0.000	0.000
1262930.664	2.725	9.027	0.544	1263196.289	-5.115	5.459	-0.704	1264158.203	5.839	14.615	5.752	1262890.625	-0.770	10.434	3.780	1264081.055	4.587	-0.647	1.838	1263496.094	0.817	4.881	1.896	0.000	0.000
1262950.195	3.194	11.263	-0.589	1263215.820	-5.346	6.048	-0.546	1264177.734	3.632	18.079	3.039	1262910.156	-2.431	7.218	3.048	1264100.586	3.917	-0.658	1.306	1263515.625	-0.240	6.151	2.464	0.000	0.000
1262969.727	2.479	12.140	-0.098	1263235.352	-4.692	5.604	-0.569	1264197.266	4.884	20.072	2.615	1262929.687	-1.655	6.575	3.741	1264120.117	3.424	-1.772	0.629	1263535.156	-1.594	8.423	4.865	0.000	0.000
1262989.258	1.639	12.439	-0.074	1263254.883	-3.038	7.827	-0.588	1264216.797	8.111	17.915	2.515	1262949.219	-2.194	5.388	3.631	1264139.648	3.637	1.216	1.613	1263554.687	-2.360	10.616	6.157	0.000	0.000
1263008.789	0.564	11.121	0.350	1263274.414	-2.423	11.030	0.334	1264236.328	8.027	15.236	3.521	1262968.750	-2.263	4.992	4.453	1264159.180	2.858	-0.095	0.427	1263574.219	-2.613	9.915	5.219	0.000	0.000
1263028.320	-1.257	12.834	2.334	1263293.945	-2.231	12.279	0.861	1264255.859	5.900	12.669	4.192	1262988.281	-2.224	3.323	4.546	1264178.711	3.332	1.664	1.528	1263593.750	-1.953	8.057	2.602	0.000	0.000
1263047.852	0.064	12.231	6.411	1263313.477	-1.808	11.931	-0.274	1264275.391	5.576	10.729	4.947	1263007.812	-3.838	3.154	4.689	1264198.242	3.153	2.450	-0.846	1263613.281	-1.418	8.236	2.817	0.000	0.000
1263067.383	-2.269	7.362	1.071	1263333.008	-2.846	9.541	-1.101	1264294.922	6.572	8.973	4.766	1263027.344	-5.020	1.815	5.724	1264217.773	4.013	7.124	-3.228	1263632.812	5.881	11.275	8.330	0.000	0.000
1263086.914	-4.216	7.419	2.373	1263352.539	-2.923	9.313	-0.813	1264314.453	7.804	6.409	4.369	1263046.875	-4.771	1.283	7.500	1264237.305	3.282	5.890	-6.679	1263652.344	10.932	11.076	11.148	0.000	0.000
1263106.445	-6.527	10.435	3.267	1263372.070	-0.308	8.919	0.323	1264333.984	7.625	5.601	3.316	1263066.406	-1.438	1.912	6.153	1264256.836	-0.274	14.584	-5.007	1263671.875	-2.131	5.910	7.140	0.000	0.000
1263125.977	-5.030	13.680	1.014	1263391.602	0.577	7.706	3.590	1264353.516	6.588	5.254	2.621	1263085.937	4.298	2.995	2.834	1264276.367	-7.048	25.643	2.686	1263691.406	-2.740	8.250	4.177	0.000	0.000
1263145.508	-1.298	16.602	2.163	1263411.133	-2.500	8.558	1.750	1264373.047	5.897	4.683	2.787	1263105.469	10.376	7.500	-0.858	1264295.898	-15.099	22.776	4.479	1263710.937	-4.338	10.710	3.894	0.000	0.000
1263165.039	2.774	17.335	1.359	1263430.664	0.962	8.435	0.463	1264392.578	5.132	3.675	2.039	1263125.000	9.310	14.164	-3.612	1264315.430	-25.402	16.108	3.028	1263730.469	-3.251	11.255	6.107	0.000	0.000
1263184.570	2.195	13.868	-0.529	1263450.195	5.000	11.221	0.075	1264412.109	4.950	3.487	1.953	1263144.531	5.923	10.662	-7.745	1264334.961	-32.527	5.281	-2.666	1263750.000	0.727	14.141	9.312	0.000	0.000
1263204.102	2.451	11.563	1.074	1263469.727	4.346	16.362	2.280	1264431.641	4.587	3.037	1.775	1263164.062	7.263	6.178	-12.168	1264354.492	-32.736	-1.124	-4.932	1263769.531	-0.503	14.561	8.817	0.000	0.000
1263223.633	1.614	9.208	1.404	1263489.258	-3.077	16.111	1.843	1264451.172	4.773	3.003	1.846	1263183.594	8.745	8.017	-6.288	1264374.023	-23.188	6.893	-6.008	1263789.062	-1.362	10.532	6.441	0.000	0.000
1263243.164	0.445	7.428	0.487	1263508.789	-9.192	13.239	2.875	1264470.703	5.248	3.201	1.542	1263203.125	2.700	8.860	-3.084	1264393.555	-8.594	18.460	-0.306	1263808.594	0.831	8.881	4.177	0.000	0.000
1263262.695	-0.359	6.881	0.148	1263528.320	-7.462	12.564	3.279	1264490.234	6.021	3.438	1.582	1263222.656	4.115	-0.473	-3.836	1264413.086	-3.799	15.866	2.682	1263828.125	0.221	8.035	4.451	0.000	0.000
1263282.227	-0.445	6.457	-0.513	1263547.852	-1.808	13.120	1.398	1264509.766	6.927	4.637	1.994	1263242.187	3.808	2.554	0.076	1264432.617	11.469	41.178	27.548	1263847.656	0.020	8.185	5.189	0.000	0.000
1263301.758	-0.925	6.260	-0.478	1263567.383	-0.692	11.753	-0.612	1264529.297	8.013	5.736	1.664	1263261.719	14.671	19.614	1.715	1264452.148	-37.137	-9.127	1.055	1263867.187	-0.477	8.449	4.620	0.000	0.000
1263321.289	-0.875	6.414	0.529	1263586.914	0.154	10.034	0.152	1264548.828	8.575	7.811	2.721	1263281.250	-12.032	13.889	8.333	1264471.680	62.303	38.958	11.214	1263886.719	0.115	7.036	4.495	0.000	0.000
1263340.820	-0.752	5.300	0.753	1263606.445	0.577	6.714	-0.528	1264568.359	10.062	11.828	3.973	1263300.781	-4.912	14.950	4.974	1264491.211	-36.452	4.130	4.074	1263906.250	0.059	6.036	3.462	0.000	0.000
1263360.352	-1.029	5.220	1.111	1263625.977	0.000	5.687	-1.007	1264587.891	9.306	17.820	7.023	1263320.312	1.181	15.042	2.710	1264510.742	19.457	11.447	-5.239	1263925.781	-0.197	5.150	3.049	0.000	0.000
1263379.883	-1.183	5.219	1.673	1263645.508	-1.308	6.438	0.335	1264607.422	4.182	20.818	8.027	1263339.844	1.565	14.232	2.662	1264530.273	1.395	14.684	1.867	1263945.312	0.763	4.807	3.467	0.000	0.000
1263399.414	-0.909	5.683	1.053	1263665.039	-2.308	4.995	0.238	1264626.953	-2.412	20.146	6.458	1263359.375	6.376	18.345	2.985	1264549.805	8.484	14.013	1.217	1263964.844	1.148	5.063	3.223	0.000	0.000
1263418.945	-0.748	6.569	1.216	1263684.570	-2.962	4.639	-0.457	1264646.484	-5.421	18.644	6.260	1263378.906	9.544	16.152	0.585	1264569.336	2.254	9.688	-1.172	1263984.375	0.654	5.030	2.634	0.000	0.000
1263438.477	-0.992	6.798	0.790	1263704.102	-2.231	3.085	-0.567	1264666.016	-5.163	19.449	7.772	1263398.437	2.104	11.199	2.710	1264588.867	3.189	9.152	0.671	1264003.906	-0.349	5.115	2.813	0.000	0.000
1263458.008	-0.915	6.914	0.475	1263723.633	-1.846	4.209	-1.200	1264685.547	-5.700	20.690	8.447	1263417.969	1.203	10.310	4.888	1264608.398	2.562	9.972	1.303	1264023.437	-0.498	5.153	2.351	0.000	0.000
1263477.539	-0.233	6.652	0.735	1263743.164	-1.308	4.492	-2.398	1264705.078	-4.866	19.745	8.403	1263437.500	3.040	10.392	4.008	1264627.930	3.002	10.056	1.843	1264042.969	-1.042	5.640	2.374	0.000	0.000
1263497.070	-1.306	7.064	1.446	1263762.695	-1.000	4.784	-2.176	1264724.609	-2.253	18.069	7.118	1263457.031	3.099	10.668	2.217	1264647.461	3.180	10.241	2.583	1264062.500	-0.711	5.637	3.880	0.000	0.000
1263516.602	-1.551	7.331	0.902	1263782.227	-1.423	4.664	0.114	1264744.141	1.587	14.089	5.416	1263476.562	3.306	8.185	-0.124	1264666.992	2.522	10.597	3.611	1264082.031	-1.571	5.868	5.110	0.000	0.000
1263536.133	-1.512	8.177	0.784	1263801.758	-2.885	7.062	2.469	1264763.672	5.537	11.274	5.909	1263496.094	4.673	7.734	-1.921	1264686.523	1.810	10.027	3.160	1264101.562	-2.918	6.881	4.154	0.000	0.000
1263555.664	-1.565	8.369	-0.526	1263821.289	-3.000	9.958	3.929	1264783.203	6.491	9.523	5.152	1263515.625	5.084	6.699	-3.098	1264706.055	0.786	8.938	2.721	1264121.094	-1.537	7.164	4.240	0.000	0.000
1263575.195	0.449	10.389	0.915	1263840.820	0.000	8.383	1.209	1264802.734	6.231	8.973	4.042	1263535.156	4.966	6.189	-3.398	1264725.586	1.284	8.481	1.496	1264140.625	-0.455	7.375	3.546	0.000	0.000
1263594.727	0.218	14.579	1.807	1263860.352	2.000	9.499	-0.892	1264822.266	5.380	8.338	2.861	1263554.687	5.291	5.287	-1.644	1264745.117	2.053	6.549	0.872	1264160.156	0.846	7.362	4.186	0.000	0.000
1263614.258	0.248	13.579	0.756	1263879.883	1.000	11.085	-0.555	1264841.797	4.798	7.627	2.476	1263574.219	4.685	5.848	-0.765	1264764.648	0.948	7.274	-0.304	1264179.687	0.156	9.073	6.100	0.000	0.000
1263633.789	-0.037	13.923	4.337	1263899.414	-1.192	6.492	-0.543	1264861.328	4.142	6.768	1.852	1263593.750	2.346	6.987	-0.004	1264784.180	1.153	8.356	1.028	1264199.219	-4.310	13.673	9.640	0.000	0.000
1263653.320	0.096	15.347	1.606	1263918.945	-2.269	5.803	-4.966	1264880.859	3.027	7.187	2.212	1263613.281	0.843	6.315	-0.352	1264803.711	-0.034	8.094	2.563	1264218.750	-2.982	10.956	10.284	0.000	0.000
1263672.852	-0.788	17.069	1.181	1263938.477	-0.885	13.545	4.220	1264900.391	1.261	6.486	2.044	1263632.812	1.662	3.622	0.794	1264823.242	0.613	9.746	4.348	1264238.281	-3.273	11.959	7.656	0.000	0.000
1263692.383	-0.732	19.377	2.776	1263958.008	-4.000	21.085	4.991	1264919.922	0.261	6.576	2.186	1263652.344	5.309	3.345	0.162	1264842.773	6.495	16.498	-1.806	1264257.812	-4.099	12.745	4.887	0.000	0.000
1263711.914	-0.305	18.843	1.505	1263977.539	-0.462	14.138	2.353	1264939.453	-0.659	6.079	1.862	1263671.875	19.011	12.240	-6.612	1264862.305	2.922	8.151	3.652	1264277.344	-3.560	14.628	6.760	0.000	0.000
1263731.445	-1.075	15.412	0.461	1263997.070	0.077	12.083	1.391	1264958.984	-1.288	5.740	1.158	1263691.406	12.791	12.924	-5.532	1264881.836	5.926	8.123	1.236	1264296.875	-3.538	17.776	9.097	0.000	0.000
1263750.977	-0.910	11.991	0.969	1264016.602	-3.654	14.009	1.394	1264978.516	-2.168	5.206	0.985	1263710.937	3.455	3.794	-0.619	1264901.367	4.670	10.624	0.860	1264316.406	-1.663	15.757	8.185	0.000	0.000
1263770.508	-0.874	9.260	0.552	1264036.133	-1.808	16.900	1.277	1264998.047	-2.517	3.907	0.555	1263730.469	-1.814	4.442	3.190	1264920.898	2.120	10.408	-0.743	1264335.937	2.126	12.349	5.868	0.000	0.000
1263790.070	-0.037	7.423	0.252	1264055.664	1.500	20.025	2.478	1265017.578	-2.793	2.902	0.528	1263750.000	-3.756	4.587	5.121	1264940.430	4.899	10.110	2.250	1264355.469	2.076	11.276	4.215	0.000	0.000
1263809.570	-0.074	6.307	0.596	1264075.195	-0.577	11.201	1.038	1265037.109	-2.575	1.421	0.920	1263769.531	-0.180	6.368	1.267	1264959.961	-0.433	12.189	5.851	1264375.000	1.000	9.990	5.373	0.000	0.000
1263829.102	0.004	5.692	0.365	1264094.727	-1.923	8.966	-0.129	1265056.641	-1.800	-0.086	1.261	1263789.062	4.808	12.237	-3.843	1264979.492	6.220	13.122	4.225	1264394.531	-0.637	8.229	5.448	0.000	0.000
1263848.633	-0.114	5.268	0.625	1264114.258	-2.500	9.863	1.316	1265076.172	-0.723	-0.068	1.664	1263808.594	7.037	14.709	-4.002	1264999.023	9.724	16.447	0.697	1264414.062	-2.129	7.540	5.370	0.000	0.000
1263868.164	-0.627	4.263	1.259	1264133.789	-2.769	8.557	1.783	1265095.703	0.596	0.335	1.012	1263828.125	9.485	19.070	-5.356	1265018.555	11.021	16.530	-0.965	1264433.594	-2.797	5.695	4.804	0.000	0.000
1263887.695	-0.183	3.498	1.737	1264153.320	-0.615	8.067	2.210	1265115.234	2.699	0.966	1.437	1263847.656	8.476	19.718	-6.278	1265038.086	11.583	15.058	0.326	1264453.125	-3.040	3.993	3.873	0.000	0.000
1263907.227	0.615	3.814	1.505	1264172.852	1.154	7.763	2.606	1265134.766	6.520	1.906	3.926	1263867.187	4.441	20.996	-2.086	1265057.617	8.925	11.966	-0.064	1264472.656	-2.918	3.400	3.757	0.000	0.000
1263926.758	0.656	4.314	1.609	1264192.383	1.038	7.794	2.875	1265154.297	10.587	2.791	5.061	1263886.719	1.581	19.035	4.296	1265077.148	5.125	9.968	2.124	1264492.187	-1.836	3.574	3.060	0.000	0.000
1263946.289	0.973	5.587	1.270	1264211.914	0.885	7.837	2.606	1265173.828	10.917	7.558	6.811	1263906.250	0.837	15.249	6.800	1265096.680	6.206	14.861	5.753	1264511.719	-1.826	3.574	2.060	0.000	0.000
1263965.820	0.882	6.432	0.233	1264231.445	-0.231	6.605	1.216	1265193.359	13.136	10.545	8.783	1263925.781	-0.000	12.770	7.651	1265116.211	5.359	1.674	-0.145	1264531.250	-1.402	4.273	1.348	0.000	0.000
1263985.352	1.692	8.017	1.184	1264250.977	-1.038	5.928	-0.085	1265212.891	11.626	10.907	6.646	1263945.312	1.989	9.933	6.596	1265135.742	-5.898	-11.745	-8.069	1264550.781	-0.213	4.743	1.174	0.000	0.000
1264004.883	1.818	9.749	1.829	1264270.508	-2.615	6.154	-0.291	1265232.422	6.659	13.355	3.725	1263964.844	3.049	9.996	4.869	1265155.273	10.932	-3.846	2.852	1264570.312	0.844	5.510	2.364	0.000	0.000
1264024.414	0.926	11.432	0.562	1264290.039	-3.577	5.629	0.033	1265251.953	4.395	16.475	2.065	1263984.375	1.242	9.195	5.013	1265174.805	7.496	-4.221	-0.021	1264589.844	0.693	7.363	4.068	0.000	0.000
1264043.945	0.970	10.740	1.047	1264309.570	-4.154	4.203	-0.901	1265271.484	7.347	19.339	3.053	1264003.906	-0.104	7.554	4.953	1265194.336	4.578	-0.415	0.160	1264609.375	-0.756	11.045	6.912	0.000	0.000
1264063.477	0.837	8.278	3.726	1264329.102	-3.308	3.278	-0.958	1265291.016	10.599	20.317	4.287	1264023.437	-1.152	5.350	4.013	1265213.867	5.041	0.259	0.004	1264628.906	0.015	9.592	8.172	0.000	0.000
1264083.008	1.033	6.818	3.251	1264348.633	-3.000	10.970	1.510	1265310.547	11.040	18.223	3.439	1264042.969	-0.958	3.309	4.199	1265233.398	4.968	3.087	0.482	1264648.437	2.872	5.231	7.539	0.000	0.000
1264102.539	0.714	6.199	-0.577	1264368.164	-3.538	15.572	4.752	1265330.078	11.658	15.524	4.277	1264062.500	-1.463	3.430	3.706	1265252.930	3.278	6.258	0.766	1264667.969	2.910	5.675	3.302	0.000	0.000
1264122.070	0.011	9.423	1.111	1264387.695	-0.769	2.352	-0.943	1265349.609	10.181	10.080	4.925	1264082.031	-1.425	3.692	3.606	1265272.461	0.323	7.237	1.931	1264687.500	-0.910	6.342	0.003	0.000	0.000
1264141.602	-2.259	14.208	2.093	1264407.227	-3.923	4.677	-2.358	1265369.141	9.090	4.810	3.809	1264101.562	-0.785	3.998	2.278	1265291.992	0.546	9.896	2.088	1264707.031	-2.637	5.730	0.310	0.000	0.000
1264161.133	-1.596	17.369	0.364	1264426.758	-5.962	5.359	-3.152	1265388.672	5.871	3.037	0.595	1264121.094	0.020	3.793	1.958	1265311.523	2.207	11.155	0.609	1264726.562	-1.024	10.195	3.770	0.000	0.000
1264180.664	-1.125	17.104	3.466	1264446.289	-5.038	5.770	-1.485	1265408.203	3.349	4.226	-1.117	1264140.625	-0.017	3.860	2.193	1265331.055	-2.658	13.323	-2.020	1264746.094	1.621	16.910	9.485	0.000	0.000
1264200.195	-0.380	14.381	1.963	1264465.820	-2.385	10.906	1.017	1265427.734	3.066	5.551	-0.788	1264160.156	1.618	6.266	0.299	1265350.586	-2.652	18.729	0.227	1264765.625	-3.054	13.771	10.903	0.000	0.000
1264219.727	-1.276	13.564	0.371	1264485.352	2.654	13.440	0.205	1265447.266	2.917	5.295	-1.418	1264179.687	4.328	8.728	-1.822	1265370.117	-3.275	20.646	1.887	1264785.156	-0.457	11.968	6.790	0.000	0.000
1264239.258	-0.546	14.802	1.386	1264504.883	1.192	15.643	3.045	1265466.797	3.100	5.700	-0.817	1264199.219	6.652	12.817	-4.039	1265389.648	-7.704	21.656	3.915	1264804.687	-0.810	12.786	2.840	0.000	0.000
1264258.789	-0.434	15.111	0.560	1264524.414	-3.385	13.710	3.414	1265486.328	4.349	6.569	-0.089	1264218.750	7.273	13.960	-7.355	1265409.180	-19.049	20.647	5.583	1264824.219	0.084	13.258	5.276	0.000	0.000
1264278.320	-0.913	14.760	0.747	1264543.945	-6.077	13.053	1.038	1265505.859	5.086	7.205	0.826	1264238.281	12.416	8.906	-19.889	1265428.711	-29.833	5.207	2.534	1264843.750	0.079	14.851	8.003	0.000	0.000
1264297.852	-1.583	13.253	1.718	1264563.477	-1.269	16.914	0.597	1265525.391	6.671	7.788	1.181	1264257.812	9.119	10.426	-11.144	1265448.242	-41.930	-4.907	-6.298	1264863.281	-0.377	15.078	7.279	0.000	0.000
1264317.383	-2.151	10.517	0.947	1264583.008	0.192	13.719	-0.745	1265544.922	6.055	7.399	1.820	1264277.344	2.180	7.173	-5.031	1265467.773	-13.748	18.265	3.580	1264882.812	0.006	12.667	5.964	0.000	0.000
1264336.914	-2.077	8.172	0.349	1264602.539	-1.654	13.502	-1.030	1265564.453	5.331	6.897	2.415	1264296.875	2.472	5.996	-2.756	1265487.305	0.299	17.770	5.332	1264902.344	-1.316	10.791	5.421	0.000	0.000
1264356.445	-1.675	7.176	0.536	1264622.070	-2.692	14.786	-0.409	1265583.984	5.106	7.259	2.868	1264316.406	2.872	3.294	-5.148	1265506.836	8.209	10.587	0.861	1264921.875	-2.335	9.357	4.954	0.000	0.000
1264375.977	-1.439	5.601	0.134	1264641.602	-0.962	15.508	0.529	1265603.516	5.128	7.818	2.522	1264335.937	-1.447	4.020	-2.374	1265526.367	-55.514	9.778	10.373	1264941.406	-1.815	8.055	4.220	0.000	0.000
1264395.508	-1.672	4.637	0.809	1264661.133	-0.615	14.424	1.026	1265623.047	4.746	8.367	2.414	1264355.469	-3.159	12.578	-0.553	1265545.898	28.340	-1.175	16.838	1264960.937	-1.029	6.825	3.803	0.000	0.000
1264415.039	-1.722	4.175	-0.214	1264680.664	0.077	11.009	-0.464	1265642.578	3.979	9.794	2.644	1264375.000	-4.576	16.901	11.668	1265565.430	15.390	25.477	18.605	1264980.469	-0.631	5.821	3.472	0.000	0.000
1264434.570	-1.679	4.522	0.083	1264700.195	-0.115	8.409	-0.099	1265662.109	3.302	12.478	3.269	1264394.531	7.840	13.125	7.095	1265584.961	-8.121	4.793	-1.785	1265000.000	0.187	5.257	2.949	0.000	0.000
1264454.102	-1.321	4.910	-0.101	1264719.727	-1.077	6.154	-0.298	1265681.641	3.102	16.047	5.215	1264414.062	2.951	13.947	2.760	1265604.492	11.391	16.178	-1.336	1265019.531	1.176	6.136	3.145	0.000	0.000
1264473.633	-1.234	5.334	0.559	1264739.258	0.385	3.973	-0.482	1265701.172	0.928	19.733	6.324	1264433.594	2.863	13.792	1.712	1265624.023	5.254	9.883	-5.075	1265039.062	1.684	5.428	3.144	0.000	0.000
1264493.164	-1.358	6.256	0.246	1264758.789	-0.385	2.876	-1.201	1265720.703	-1.471	18.806	5.346	1264453.125	3.915	13.799	3.059	1265643.555	3.598	13.951	2.455	1265058.594	1.379	5.283	2.974	0.000	0.000
1264512.695	-1.312	7.448	0.786	1264778.320	-0.808	3.129	-0.881	1265740.234	-1.964	15.068	4.094	1264472.656	6.209	14.901	1.663	1265663.086	4.842	8.805	4.634	1265078.125	1.758	5.242	3.556	0.000	0.000
1264532.227	-0.795	8.607	0.518	1264797.852	0.346	2.530	-0.598	1265759.766	-0.247	12.583	4.193	1264492.187	5.166	12.200	1.232	1265682.617	2.719	9.589	1.548	1265097.656	1.170	6.025	3.868	0.000	0.000
1264551.758	-0.748	8.531	1.154	1264817.383	-1.731	6.096	-1.085	1265779.297	1.433	11.985	4.349	1264511.719	1.746	10.119	1.569	1265702.148	2.849	8.951	0.970	1265117.187	0.199	7.554	3.340	0.000	0.000
1264571.289	-1.857	7.981	2.298	1264836.914	-2.692	6.276	-0.859	1265798.828	1.902	12.806	4.705	1264531.250	1.631	10.672	1.602	1265721.680	2.417	10.108	1.544	1265136.719	-1.486	6.126	4.014	0.000	0.000
1264590.820	-2.395	7.745	0.491	1264856.445	-2.808	5.227	-0.253	1265818.359	2.496	12.744	4.688	1264550.781	2.020	10.959	2.042	1265741.211	3.246	10.174	0.963	1265156.250	-2.439	5.358	3.942	0.000	0.000
1264610.352	-2.474	8.706	0.620	1264875.977	-2.808	6.849	0.146	1265837.891	3.375	11.681	5.289	1264570.312	2.239	9.959	0.867	1265760.742	3.009	10.684	1.880	1265175.781	-3.839	6.964	3.872	0.000	0.000
