Chest	Chest	Chest	Chest	Right Hip	Right Hip	Right Hip	Right Hip	Right Wrist	Right Wrist	Right Wrist	Right Wrist	Right Thigh	Right Thigh	Right Thigh	Right Thigh	Right foot	Right foot	Right foot	Right foot	Lower Back	Lower Back	Lower Back	Lower Back	Annotation	Annotation
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Pulse	Level
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	Boolean	Boolean
1228868.164	-0.700	12.955	1.975	1229133.789	-0.769	10.774	3.885	1230095.703	4.082	4.902	3.185	1228828.125	4.794	2.418	2.491	1230018.555	-9.010	15.075	-1.505	1229433.594	-2.634	9.619	3.813	0.000	0.000
1228887.695	-0.733	13.685	2.732	1229153.320	-0.923	9.572	1.017	1230115.234	3.029	3.662	2.850	1228847.656	6.791	3.709	-1.624	1230038.086	-4.506	17.041	4.375	1229453.125	-1.182	11.419	6.737	0.000	0.000
1228907.227	-0.252	12.690	2.757	1229172.852	1.115	10.752	1.267	1230134.766	3.073	3.148	2.467	1228867.187	4.227	7.429	-4.247	1230057.617	-16.381	19.228	6.548	1229472.656	0.799	12.103	8.017	0.000	0.000
1228926.758	0.018	11.269	1.763	1229192.383	2.923	13.779	1.776	1230154.297	2.963	2.781	1.905	1228886.719	2.048	12.370	-6.719	1230077.148	-21.265	12.049	1.243	1229492.187	0.556	11.069	6.440	0.000	0.000
1228946.289	-0.149	9.883	1.096	1229211.914	0.308	14.883	2.158	1230173.828	3.441	2.940	1.791	1228906.250	4.986	8.994	-12.960	1230096.680	-20.801	7.295	-2.200	1229511.719	0.466	10.477	4.435	0.000	0.000
1228965.820	-0.909	8.952	1.097	1229231.445	-2.077	12.080	1.579	1230193.359	3.963	2.729	1.727	1228925.781	9.530	6.242	-8.587	1230116.211	-21.250	3.852	-9.633	1229531.250	0.441	9.477	4.095	0.000	0.000
1228985.352	-0.717	8.454	0.310	1229250.977	-4.038	9.623	2.189	1230212.891	4.217	3.174	2.099	1228945.312	4.611	6.730	-4.288	1230135.742	-9.362	16.839	0.258	1229550.781	-0.882	9.638	5.503	0.000	0.000
1229004.883	-0.151	8.191	0.851	1229270.508	-2.231	11.038	-0.046	1230232.422	5.158	4.231	2.039	1228964.844	3.322	8.106	-2.437	1230155.273	-4.179	15.906	4.112	1229570.312	-1.137	9.085	4.575	0.000	0.000
1229024.414	-0.433	7.380	0.653	1229290.039	-2.577	11.843	0.434	1230251.953	6.607	5.489	1.329	1228984.375	5.429	8.115	-3.244	1230174.805	-9.597	2.332	-1.456	1229589.844	-0.119	8.149	3.760	0.000	0.000
1229043.945	-0.751	6.839	0.869	1229309.570	-1.654	10.478	0.190	1230271.484	7.222	7.839	0.866	1229003.906	0.588	0.602	1.113	1230194.336	21.430	22.715	18.302	1229609.375	0.506	7.513	3.382	0.000	0.000
1229063.477	-0.593	6.648	0.658	1229329.102	-1.923	7.624	0.264	1230291.016	6.113	10.466	2.649	1229023.437	3.146	16.837	-4.644	1230213.867	-46.082	10.834	7.765	1229628.906	1.010	6.657	3.909	0.000	0.000
1229083.008	-0.388	6.458	1.207	1229348.633	-1.538	6.433	0.561	1230310.547	4.029	13.667	4.338	1229042.969	-1.148	12.850	8.309	1230233.398	48.124	7.189	-0.819	1229648.437	0.511	6.587	3.856	0.000	0.000
1229102.539	-0.062	6.038	1.823	1229368.164	0.500	7.535	-0.810	1230330.078	4.334	17.550	5.565	1229062.500	0.290	11.088	2.088	1230252.930	-10.498	13.584	13.497	1229667.969	0.439	6.551	3.390	0.000	0.000
1229122.070	-0.187	5.344	1.269	1229387.695	-0.462	6.827	-0.617	1230349.609	5.256	17.499	5.043	1229082.031	2.713	15.336	2.036	1230272.461	7.806	10.457	-0.989	1229687.500	0.716	6.104	3.057	0.000	0.000
1229141.602	0.137	5.232	1.740	1229407.227	0.115	6.065	-1.397	1230369.141	3.520	15.935	2.391	1229101.562	1.003	17.370	0.350	1230291.992	4.085	23.668	10.341	1229707.031	1.024	5.434	3.747	0.000	0.000
1229161.133	0.175	5.271	1.502	1229426.758	-0.615	5.993	-1.494	1230388.672	1.642	17.413	2.725	1229121.094	21.787	24.697	-9.787	1230311.523	9.153	3.511	-5.035	1229726.562	1.068	4.767	3.817	0.000	0.000
1229180.664	0.129	5.617	0.880	1229446.289	-1.885	5.904	-0.758	1230408.203	0.316	19.812	4.573	1229140.625	-0.289	10.538	-1.983	1230331.055	2.932	10.363	-0.600	1229746.094	1.801	4.871	3.454	0.000	0.000
1229200.195	0.202	5.617	0.159	1229465.820	-2.615	4.945	-0.964	1230427.734	4.095	25.877	5.653	1229160.156	-4.689	9.712	8.044	1230350.586	2.677	9.370	1.497	1229765.625	1.466	4.948	2.337	0.000	0.000
1229219.727	0.202	5.694	0.243	1229485.352	-2.615	3.678	-0.566	1230447.266	7.833	31.726	13.410	1229179.687	4.189	9.706	11.198	1230370.117	2.585	9.180	2.333	1229785.156	0.668	4.734	1.499	0.000	0.000
1229239.258	-0.392	6.304	0.759	1229504.883	-2.385	2.701	-1.716	1230466.797	-0.986	26.619	13.921	1229199.219	-2.176	11.402	9.338	1230389.648	1.365	9.424	2.629	1229804.687	-1.176	4.975	1.055	0.000	0.000
1229258.789	-1.155	7.258	0.534	1229524.414	-1.308	2.944	-2.752	1230486.328	-1.944	19.950	4.782	1229218.750	-1.093	10.992	6.083	1230409.180	1.774	8.732	2.391	1229824.219	-2.222	5.319	1.482	0.000	0.000
1229278.320	-1.832	8.828	0.820	1229543.945	-1.192	5.707	-0.144	1230505.859	2.158	19.750	7.109	1229238.281	0.046	10.053	0.719	1230428.711	2.691	8.818	2.156	1229843.750	-1.747	6.017	3.348	0.000	0.000
1229297.852	-1.794	9.905	0.593	1229563.477	-1.962	7.615	2.570	1230525.391	-2.772	15.917	2.747	1229257.812	4.977	9.194	-2.333	1230448.242	2.222	9.962	1.499	1229863.281	-1.405	7.533	5.999	0.000	0.000
1229317.383	-0.679	9.878	0.061	1229583.008	-1.577	9.400	2.220	1230544.922	-3.810	12.884	0.286	1229277.344	9.191	7.358	-3.943	1230467.773	3.576	9.497	1.919	1229882.812	-0.561	9.450	4.304	0.000	0.000
1229336.914	0.409	10.004	0.936	1229602.539	2.346	10.556	-0.032	1230564.453	-1.001	8.188	1.439	1229296.875	8.048	6.389	-2.886	1230487.305	2.856	8.940	1.200	1229902.344	1.259	8.839	3.721	0.000	0.000
1229356.445	0.638	12.814	3.794	1229622.070	2.269	9.942	-2.659	1230583.984	0.827	6.322	2.772	1229316.406	7.740	5.572	-2.896	1230506.836	3.137	9.523	1.386	1229921.875	2.938	6.822	3.190	0.000	0.000
1229375.977	0.889	12.124	0.877	1229641.602	-1.000	7.120	-2.297	1230603.516	-0.383	5.742	2.794	1229335.937	8.321	5.011	-2.545	1230526.367	2.182	9.061	1.753	1229941.406	0.430	8.292	2.551	0.000	0.000
1229395.508	1.302	12.398	2.167	1229661.133	-4.538	6.340	-2.161	1230623.047	-0.475	4.850	2.964	1229355.469	8.373	3.673	-1.126	1230545.898	2.182	9.663	1.558	1229960.937	-3.146	12.476	9.810	0.000	0.000
1229415.039	1.059	14.011	1.930	1229680.664	-6.000	8.727	-3.037	1230642.578	-0.468	4.371	2.700	1229375.000	7.172	3.838	-2.077	1230565.430	3.172	9.501	2.577	1229980.469	-2.534	11.433	7.327	0.000	0.000
1229434.570	0.415	17.543	1.473	1229700.195	-3.308	9.863	12.415	1230662.109	-0.496	3.818	2.431	1229394.531	5.964	7.169	-3.647	1230584.961	4.204	9.626	2.305	1230000.000	-3.190	11.662	7.368	0.000	0.000
1229454.102	1.165	22.512	4.514	1229719.727	-1.731	18.390	0.860	1230681.641	-0.641	3.629	2.459	1229414.062	4.393	9.505	-3.007	1230604.492	4.258	8.674	0.593	1230019.531	-4.878	13.197	5.365	0.000	0.000
1229473.633	2.339	16.023	1.858	1229739.258	2.808	12.725	0.805	1230701.172	-0.748	3.151	1.889	1229433.594	0.939	7.485	-2.282	1230624.023	3.009	9.696	0.898	1230039.062	-6.968	17.884	9.651	0.000	0.000
1229493.164	0.291	12.888	1.081	1229758.789	2.423	12.386	4.770	1230720.703	-0.931	2.928	1.647	1229453.125	-0.339	4.976	0.683	1230643.555	2.094	9.606	1.209	1230058.594	-9.743	18.579	9.529	0.000	0.000
1229512.695	-0.825	12.146	1.496	1229778.320	0.231	14.731	4.183	1230740.234	-0.700	2.234	1.093	1229472.656	-0.211	4.161	1.980	1230663.086	1.068	9.359	1.705	1230078.125	0.643	12.438	7.884	0.000	0.000
1229532.227	0.353	10.850	-0.701	1229797.852	0.462	24.246	6.218	1230759.766	-0.467	1.393	0.491	1229492.187	3.450	6.662	-1.177	1230682.617	3.480	10.320	1.007	1230097.656	2.998	12.674	2.909	0.000	0.000
1229551.758	1.317	10.013	-0.273	1229817.383	1.038	19.727	4.407	1230779.297	-0.381	0.839	0.566	1229511.719	4.990	11.527	-4.808	1230702.148	5.313	11.999	0.013	1230117.187	1.269	11.802	3.621	0.000	0.000
1229571.289	0.390	8.658	-1.011	1229836.914	-2.154	2.754	-4.361	1230798.828	-0.045	0.588	0.350	1229531.250	3.822	11.966	-6.244	1230721.680	8.072	17.641	4.209	1230136.719	0.930	10.472	4.175	0.000	0.000
1229590.820	-0.254	6.921	-1.371	1229856.445	-2.462	17.239	-0.862	1230818.359	0.540	0.752	-0.035	1229550.781	9.553	15.392	-6.192	1230741.211	10.510	18.283	3.223	1230156.250	-0.409	9.708	4.287	0.000	0.000
1229610.352	-0.077	6.576	0.290	1229875.977	-3.154	7.927	-1.929	1230837.891	1.673	1.370	-0.322	1229570.312	12.720	20.052	-4.912	1230760.742	12.076	15.609	1.162	1230175.781	-2.736	8.250	3.792	0.000	0.000
1229629.883	-0.113	4.653	0.714	1229895.508	-5.538	8.613	0.847	1230857.422	3.295	2.680	1.506	1229589.844	10.489	21.286	-1.107	1230780.273	14.467	13.036	2.253	1230195.312	-3.409	6.330	3.836	0.000	0.000
1229649.414	-0.464	3.034	1.636	1229915.039	-0.962	8.136	2.478	1230876.953	5.234	3.795	5.084	1229609.375	5.210	19.366	5.585	1230799.805	8.900	9.222	0.003	1230214.844	-3.669	5.481	3.772	0.000	0.000
1229668.945	-0.699	3.339	2.134	1229934.570	-0.500	5.700	2.023	1230896.484	5.897	4.646	6.438	1229628.906	2.186	14.990	10.938	1230819.336	8.339	14.334	10.354	1230234.375	-3.210	5.365	4.081	0.000	0.000
1229688.477	-0.774	3.992	2.567	1229954.102	-0.115	8.212	2.347	1230916.016	7.169	5.676	9.715	1229648.437	3.063	13.170	10.175	1230838.867	0.738	5.376	3.584	1230253.906	-1.352	4.199	4.113	0.000	0.000
1229708.008	-0.382	4.650	1.836	1229973.633	1.346	9.078	1.676	1230935.547	7.658	8.002	11.407	1229667.969	5.426	10.705	7.950	1230858.398	1.036	-13.024	-4.715	1230273.437	-0.029	3.185	3.530	0.000	0.000
1229727.539	0.380	6.350	2.034	1229993.164	-0.692	7.060	0.705	1230955.078	6.740	14.403	10.181	1229687.500	3.083	9.083	4.430	1230877.930	10.078	-6.782	2.300	1230292.969	0.979	3.101	2.891	0.000	0.000
1229747.070	0.738	8.315	1.808	1230012.695	-1.038	7.136	0.627	1230974.609	5.801	16.721	6.170	1229707.031	-1.110	8.228	4.378	1230897.461	7.364	-4.587	2.113	1230312.500	0.140	3.702	1.493	0.000	0.000
1229766.602	1.208	8.320	0.764	1230032.227	-1.538	5.793	-0.760	1230994.141	8.033	17.336	4.668	1229726.562	-3.417	7.018	4.421	1230916.992	3.835	-2.824	3.138	1230332.031	-2.264	4.652	2.511	0.000	0.000
1229786.133	0.527	9.198	0.655	1230051.758	-2.538	4.064	-1.341	1231013.672	8.564	18.606	4.708	1229746.094	-1.693	4.203	3.791	1230936.523	4.151	-3.036	2.199	1230351.562	-1.061	6.788	3.146	0.000	0.000
1229805.664	1.332	9.744	1.194	1230071.289	-3.231	5.574	-0.926	1231033.203	13.189	19.427	5.865	1229765.625	-1.805	3.895	4.118	1230956.055	4.480	-1.114	2.273	1230371.094	0.662	7.660	3.088	0.000	0.000
1229825.195	1.608	8.939	0.751	1230090.820	-4.346	10.255	0.195	1231052.734	13.936	16.494	8.068	1229785.156	-2.372	3.378	5.126	1230975.586	4.011	4.203	4.097	1230390.625	1.115	7.433	4.120	0.000	0.000
1229844.727	1.638	9.439	-0.224	1230110.352	-2.769	7.615	0.746	1231072.266	11.484	13.548	8.873	1229804.687	-3.417	3.167	4.421	1230995.117	3.591	12.675	6.494	1230410.156	0.130	6.702	3.395	0.000	0.000
1229864.258	-0.253	13.113	2.658	1230129.883	-2.615	3.718	-0.716	1231091.797	11.226	7.915	8.753	1229824.219	-3.146	3.496	4.633	1231014.648	2.585	14.305	5.756	1230429.687	-2.436	6.321	2.701	0.000	0.000
1229883.789	0.337	13.350	1.664	1230149.414	-4.923	4.841	-1.327	1231111.328	7.571	3.909	5.699	1229843.750	-1.162	2.823	3.054	1231034.180	-4.699	7.010	1.275	1230449.219	-2.033	7.724	3.231	0.000	0.000
1229903.320	-1.331	13.641	2.895	1230168.945	-5.731	6.647	-0.891	1231130.859	4.869	2.657	3.281	1229863.281	0.447	3.304	2.352	1231053.711	-9.470	12.590	4.504	1230468.750	1.987	12.684	7.851	0.000	0.000
1229922.852	-1.222	12.295	1.827	1230188.477	-5.269	10.242	0.868	1231150.391	3.397	3.599	2.453	1229882.812	2.108	6.081	-0.751	1231073.242	-7.994	19.376	6.550	1230488.281	-0.492	13.709	8.565	0.000	0.000
1229942.383	-0.564	13.610	-0.434	1230208.008	-1.000	8.291	0.259	1231169.922	2.414	4.652	2.585	1229902.344	5.057	9.892	-5.830	1231092.773	-12.447	20.567	6.435	1230507.812	0.899	12.843	8.763	0.000	0.000
1229961.914	-2.021	20.134	1.947	1230227.539	0.154	11.411	1.685	1231189.453	1.744	5.006	2.931	1229921.875	8.029	15.785	-8.668	1231112.305	-23.102	15.888	6.684	1230527.344	-1.124	11.159	5.105	0.000	0.000
1229981.445	-1.640	17.330	3.963	1230247.070	-2.192	13.440	2.070	1231208.984	2.697	4.998	1.873	1229941.406	9.049	16.817	-14.337	1231131.836	-48.234	13.728	1.729	1230546.875	-1.836	13.759	4.465	0.000	0.000
1230000.977	0.136	12.232	-2.390	1230266.602	0.346	15.236	1.187	1231228.516	3.073	4.491	1.484	1229960.937	5.838	6.729	-16.173	1231151.367	-44.371	-7.278	-4.801	1230566.406	3.038	21.673	9.155	0.000	0.000
1230020.508	-0.466	13.188	1.424	1230286.133	1.692	15.359	0.570	1231248.047	4.086	5.261	0.556	1229980.469	0.943	8.145	-5.742	1231170.898	-12.644	19.687	4.038	1230585.937	0.902	13.769	7.520	0.000	0.000
1230040.039	-0.924	11.145	-0.434	1230305.664	0.346	12.863	-2.387	1231267.578	4.712	6.366	-1.226	1230000.000	0.592	-0.073	-2.312	1231190.430	64.012	37.274	31.558	1230605.469	-3.739	11.186	5.016	0.000	0.000
1230059.570	-0.524	9.418	-0.404	1230325.195	-1.154	16.285	-1.297	1231287.109	5.168	7.453	-1.582	1230019.531	13.039	3.092	0.032	1231209.961	-78.606	-26.576	-1.078	1230625.000	-2.761	11.954	2.628	0.000	0.000
1230079.102	-0.402	7.650	-0.173	1230344.727	-9.192	19.066	0.380	1231306.641	4.772	8.851	-1.437	1230039.062	1.289	22.641	17.320	1231229.492	77.780	8.977	20.453	1230644.531	-1.950	10.649	3.591	0.000	0.000
1230098.633	-0.243	6.498	-0.273	1230364.258	-6.077	15.216	0.326	1231326.172	5.616	11.525	-0.536	1230058.594	-1.631	15.701	-5.404	1231249.023	-26.341	10.896	-0.891	1230664.062	-1.367	9.310	4.317	0.000	0.000
1230118.164	-0.563	5.648	-0.272	1230383.789	1.115	12.012	-0.594	1231345.703	6.733	16.044	1.681	1230078.125	-3.630	15.525	-1.415	1231268.555	8.042	2.240	-7.023	1230683.594	-0.197	8.632	3.331	0.000	0.000
1230137.695	-0.320	4.651	-0.004	1230403.320	0.923	8.877	-1.271	1231365.234	4.739	24.024	7.125	1230097.656	-0.845	14.095	3.961	1231288.086	4.730	22.701	5.238	1230703.125	0.445	6.921	2.416	0.000	0.000
1230157.227	0.044	4.039	0.402	1230422.852	-1.154	7.835	-1.012	1231384.766	-1.500	26.786	10.944	1230117.187	14.160	16.827	0.625	1231307.617	9.637	6.980	-0.331	1230722.656	1.260	5.617	3.034	0.000	0.000
1230176.758	0.371	3.888	1.111	1230442.383	-2.000	5.835	-0.996	1231404.297	-4.326	22.057	11.554	1230136.719	9.359	15.537	1.278	1231327.148	2.625	10.662	-0.656	1230742.187	1.768	4.464	3.309	0.000	0.000
1230196.289	-0.183	4.498	1.747	1230461.914	-2.385	4.424	-0.809	1231423.828	-5.916	20.572	12.481	1230156.250	-1.412	10.095	4.990	1231346.680	3.543	9.364	0.873	1230761.719	1.538	4.503	3.192	0.000	0.000
1230215.820	0.134	4.501	1.384	1230481.445	-2.308	2.935	-0.465	1231443.359	-5.588	20.837	12.532	1230175.781	-1.302	10.262	4.423	1231366.211	1.735	9.326	0.888	1230781.250	1.387	4.245	3.171	0.000	0.000
1230235.352	-0.708	5.531	1.164	1230500.977	-2.269	2.348	-0.742	1231462.891	-5.266	17.913	9.244	1230195.312	0.353	10.275	4.540	1231385.742	3.370	9.368	1.528	1230800.781	1.467	4.393	2.721	0.000	0.000
1230254.883	-0.989	6.298	1.125	1230520.508	-2.231	2.916	-1.350	1231482.422	-3.557	14.092	5.865	1230214.844	0.910	10.267	2.501	1231405.273	2.374	9.739	1.522	1230820.312	0.451	4.033	0.907	0.000	0.000
1230274.414	-1.345	7.410	1.464	1230540.039	-2.731	2.966	-2.010	1231501.953	1.335	11.789	5.222	1230234.375	2.197	7.861	0.433	1231424.805	2.370	9.595	1.437	1230839.844	-0.659	4.155	0.162	0.000	0.000
1230293.945	-2.314	8.631	0.615	1230559.570	-2.192	4.078	-2.064	1231521.484	5.979	9.361	5.497	1230253.906	5.110	6.624	-0.564	1231444.336	1.916	8.602	2.035	1230859.375	-2.446	5.136	1.003	0.000	0.000
1230313.477	-2.716	9.127	0.443	1230579.102	-2.615	5.571	-0.760	1231541.016	6.669	8.008	5.158	1230273.437	5.031	5.998	-0.717	1231463.867	1.253	8.504	1.767	1230878.906	-3.517	5.924	3.498	0.000	0.000
1230333.008	-1.563	8.984	-0.255	1230598.633	-1.962	6.500	0.942	1231560.547	6.120	7.482	4.786	1230292.969	3.179	5.776	-1.346	1231483.398	1.212	8.358	1.720	1230898.437	-4.486	8.230	5.717	0.000	0.000
1230352.539	-0.018	12.423	2.181	1230618.164	-1.462	9.790	4.946	1231580.078	4.419	7.301	4.615	1230312.500	2.834	7.175	-1.185	1231502.930	3.221	11.771	0.866	1230917.969	-2.792	8.361	5.491	0.000	0.000
1230372.070	1.261	15.513	2.083	1230637.695	4.077	11.176	4.168	1231599.609	3.683	6.846	4.213	1230332.031	3.848	9.074	-3.648	1231522.461	3.029	8.200	-1.769	1230937.500	-0.113	7.409	3.939	0.000	0.000
1230391.602	1.349	17.283	2.851	1230657.227	4.346	13.091	-4.558	1231619.141	2.579	6.091	3.452	1230351.562	5.856	11.111	-6.680	1231541.992	3.895	9.580	0.997	1230957.031	-3.994	11.633	7.004	0.000	0.000
1230411.133	0.670	17.276	3.017	1230676.758	2.231	13.189	1.638	1231638.672	1.185	5.470	3.475	1230371.094	4.845	9.506	-7.853	1231561.523	3.619	8.913	0.999	1230976.562	-2.264	14.282	8.224	0.000	0.000
1230430.664	0.569	16.506	0.940	1230696.289	0.462	2.503	2.633	1231658.203	-0.078	5.667	3.514	1230390.625	1.754	5.698	-5.389	1231581.055	2.573	9.151	0.677	1230996.094	-3.479	14.627	10.147	0.000	0.000
1230450.195	-0.507	18.995	1.275	1230715.820	-7.808	15.261	-1.935	1231677.734	-1.780	5.269	2.866	1230410.156	3.776	3.684	0.683	1231600.586	3.795	10.006	1.370	1231015.625	-3.520	13.776	7.471	0.000	0.000
1230469.727	-0.534	17.418	2.556	1230735.352	-6.462	24.828	10.434	1231697.266	-1.951	4.344	2.458	1230429.687	4.905	2.725	5.856	1231620.117	2.829	10.777	2.234	1231035.156	-1.437	14.348	6.322	0.000	0.000
1230489.258	-0.637	12.609	0.277	1230754.883	1.615	10.812	1.974	1231716.797	-1.932	3.345	2.427	1230449.219	4.293	2.598	6.194	1231639.648	1.501	9.606	1.946	1231054.687	-3.368	16.997	8.315	0.000	0.000
1230508.789	-1.353	10.525	0.700	1230774.414	0.731	15.081	1.529	1231736.328	-1.659	2.139	1.337	1230468.750	5.660	5.183	4.426	1231659.180	2.115	10.222	2.977	1231074.219	-2.568	14.396	7.764	0.000	0.000
1230528.320	-1.482	9.254	-0.162	1230793.945	-1.077	15.976	1.218	1231755.859	-1.465	1.916	1.740	1230488.281	5.815	9.110	0.739	1231678.711	3.448	10.449	-0.100	1231093.750	0.137	12.258	4.861	0.000	0.000
1230547.852	-1.041	7.567	-0.131	1230813.477	-1.462	22.662	3.938	1231775.391	-0.765	2.006	1.617	1230507.812	3.933	9.126	-2.876	1231698.242	7.871	16.297	-0.755	1231113.281	0.782	10.659	3.454	0.000	0.000
1230567.383	-0.523	6.764	-0.337	1230833.008	1.385	10.035	0.100	1231794.922	0.459	1.991	1.784	1230527.344	8.321	11.163	-6.369	1231717.773	10.291	16.878	0.217	1231132.812	-0.240	8.965	3.507	0.000	0.000
1230586.914	-0.400	5.881	-0.022	1230852.539	-1.808	7.896	-0.366	1231814.453	1.261	2.165	0.819	1230546.875	12.001	18.164	-7.641	1231737.305	12.554	18.706	0.689	1231152.344	-0.770	7.860	3.727	0.000	0.000
1230606.445	-0.201	5.190	-0.138	1230872.070	-4.923	9.354	0.804	1231833.984	2.193	1.960	0.978	1230566.406	9.586	19.337	-6.801	1231756.836	15.803	19.325	2.386	1231171.875	-1.492	7.052	3.656	0.000	0.000
1230625.977	-0.116	5.153	0.379	1230891.602	-4.346	8.082	1.444	1231853.516	3.085	1.865	1.107	1230585.937	3.963	21.892	-3.725	1231776.367	13.257	13.312	4.128	1231191.406	-2.364	6.209	3.233	0.000	0.000
1230645.508	0.128	5.001	0.769	1230911.133	-0.462	6.971	1.471	1231873.047	4.304	2.437	1.931	1230605.469	-0.160	20.828	3.211	1231795.898	6.108	9.610	0.400	1231210.937	-3.469	5.294	3.186	0.000	0.000
1230665.039	0.658	5.776	1.842	1230930.664	0.346	6.623	2.191	1231892.578	3.864	3.586	0.943	1230625.000	0.940	14.692	9.343	1231815.430	12.901	17.146	8.938	1231230.469	-3.271	4.551	3.292	0.000	0.000
1230684.570	1.020	6.972	1.978	1230950.195	-0.308	6.117	1.560	1231912.109	3.964	6.649	2.309	1230644.531	4.328	14.788	9.733	1231834.961	14.738	-1.451	4.573	1231250.000	-3.396	4.849	4.002	0.000	0.000
1230704.102	1.459	7.976	1.944	1230969.727	0.077	7.048	1.296	1231931.641	9.399	8.835	5.700	1230664.062	7.467	13.123	8.249	1231854.492	-7.886	-27.894	-17.672	1231269.531	-3.127	5.587	3.252	0.000	0.000
1230723.633	0.884	7.509	0.447	1230989.258	-1.000	7.950	0.654	1231951.172	10.895	14.768	7.931	1230683.594	4.553	7.663	5.344	1231874.023	11.536	-3.845	5.039	1231289.062	-2.983	5.919	3.893	0.000	0.000
1230743.164	0.330	7.157	0.955	1231008.789	-0.346	9.133	0.762	1231970.703	9.494	18.365	8.365	1230703.125	0.819	6.897	4.952	1231893.555	7.373	0.625	4.541	1231308.594	-1.828	6.685	3.085	0.000	0.000
1230762.695	0.210	7.271	0.961	1231028.320	-2.231	11.394	0.675	1231990.234	11.017	17.992	8.039	1230722.656	-1.297	5.987	4.936	1231913.086	3.295	-4.837	1.177	1231328.125	0.762	5.659	2.796	0.000	0.000
1230782.227	0.802	7.354	0.240	1231047.852	-2.923	10.483	1.780	1232009.766	10.126	16.850	5.592	1230742.187	-1.652	4.825	4.059	1231932.617	3.621	-2.984	1.169	1231347.656	2.951	5.711	3.036	0.000	0.000
1230801.758	1.561	7.593	0.084	1231067.383	-0.654	5.471	0.502	1232029.297	9.294	17.178	4.517	1230761.719	-1.727	4.892	4.255	1231952.148	4.625	1.020	2.553	1231367.187	4.087	6.811	3.674	0.000	0.000
1230821.289	2.109	7.098	-1.146	1231086.914	-0.346	2.619	-1.336	1232048.828	10.344	16.751	4.889	1230781.250	-2.646	3.797	4.651	1231971.680	4.198	8.149	5.178	1231386.719	2.637	6.603	2.784	0.000	0.000
1230840.820	0.237	8.425	-0.261	1231106.445	-1.192	3.046	-2.319	1232068.359	11.835	14.664	5.444	1230800.781	-3.034	2.915	4.290	1231991.211	2.075	14.906	7.797	1231406.250	-1.158	6.789	1.337	0.000	0.000
1230860.352	-0.496	11.418	2.376	1231125.977	-5.038	2.086	-0.588	1232087.891	10.892	10.196	5.881	1230820.312	-2.841	2.767	4.358	1232010.742	-0.870	6.136	0.992	1231425.781	-3.257	6.958	3.383	0.000	0.000
1230879.883	-1.708	13.983	1.156	1231145.508	-9.808	4.752	-0.547	1232107.422	7.747	5.737	4.708	1230839.844	-2.689	2.884	4.211	1232030.273	-6.708	4.039	0.694	1231445.312	-2.440	9.802	7.291	0.000	0.000
1230899.414	-3.297	15.275	2.317	1231165.039	-7.692	9.291	2.128	1232126.953	3.956	3.316	2.230	1230859.375	-2.287	4.321	2.105	1232049.805	-3.249	22.978	7.103	1231464.844	-2.608	12.471	6.013	0.000	0.000
1230918.945	-1.525	12.254	-0.532	1231184.570	-2.423	8.270	1.305	1232146.484	1.927	3.958	0.662	1230878.906	1.954	7.263	-0.718	1232069.336	-9.567	19.555	1.500	1231484.375	-0.584	13.932	5.964	0.000	0.000
1230938.477	-1.895	15.558	-1.483	1231204.102	1.000	10.030	0.361	1232166.016	2.238	5.293	1.095	1230898.437	6.790	9.756	-5.645	1232088.867	-15.824	17.112	1.454	1231503.906	1.585	12.577	5.874	0.000	0.000
1230958.008	-2.828	20.779	5.187	1231223.633	0.000	16.098	2.519	1232185.547	1.981	5.105	0.895	1230917.969	10.563	17.085	-12.898	1232108.398	-24.252	19.603	9.419	1231523.437	-2.211	9.170	4.213	0.000	0.000
1230977.539	0.663	13.814	-1.716	1231243.164	4.308	12.010	1.355	1232205.078	2.211	4.593	0.700	1230937.500	7.184	12.854	-16.190	1232127.930	-36.378	2.224	5.882	1231542.969	2.899	18.156	7.329	0.000	0.000
1230997.070	0.573	13.313	1.260	1231262.695	0.038	12.866	1.145	1232224.609	2.721	4.721	0.045	1230957.031	-1.076	1.005	-15.324	1232147.461	-45.695	-13.195	-7.219	1231562.500	6.669	17.674	7.717	0.000	0.000
1231016.602	-0.271	12.728	0.879	1231282.227	-4.885	12.168	0.837	1232244.141	3.641	4.926	-0.113	1230976.562	-1.723	1.377	-6.956	1232166.992	14.667	61.874	19.566	1231582.031	-2.584	10.359	5.750	0.000	0.000
