@relation Accelerometer-weka.filters.unsupervised.attribute.Remove-R1

@attribute accX numeric
@attribute accY numeric
@attribute accZ numeric
@attribute accTotal numeric
@attribute label {lying,running,sitting,standing,walking}

@data
-6.747,-0.667,-7.453,10.075421,lying
-6.708,-0.647,-7.473,10.062882,lying
-6.629,-0.628,-7.59,10.096837,lying
-6.57,-0.608,-7.532,10.013271,lying
-6.531,-0.667,-7.532,9.99149,lying
-6.551,-0.667,-7.649,10.092953,lying
-6.551,-0.667,-7.649,10.092953,lying
-6.492,-0.686,-7.649,10.056036,lying
-6.472,-0.667,-7.669,10.057099,lying
-6.453,-0.608,-7.61,9.996148,lying
-6.472,-0.647,-7.688,10.07029,lying
-6.512,-0.667,-7.669,10.082886,lying
-6.512,-0.667,-7.669,10.082886,lying
-6.512,-0.608,-7.649,10.063946,lying
-6.531,-0.569,-7.63,10.059554,lying
-6.57,-0.608,-7.649,10.101572,lying
-6.57,-0.686,-7.63,10.092195,lying
-6.59,-0.647,-7.649,10.117011,lying
-6.59,-0.647,-7.649,10.117011,lying
-6.57,-0.667,-7.669,10.120442,lying
-6.57,-0.647,-7.669,10.119144,lying
-6.57,-0.608,-7.61,10.072073,lying
-6.531,-0.608,-7.649,10.076251,lying
-6.57,-0.686,-7.688,10.136116,lying
-6.57,-0.686,-7.688,10.136116,lying
-6.59,-0.706,-7.649,10.120955,lying
-6.649,-0.647,-7.649,10.155541,lying
-6.747,-0.667,-7.708,10.265484,lying
-6.727,-0.686,-7.63,10.195098,lying
-6.767,-0.686,-7.649,10.235726,lying
-6.767,-0.686,-7.728,10.294895,lying
-6.747,-0.686,-7.728,10.28176,lying
-6.767,-0.706,-7.649,10.237086,lying
-6.806,-0.647,-7.649,10.259018,lying
-6.845,-0.706,-7.512,10.187375,lying
-6.845,-0.765,-7.63,10.278918,lying
-6.865,-0.765,-7.649,10.30634,lying
-6.865,-0.765,-7.649,10.30634,lying
-6.806,-0.785,-7.532,10.181792,lying
-6.923,-0.765,-7.532,10.258859,lying
-6.982,-0.785,-7.59,10.342758,lying
-6.982,-0.745,-7.512,10.282679,lying
-6.982,-0.706,-7.492,10.265321,lying
-6.982,-0.706,-7.492,10.265321,lying
-6.884,-0.686,-7.453,10.168936,lying
-6.904,-0.667,-7.453,10.181224,lying
-6.865,-0.647,-7.433,10.138852,lying
-6.845,-0.686,-7.394,10.0993,lying
-6.747,-0.628,-7.414,10.044092,lying
-6.747,-0.628,-7.414,10.044092,lying
-6.649,-0.647,-7.453,10.008747,lying
-6.59,-0.647,-7.492,9.998839,lying
-6.57,-0.608,-7.433,9.939017,lying
-6.531,-0.686,-7.433,9.918369,lying
-6.492,-0.647,-7.492,9.934522,lying
-6.492,-0.647,-7.492,9.934522,lying
-6.472,-0.667,-7.532,9.953025,lying
-6.453,-0.745,-7.532,9.946218,lying
-6.453,-0.706,-7.649,10.03229,lying
-6.492,-0.686,-7.61,10.026403,lying
-6.512,-0.686,-7.669,10.084161,lying
-6.512,-0.686,-7.669,10.084161,lying
-6.512,-0.647,-7.669,10.081583,lying
-6.59,-0.608,-7.649,10.114592,lying
-6.551,-0.628,-7.708,10.135248,lying
-6.57,-0.608,-7.708,10.146321,lying
-6.59,-0.628,-7.708,10.160499,lying
-6.59,-0.628,-7.708,10.160499,lying
-6.59,-0.608,-7.688,10.144117,lying
-6.531,-0.588,-7.728,10.135171,lying
-6.512,-0.628,-7.708,10.110084,lying
-6.472,-0.726,-7.61,10.016285,lying
-6.551,-0.726,-7.61,10.067511,lying
-6.57,-0.785,-7.728,10.173648,lying
-6.57,-0.785,-7.728,10.173648,lying
-6.59,-0.804,-7.649,10.128263,lying
-6.649,-0.804,-7.669,10.181806,lying
-6.669,-0.706,-7.649,10.172571,lying
-6.688,-0.706,-7.669,10.200066,lying
-6.747,-0.706,-7.63,10.209669,lying
-6.747,-0.706,-7.63,10.209669,lying
-6.727,-0.726,-7.63,10.197868,lying
-6.688,-0.745,-7.59,10.143593,lying
-6.708,-0.785,-7.59,10.159803,lying
-6.727,-0.726,-7.61,10.182912,lying
-6.767,-0.785,-7.571,10.184722,lying
-6.767,-0.785,-7.571,10.184722,lying
-6.786,-0.726,-7.532,10.164049,lying
-6.865,-0.745,-7.532,10.21833,lying
-6.943,-0.765,-7.532,10.272366,lying
-6.904,-0.726,-7.551,10.257187,lying
-6.904,-0.765,-7.512,10.231353,lying
-6.904,-0.765,-7.512,10.231353,lying
-6.884,-0.726,-7.492,10.200323,lying
-6.904,-0.706,-7.512,10.227111,lying
-6.884,-0.686,-7.453,10.168936,lying
-6.825,-0.706,-7.433,10.115758,lying
-6.825,-0.706,-7.414,10.101805,lying
-6.825,-0.706,-7.414,10.101805,lying
-6.786,-0.726,-7.532,10.164049,lying
-6.767,-0.765,-7.512,10.139411,lying
-6.708,-0.745,-7.492,10.083767,lying
-6.669,-0.785,-7.433,10.017049,lying
-6.629,-0.804,-7.473,10.021766,lying
-6.629,-0.804,-7.473,10.021766,lying
-6.649,-0.726,-7.512,10.058152,lying
-6.61,-0.726,-7.551,10.061649,lying
-6.61,-0.765,-7.59,10.093831,lying
-6.551,-0.765,-7.59,10.055293,lying
-6.433,-0.804,-7.571,9.967444,lying
-6.453,-0.745,-7.551,9.960614,lying
-6.453,-0.745,-7.551,9.960614,lying
-6.492,-0.726,-7.551,9.984525,lying
-6.551,-0.706,-7.551,10.021559,lying
-6.551,-0.667,-7.59,10.048313,lying
-6.531,-0.667,-7.571,10.020923,lying
-6.57,-0.667,-7.59,10.06071,lying
-6.57,-0.667,-7.59,10.06071,lying
-6.57,-0.706,-7.688,10.137489,lying
-6.61,-0.667,-7.728,10.191122,lying
-6.649,-0.628,-7.728,10.213989,lying
-6.649,-0.667,-7.747,10.230841,lying
-6.669,-0.628,-7.767,10.256522,lying
-6.669,-0.628,-7.767,10.256522,lying
-6.669,-0.667,-7.786,10.273376,lying
-6.669,-0.608,-7.708,10.210705,lying
-6.669,-0.608,-7.708,10.210705,lying
-6.649,-0.647,-7.688,10.184947,lying
-6.649,-0.667,-7.708,10.201341,lying
-6.649,-0.667,-7.708,10.201341,lying
-6.61,-0.628,-7.669,10.143966,lying
-6.649,-0.686,-7.669,10.173169,lying
-6.688,-0.667,-7.688,10.211737,lying
-6.649,-0.667,-7.669,10.171905,lying
-6.649,-0.667,-7.63,10.142534,lying
-6.649,-0.667,-7.63,10.142534,lying
-6.688,-0.706,-7.669,10.200066,lying
-6.688,-0.726,-7.708,10.23082,lying
-6.669,-0.726,-7.61,10.14469,lying
-6.649,-0.765,-7.63,10.14945,lying
-6.708,-0.726,-7.571,10.141222,lying
-6.708,-0.726,-7.571,10.141222,lying
-6.727,-0.726,-7.571,10.1538,lying
-6.727,-0.745,-7.571,10.155176,lying
-6.786,-0.745,-7.551,10.17951,lying
-6.806,-0.726,-7.512,10.162621,lying
-6.865,-0.706,-7.551,10.229578,lying
-6.923,-0.706,-7.512,10.239947,lying
-6.923,-0.706,-7.512,10.239947,lying
-6.923,-0.706,-7.492,10.225284,lying
-6.845,-0.686,-7.512,10.186008,lying
-6.806,-0.765,-7.414,10.093278,lying
-6.845,-0.726,-7.394,10.102096,lying
-6.767,-0.785,-7.453,10.097313,lying
-6.767,-0.785,-7.453,10.097313,lying
-6.708,-0.765,-7.473,10.071158,lying
-6.708,-0.686,-7.492,10.07958,lying
-6.708,-0.706,-7.532,10.110723,lying
-6.61,-0.647,-7.512,10.027006,lying
-6.629,-0.686,-7.532,10.0571,lying
-6.629,-0.686,-7.532,10.0571,lying
-6.551,-0.686,-7.532,10.005859,lying
-6.492,-0.647,-7.551,9.979092,lying
-6.512,-0.628,-7.59,10.020411,lying
-6.472,-0.667,-7.61,10.012181,lying
-6.57,-0.647,-7.59,10.059404,lying
-6.57,-0.647,-7.59,10.059404,lying
-6.59,-0.647,-7.708,10.161691,lying
-6.649,-0.667,-7.688,10.186237,lying
-6.669,-0.628,-7.728,10.22702,lying
-6.649,-0.588,-7.728,10.211608,lying
-6.629,-0.588,-7.826,10.273055,lying
-6.629,-0.588,-7.826,10.273055,lying
-6.629,-0.608,-7.806,10.258993,lying
-6.649,-0.686,-7.708,10.202601,lying
-6.649,-0.706,-7.669,10.174537,lying
-6.61,-0.686,-7.688,10.162088,lying
-6.61,-0.706,-7.747,10.208161,lying
-6.61,-0.706,-7.747,10.208161,lying
-6.512,-0.745,-7.806,10.19288,lying
-6.453,-0.686,-7.708,10.075965,lying
-6.453,-0.706,-7.708,10.077346,lying
-6.551,-0.726,-7.747,10.171464,lying
-6.61,-0.686,-7.747,10.206797,lying
-6.649,-0.706,-7.728,10.219081,lying
-6.649,-0.706,-7.728,10.219081,lying
-6.708,-0.706,-7.708,10.242508,lying
-6.708,-0.706,-7.688,10.227465,lying
-6.708,-0.647,-7.728,10.253675,lying
-6.669,-0.608,-7.708,10.210705,lying
-6.669,-0.745,-7.571,10.116849,lying
-6.669,-0.745,-7.571,10.116849,lying
-6.688,-0.765,-7.571,10.130874,lying
-6.649,-0.765,-7.492,10.046118,lying
-6.629,-0.765,-7.59,10.106283,lying
-6.649,-0.785,-7.59,10.120945,lying
-6.727,-0.765,-7.63,10.200718,lying
-6.727,-0.765,-7.63,10.200718,lying
-6.727,-0.745,-7.551,10.140274,lying
-6.806,-0.785,-7.532,10.181792,lying
-6.845,-0.765,-7.571,10.235199,lying
-6.865,-0.765,-7.551,10.233819,lying
-6.865,-0.706,-7.512,10.200824,lying
-6.865,-0.706,-7.512,10.200824,lying
-6.825,-0.686,-7.453,10.129088,lying
-6.806,-0.706,-7.453,10.117672,lying
-6.747,-0.628,-7.414,10.044092,lying
-6.727,-0.608,-7.414,10.029436,lying
-6.727,-0.667,-7.492,10.09096,lying
-6.727,-0.667,-7.492,10.09096,lying
-6.727,-0.686,-7.473,10.078137,lying
-6.747,-0.647,-7.473,10.088922,lying
-6.747,-0.706,-7.532,10.13664,lying
-6.629,-0.726,-7.61,10.118439,lying
-6.61,-0.706,-7.708,10.178595,lying
-6.61,-0.706,-7.708,10.178595,lying
-6.629,-0.726,-7.63,10.13349,lying
-6.629,-0.706,-7.669,10.161478,lying
-6.61,-0.726,-7.728,10.195154,lying
-6.61,-0.726,-7.767,10.224748,lying
-6.629,-0.686,-7.747,10.219112,lying
-6.57,-0.726,-7.728,10.169265,lying
-6.57,-0.726,-7.728,10.169265,lying
-6.629,-0.706,-7.747,10.220474,lying
-6.649,-0.686,-7.845,10.306494,lying
-6.727,-0.686,-7.767,10.29803,lying
-6.708,-0.647,-7.728,10.253675,lying
-6.669,-0.686,-7.806,10.289791,lying
-6.669,-0.686,-7.806,10.289791,lying
-6.669,-0.686,-7.786,10.274627,lying
-6.57,-0.628,-7.747,10.177195,lying
-6.551,-0.686,-7.688,10.123811,lying
-6.512,-0.706,-7.747,10.144979,lying
-6.551,-0.706,-7.728,10.155591,lying
-6.551,-0.706,-7.728,10.155591,lying
-6.472,-0.726,-7.688,10.075674,lying
-6.531,-0.667,-7.708,10.124827,lying
-6.551,-0.706,-7.708,10.14038,lying
-6.57,-0.726,-7.669,10.124502,lying
-6.649,-0.706,-7.61,10.13014,lying
-6.649,-0.706,-7.61,10.13014,lying
-6.708,-0.686,-7.571,10.138437,lying
-6.669,-0.647,-7.649,10.168646,lying
-6.727,-0.667,-7.571,10.149752,lying
-6.747,-0.706,-7.551,10.150766,lying
-6.767,-0.686,-7.473,10.104881,lying
-6.767,-0.686,-7.473,10.104881,lying
-6.786,-0.726,-7.414,10.076918,lying
-6.806,-0.726,-7.433,10.104365,lying
-6.845,-0.745,-7.473,10.161436,lying
-6.845,-0.686,-7.551,10.214804,lying
-6.806,-0.686,-7.551,10.188711,lying
-6.806,-0.686,-7.551,10.188711,lying
-6.786,-0.726,-7.59,10.207104,lying
-6.845,-0.667,-7.571,10.228341,lying
-6.727,-0.667,-7.59,10.163932,lying
-6.727,-0.667,-7.512,10.105818,lying
-6.708,-0.608,-7.61,10.162629,lying
-6.59,-0.647,-7.551,10.043123,lying
-6.59,-0.647,-7.551,10.043123,lying
-6.59,-0.706,-7.649,10.120955,lying
-6.512,-0.628,-7.649,10.065174,lying
-6.531,-0.667,-7.61,10.05042,lying
-6.57,-0.706,-7.63,10.093574,lying
-6.57,-0.686,-7.649,10.106567,lying
-6.57,-0.686,-7.649,10.106567,lying
-6.61,-0.628,-7.63,10.114514,lying
-6.669,-0.667,-7.63,10.155656,lying
-6.629,-0.686,-7.63,10.130703,lying
-6.61,-0.667,-7.649,10.131347,lying
-6.629,-0.667,-7.61,10.114377,lying
-6.629,-0.667,-7.61,10.114377,lying
-6.688,-0.706,-7.669,10.200066,lying
-6.708,-0.726,-7.669,10.214593,lying
-6.688,-0.726,-7.669,10.20147,lying
-6.688,-0.745,-7.649,10.187815,lying
-6.727,-0.706,-7.669,10.22568,lying
-6.727,-0.706,-7.669,10.22568,lying
-6.649,-0.745,-7.688,10.191642,lying
-6.708,-0.706,-7.708,10.242508,lying
-6.649,-0.667,-7.63,10.142534,lying
-6.649,-0.667,-7.571,10.098224,lying
-6.59,-0.667,-7.532,10.030155,lying
-6.59,-0.667,-7.532,10.030155,lying
-6.629,-0.667,-7.59,10.099338,lying
-6.551,-0.647,-7.571,10.032659,lying
-6.57,-0.765,-7.59,10.067682,lying
-6.61,-0.765,-7.61,10.108879,lying
-6.59,-0.706,-7.551,10.047096,lying
-6.59,-0.706,-7.551,10.047096,lying
-6.531,-0.647,-7.492,9.960052,lying
-6.551,-0.647,-7.512,9.988211,lying
-6.629,-0.706,-7.512,10.043516,lying
-6.669,-0.667,-7.571,10.111404,lying
-6.629,-0.706,-7.59,10.101989,lying
-6.629,-0.706,-7.59,10.101989,lying
-6.61,-0.686,-7.532,10.044587,lying
-6.669,-0.647,-7.532,10.080932,lying
-6.629,-0.647,-7.63,10.128137,lying
-6.669,-0.706,-7.649,10.172571,lying
-6.669,-0.706,-7.59,10.128282,lying
-6.669,-0.667,-7.571,10.111404,lying
-6.669,-0.667,-7.571,10.111404,lying
-6.727,-0.667,-7.571,10.149752,lying
-6.727,-0.628,-7.61,10.176395,lying
-6.747,-0.628,-7.649,10.218786,lying
-6.669,-0.647,-7.708,10.213101,lying
-6.688,-0.667,-7.669,10.197441,lying
-6.688,-0.667,-7.669,10.197441,lying
-6.747,-0.686,-7.669,10.237488,lying
-6.727,-0.686,-7.649,10.209325,lying
-6.688,-0.706,-7.688,10.214359,lying
-6.649,-0.686,-7.708,10.202601,lying
-6.649,-0.706,-7.669,10.174537,lying
-6.649,-0.706,-7.669,10.174537,lying
-6.649,-0.706,-7.63,10.145173,lying
-6.669,-0.706,-7.649,10.172571,lying
-6.649,-0.726,-7.688,10.190271,lying
-6.629,-0.745,-7.669,10.164262,lying
-6.61,-0.667,-7.59,10.086877,lying
-6.61,-0.667,-7.59,10.086877,lying
-6.688,-0.706,-7.63,10.170776,lying
-6.688,-0.608,-7.649,10.178714,lying
-6.708,-0.686,-7.63,10.182571,lying
-6.669,-0.706,-7.63,10.158292,lying
-6.629,-0.686,-7.61,10.115648,lying
-6.629,-0.686,-7.61,10.115648,lying
-6.61,-0.667,-7.63,10.11701,lying
-6.649,-0.628,-7.63,10.140044,lying
-6.61,-0.667,-7.63,10.11701,lying
-6.57,-0.608,-7.669,10.116725,lying
-6.59,-0.647,-7.571,10.058168,lying
-6.59,-0.647,-7.571,10.058168,lying
-6.629,-0.686,-7.59,10.100611,lying
-6.629,-0.706,-7.571,10.087721,lying
-6.629,-0.686,-7.551,10.071337,lying
-6.59,-0.686,-7.61,10.090134,lying
-6.551,-0.667,-7.63,10.078561,lying
-6.61,-0.628,-7.63,10.114514,lying
-6.61,-0.628,-7.63,10.114514,lying
-6.629,-0.628,-7.61,10.11188,lying
-6.669,-0.628,-7.649,10.167455,lying
-6.629,-0.686,-7.688,10.174457,lying
-6.629,-0.765,-7.708,10.195201,lying
-6.669,-0.726,-7.688,10.203332,lying
-6.669,-0.726,-7.688,10.203332,lying
-6.61,-0.726,-7.571,10.076667,lying
-6.59,-0.706,-7.669,10.136079,lying
-6.649,-0.647,-7.649,10.155541,lying
-6.649,-0.706,-7.61,10.13014,lying
-6.59,-0.686,-7.669,10.134706,lying
-6.59,-0.686,-7.669,10.134706,lying
-6.59,-0.726,-7.63,10.10802,lying
-6.629,-0.686,-7.59,10.100611,lying
-6.59,-0.686,-7.551,10.04571,lying
-6.59,-0.667,-7.59,10.073782,lying
-6.649,-0.667,-7.571,10.098224,lying
-6.649,-0.667,-7.571,10.098224,lying
-6.629,-0.647,-7.571,10.083764,lying
-6.649,-0.647,-7.59,10.111177,lying
-6.708,-0.726,-7.649,10.199585,lying
-6.649,-0.765,-7.728,10.223327,lying
-6.688,-0.804,-7.708,10.236651,lying
-6.688,-0.804,-7.708,10.236651,lying
-6.669,-0.785,-7.649,10.178359,lying
-6.649,-0.706,-7.747,10.233457,lying
-6.649,-0.706,-7.688,10.188866,lying
-6.61,-0.686,-7.688,10.162088,lying
-6.59,-0.706,-7.63,10.106604,lying
-6.59,-0.706,-7.63,10.106604,lying
-6.59,-0.667,-7.571,10.059475,lying
-6.629,-0.667,-7.59,10.099338,lying
-6.649,-0.667,-7.59,10.112477,lying
-6.629,-0.686,-7.59,10.100611,lying
-6.629,-0.726,-7.649,10.147804,lying
-6.629,-0.706,-7.61,10.117024,lying
-6.629,-0.706,-7.61,10.117024,lying
-6.669,-0.667,-7.551,10.096438,lying
-6.649,-0.686,-7.61,10.128766,lying
-6.59,-0.726,-7.649,10.12237,lying
-6.629,-0.726,-7.571,10.089141,lying
-6.61,-0.706,-7.649,10.133989,lying
-6.61,-0.706,-7.649,10.133989,lying
-6.649,-0.726,-7.59,10.11654,lying
-6.59,-0.686,-7.63,10.105226,lying
-6.61,-0.686,-7.59,10.088151,lying
-6.688,-0.667,-7.551,10.108998,lying
-6.688,-0.608,-7.59,10.134452,lying
-6.688,-0.608,-7.59,10.134452,lying
-6.59,-0.686,-7.551,10.04571,lying
-6.59,-0.647,-7.59,10.072478,lying
-6.629,-0.686,-7.532,10.0571,lying
-6.629,-0.706,-7.571,10.087721,lying
-6.649,-0.706,-7.59,10.115124,lying
-6.649,-0.706,-7.59,10.115124,lying
-6.629,-0.706,-7.59,10.101989,lying
-6.629,-0.726,-7.669,10.162887,lying
-6.629,-0.686,-7.669,10.160108,lying
-6.59,-0.785,-7.649,10.126773,lying
-6.629,-0.765,-7.688,10.180089,lying
-6.629,-0.765,-7.688,10.180089,lying
-6.649,-0.706,-7.649,10.15947,lying
-6.629,-0.686,-7.63,10.130703,lying
-6.649,-0.726,-7.59,10.11654,lying
-6.708,-0.765,-7.649,10.202435,lying
-6.708,-0.785,-7.708,10.248256,lying
-6.708,-0.785,-7.708,10.248256,lying
-6.688,-0.785,-7.649,10.190818,lying
-6.688,-0.706,-7.649,10.185037,lying
-6.688,-0.686,-7.59,10.13943,lying
-6.629,-0.726,-7.688,10.177232,lying
-6.649,-0.706,-7.649,10.15947,lying
-6.629,-0.647,-7.669,10.157549,lying
-6.629,-0.647,-7.669,10.157549,lying
-6.669,-0.647,-7.688,10.198015,lying
-6.61,-0.706,-7.688,10.163458,lying
-6.61,-0.745,-7.649,10.136781,lying
-6.61,-0.765,-7.61,10.108879,lying
-6.649,-0.785,-7.688,10.194644,lying
-6.649,-0.785,-7.688,10.194644,lying
-6.629,-0.706,-7.747,10.220474,lying
-6.57,-0.647,-7.688,10.133551,lying
-6.59,-0.726,-7.708,10.167027,lying
-6.59,-0.726,-7.669,10.137492,lying
-6.61,-0.726,-7.669,10.150504,lying
-6.61,-0.726,-7.669,10.150504,lying
-6.649,-0.726,-7.61,10.131554,lying
-6.649,-0.726,-7.669,10.175944,lying
-6.669,-0.745,-7.688,10.204701,lying
-6.649,-0.765,-7.688,10.193124,lying
-6.629,-0.726,-7.63,10.13349,lying
-6.629,-0.726,-7.63,10.13349,lying
-6.649,-0.706,-7.63,10.145173,lying
-6.61,-0.726,-7.59,10.09095,lying
-6.61,-0.706,-7.59,10.089531,lying
-6.61,-0.667,-7.571,10.072588,lying
-6.59,-0.667,-7.571,10.059475,lying
-6.59,-0.667,-7.571,10.059475,lying
-6.61,-0.628,-7.61,10.099435,lying
-6.59,-0.667,-7.551,10.044431,lying
-6.57,-0.647,-7.551,10.03001,lying
-6.61,-0.706,-7.59,10.089531,lying
-6.551,-0.686,-7.571,10.03525,lying
-6.551,-0.686,-7.571,10.03525,lying
-6.629,-0.706,-7.63,10.132077,lying
-6.57,-0.726,-7.669,10.124502,lying
-6.61,-0.726,-7.728,10.195154,lying
-6.669,-0.686,-7.708,10.215646,lying
-6.629,-0.706,-7.649,10.146392,lying
-6.649,-0.726,-7.669,10.175944,lying
-6.649,-0.726,-7.669,10.175944,lying
-6.727,-0.726,-7.708,10.256357,lying
-6.727,-0.726,-7.63,10.197868,lying
-6.708,-0.667,-7.571,10.137169,lying
-6.708,-0.647,-7.61,10.165037,lying
-6.727,-0.647,-7.59,10.162639,lying
-6.727,-0.647,-7.59,10.162639,lying
-6.669,-0.647,-7.649,10.168646,lying
-6.708,-0.686,-7.649,10.196816,lying
-6.708,-0.667,-7.63,10.181309,lying
-6.649,-0.608,-7.61,10.123782,lying
-6.669,-0.706,-7.669,10.187618,lying
-6.669,-0.706,-7.669,10.187618,lying
-6.61,-0.706,-7.59,10.089531,lying
-6.669,-0.726,-7.61,10.14469,lying
-6.727,-0.686,-7.63,10.195098,lying
-6.629,-0.726,-7.571,10.089141,lying
-6.59,-0.706,-7.669,10.136079,lying
-6.59,-0.706,-7.669,10.136079,lying
-6.57,-0.785,-7.61,10.084306,lying
-6.61,-0.765,-7.61,10.108879,lying
-6.649,-0.765,-7.59,10.119413,lying
-6.669,-0.785,-7.63,10.164088,lying
-6.629,-0.765,-7.669,10.165748,lying
-6.629,-0.765,-7.669,10.165748,lying
-6.629,-0.726,-7.688,10.177232,lying
-6.629,-0.726,-7.63,10.13349,lying
-6.61,-0.686,-7.688,10.162088,lying
-6.649,-0.706,-7.63,10.145173,lying
-6.649,-0.686,-7.649,10.1581,lying
-6.649,-0.686,-7.649,10.1581,lying
-6.61,-0.647,-7.669,10.14516,lying
-6.59,-0.628,-7.669,10.130945,lying
-6.551,-0.647,-7.708,10.136443,lying
-6.551,-0.647,-7.669,10.106818,lying
-6.57,-0.667,-7.708,10.150027,lying
-6.57,-0.667,-7.688,10.134847,lying
-6.61,-0.628,-7.688,10.158338,lying
-6.649,-0.628,-7.708,10.198865,lying
-6.629,-0.608,-7.688,10.169496,lying
-6.57,-0.647,-7.688,10.133551,lying
-6.61,-0.686,-7.688,10.162088,lying
-6.649,-0.726,-7.669,10.175944,lying
-6.649,-0.726,-7.669,10.175944,lying
-6.649,-0.745,-7.728,10.22185,lying
-6.669,-0.765,-7.669,10.191877,lying
-6.669,-0.726,-7.708,10.21841,lying
-6.649,-0.706,-7.669,10.174537,lying
-6.61,-0.706,-7.571,10.075246,lying
-6.61,-0.706,-7.571,10.075246,lying
-6.629,-0.706,-7.61,10.117024,lying
-6.61,-0.765,-7.59,10.093831,lying
-6.669,-0.726,-7.61,10.14469,lying
-6.669,-0.745,-7.63,10.161077,lying
-6.649,-0.726,-7.649,10.16088,lying
-6.649,-0.726,-7.649,10.16088,lying
-6.61,-0.686,-7.59,10.088151,lying
-6.629,-0.667,-7.61,10.114377,lying
-6.61,-0.608,-7.649,10.127634,lying
-6.629,-0.706,-7.63,10.132077,lying
-6.629,-0.647,-7.649,10.142458,lying
-6.629,-0.647,-7.649,10.142458,lying
-6.629,-0.667,-7.728,10.203456,lying
-6.649,-0.608,-7.708,10.197653,lying
-6.669,-0.647,-7.669,10.183699,lying
-6.669,-0.628,-7.688,10.196827,lying
-6.629,-0.647,-7.649,10.142458,lying
-6.629,-0.647,-7.649,10.142458,lying
-6.669,-0.628,-7.688,10.196827,lying
-6.649,-0.628,-7.649,10.154348,lying
-6.629,-0.647,-7.63,10.128137,lying
-6.61,-0.588,-7.59,10.081961,lying
-6.688,-0.686,-7.63,10.169407,lying
-6.688,-0.686,-7.63,10.169407,lying
-6.649,-0.647,-7.551,10.081935,lying
-6.629,-0.628,-7.61,10.11188,lying
-6.649,-0.628,-7.63,10.140044,lying
-6.61,-0.667,-7.571,10.072588,lying
-6.629,-0.667,-7.59,10.099338,lying
-6.57,-0.647,-7.61,10.074503,lying
-6.57,-0.647,-7.61,10.074503,lying
-6.59,-0.726,-7.669,10.137492,lying
-6.57,-0.785,-7.649,10.113769,lying
-6.59,-0.745,-7.63,10.109403,lying
-6.551,-0.745,-7.63,10.084023,lying
-6.57,-0.686,-7.61,10.077083,lying
-6.57,-0.686,-7.61,10.077083,lying
-6.61,-0.706,-7.63,10.119656,lying
-6.629,-0.667,-7.571,10.085067,lying
-6.649,-0.647,-7.708,10.200053,lying
-6.669,-0.647,-7.708,10.213101,lying
-6.688,-0.686,-7.688,10.212996,lying
-6.688,-0.686,-7.688,10.212996,lying
-6.649,-0.726,-7.708,10.205368,lying
-6.629,-0.706,-7.649,10.146392,lying
-6.727,-0.706,-7.688,10.239937,lying
-6.727,-0.726,-7.747,10.285699,lying
-6.649,-0.726,-7.688,10.190271,lying
-6.649,-0.726,-7.688,10.190271,lying
-6.629,-0.706,-7.669,10.161478,lying
-6.649,-0.667,-7.669,10.171905,lying
-6.727,-0.667,-7.61,10.178876,lying
-6.688,-0.667,-7.61,10.153144,lying
-6.727,-0.706,-7.708,10.254961,lying
-6.727,-0.706,-7.708,10.254961,lying
-6.669,-0.706,-7.708,10.217008,lying
-6.649,-0.706,-7.571,10.100875,lying
-6.629,-0.706,-7.571,10.087721,lying
-6.57,-0.686,-7.63,10.092195,lying
-6.61,-0.686,-7.551,10.058842,lying
-6.61,-0.686,-7.551,10.058842,lying
-6.57,-0.686,-7.551,10.032602,lying
-6.61,-0.706,-7.532,10.045972,lying
-6.61,-0.726,-7.649,10.135402,lying
-6.629,-0.726,-7.649,10.147804,lying
-6.629,-0.765,-7.669,10.165748,lying
-6.61,-0.745,-7.669,10.151881,lying
-6.61,-0.745,-7.669,10.151881,lying
-6.669,-0.726,-7.669,10.189023,lying
-6.688,-0.726,-7.61,10.157191,lying
-6.727,-0.745,-7.669,10.228446,lying
-6.708,-0.706,-7.63,10.183938,lying
-6.865,-0.686,-7.492,10.184738,lying
-6.865,-0.686,-7.492,10.184738,lying
-6.669,-0.686,-7.571,10.112675,lying
-6.59,-0.726,-7.708,10.167027,lying
-6.59,-0.706,-7.669,10.136079,lying
-6.629,-0.628,-7.61,10.11188,lying
-6.649,-0.569,-7.61,10.121515,lying
-6.649,-0.569,-7.61,10.121515,lying
-6.629,-0.569,-7.649,10.137781,lying
-6.669,-0.608,-7.61,10.136929,lying
-6.727,-0.608,-7.571,10.146045,lying
-6.708,-0.628,-7.571,10.134678,lying
-6.688,-0.647,-7.61,10.15185,lying
-6.688,-0.647,-7.61,10.15185,lying
-6.649,-0.686,-7.708,10.202601,lying
-6.629,-0.706,-7.61,10.117024,lying
-6.61,-0.667,-7.63,10.11701,lying
-6.59,-0.667,-7.688,10.147824,lying
-6.61,-0.726,-7.708,10.180002,lying
-6.61,-0.726,-7.708,10.180002,lying
-6.59,-0.765,-7.63,10.110896,lying
-6.629,-0.745,-7.708,10.19372,lying
-6.629,-0.765,-7.669,10.165748,lying
-6.59,-0.765,-7.649,10.125242,lying
-6.57,-0.765,-7.669,10.127373,lying
-6.57,-0.765,-7.669,10.127373,lying
-6.551,-0.765,-7.688,10.12947,lying
-6.531,-0.686,-7.649,10.081258,lying
-6.531,-0.706,-7.649,10.082638,lying
-6.57,-0.745,-7.59,10.066182,lying
-6.59,-0.804,-7.688,10.157749,lying
-6.669,-0.745,-7.669,10.190395,lying
