@relation Accelerometer-weka.filters.unsupervised.attribute.Remove-R1

@attribute accX numeric
@attribute accY numeric
@attribute accZ numeric
@attribute accTotal numeric
@attribute label {lying,running,sitting,standing,walking}

@data
-4.256,9.532,1.902,10.610851,walking
-4.57,9.885,1.765,11.032377,walking
-4.609,10.317,1.883,11.455525,walking
-4.197,10.611,1.844,11.558913,walking
-3.491,10.787,2.059,11.523278,walking
-3.491,10.787,2.059,11.523278,walking
-3.217,10.728,2.452,11.465225,walking
-3.197,10.336,2.824,11.181622,walking
-3.55,10.199,3.256,11.279346,walking
-3.785,10.65,3.236,11.756718,walking
-3.962,11.395,2.883,12.403836,walking
-3.962,11.395,2.883,12.403836,walking
-3.825,11.905,3.197,12.906605,walking
-3.217,12.043,3.236,12.878456,walking
-2.236,12.298,3.119,12.882882,walking
-1.373,12.082,4.295,12.896002,walking
-0.294,12.219,5.452,13.383374,walking
-0.294,12.219,5.452,13.383374,walking
0.451,12.866,3.942,13.463904,walking
1.059,13.396,3.177,13.808245,walking
1.432,14.082,2.236,14.330145,walking
1.432,14.71,1.785,14.886939,walking
2.04,16.063,0.686,16.206547,walking
2.04,16.063,0.686,16.206547,walking
2.903,17.946,0.53,18.187007,walking
4.413,19.084,1.177,19.622919,walking
5.962,18.927,1.491,19.899745,walking
7.08,17.574,1.393,18.997693,walking
7.178,16.259,0.686,17.786213,walking
6.041,15.338,-0.137,16.485348,walking
6.041,15.338,-0.137,16.485348,walking
4.06,14.337,-0.981,14.933035,walking
1.863,13.121,-1.255,13.311891,walking
0.588,11.984,-1.138,12.052263,walking
-0.608,11.101,-0.804,11.146671,walking
-1.765,9.689,-0.314,9.853453,walking
-1.765,9.689,-0.314,9.853453,walking
-2.805,7.649,-0.706,8.177632,walking
-2.785,5.747,-0.294,6.393017,walking
-2.726,4.511,0.216,5.275116,walking
-3.119,4.236,-0.039,5.260549,walking
-3.236,4.727,-0.078,5.729076,walking
-3.236,4.727,-0.078,5.729076,walking
-2.824,5.276,-0.098,5.985044,walking
-2.275,5.354,-0.157,5.819415,walking
-2.079,5.06,-0.333,5.480578,walking
-2.256,4.609,-0.471,5.153082,walking
-2.157,3.903,-0.628,4.503381,walking
-2.157,3.903,-0.628,4.503381,walking
-1.942,3.04,-0.647,3.664911,walking
-2.099,2.236,-0.471,3.102795,walking
-2.04,1.51,-0.431,2.574386,walking
-1.883,1.059,-0.49,2.215236,walking
-1.863,0.902,-0.706,2.186963,walking
-1.863,0.902,-0.706,2.186963,walking
-1.883,0.824,-1,2.285753,walking
-1.942,0.765,-1.334,2.477124,walking
-2.079,0.569,-1.628,2.701182,walking
-2.197,0.569,-1.942,2.986961,walking
-2.569,0.824,-2.785,3.877494,walking
-2.569,0.824,-2.785,3.877494,walking
-2.824,1.51,-3.668,4.86922,walking
-2.883,2.609,-4.452,5.910911,walking
-3.452,4.707,-4.57,7.413302,walking
-4.57,7.845,-4.766,10.253959,walking
-5.688,12.278,-4.786,14.352994,walking
-5.688,12.278,-4.786,14.352994,walking
-5.629,18.554,-5.609,20.184089,walking
-8.041,25.968,-10.14,29.014036,walking
-12.101,28.557,-9.865,32.546193,walking
-11.611,23.026,-9.081,27.340018,walking
-11.709,14.945,-8.473,20.790513,walking
-10.415,8.806,-8.669,16.160737,walking
-10.415,8.806,-8.669,16.160737,walking
-9.395,4.825,-8.336,13.454945,walking
-7.12,2.687,-7.257,10.515627,walking
-5.707,3.648,-4.727,8.259678,walking
-3.942,7.688,-2.628,9.030564,walking
0.02,12.925,-0.706,12.944283,walking
0.02,12.925,-0.706,12.944283,walking
3.06,17.887,1.981,18.254663,walking
5.747,19.888,0.804,20.717311,walking
3.825,16.083,0.02,16.531603,walking
0.647,12.219,0.353,12.241208,walking
0.608,10.003,1.393,10.117812,walking
0.608,10.003,1.393,10.117812,walking
0.941,8.61,1.491,8.788667,walking
0.686,7.924,1.157,8.037352,walking
-0.216,7.747,0.765,7.787676,walking
-0.824,8.061,1.138,8.182527,walking
-1.334,8.532,1.765,8.814182,walking
-1.334,8.532,1.765,8.814182,walking
-1.471,8.748,1.687,9.029801,walking
-1.667,8.983,1.628,9.280278,walking
-1.961,9.257,1.706,9.614989,walking
-2.354,9.611,2.177,10.131731,walking
-2.726,9.885,2.765,10.620241,walking
-2.726,9.885,2.765,10.620241,walking
-2.922,10.258,3.275,11.157521,walking
-3.334,10.356,3.099,11.31221,walking
-4.021,10.14,2.138,11.115713,walking
-4.001,9.473,1.334,10.36944,walking
-3.217,8.61,0.883,9.233682,walking
-3.217,8.61,0.883,9.233682,walking
-2.177,7.63,0.471,7.948463,walking
-1.294,6.865,0.039,6.985999,walking
-0.431,6.139,-0.157,6.156113,walking
1,6.139,-0.177,6.222431,walking
1.667,6.296,0.412,6.525967,walking
1.667,6.296,0.412,6.525967,walking
1.765,6.806,0.961,7.096505,walking
1.824,7.178,1.236,7.508552,walking
1.883,8.081,1.334,8.404035,walking
1.177,8.904,0.922,9.028656,walking
0.294,9.179,0.804,9.218834,walking
-0.451,9.081,0.686,9.118035,walking
-0.451,9.081,0.686,9.118035,walking
-0.981,8.885,0.471,8.951392,walking
-1.569,8.649,0.098,8.790709,walking
-1.961,8.394,0.392,8.628929,walking
-2.079,8.394,0.569,8.666328,walking
-2.295,8.787,0.941,9.130382,walking
-2.295,8.787,0.941,9.130382,walking
-2.765,9.316,1.393,9.817002,walking
-3.668,9.689,1.785,10.512715,walking
-4.668,10.16,2.138,11.383623,walking
-5.413,10.885,1.922,12.307635,walking
-5.433,11.474,1.569,12.79187,walking
-5.433,11.474,1.569,12.79187,walking
-4.982,11.807,1.412,12.892607,walking
-4.295,11.65,1.569,12.515242,walking
-3.962,11.121,2.099,11.990825,walking
-3.864,10.807,2.53,11.752559,walking
-4.021,11.199,2.805,12.225141,walking
-4.021,11.199,2.805,12.225141,walking
-4.138,11.945,2.805,12.948903,walking
-4.06,12.258,3.393,13.351203,walking
-3.668,12.141,4.138,13.340958,walking
-2.864,12.121,3.177,12.853578,walking
-2.275,11.945,3.668,12.700901,walking
-2.275,11.945,3.668,12.700901,walking
-1.628,11.631,4.766,12.674593,walking
-0.471,11.768,4.707,12.683198,walking
0.216,12.121,2.687,12.417136,walking
0.431,12.278,1.118,12.336327,walking
0.353,13.729,-0.275,13.73629,walking
0.353,13.729,-0.275,13.73629,walking
0.549,16.671,-0.53,16.688455,walking
1.373,18.888,0.177,18.938664,walking
2.824,19.594,0.569,19.804635,walking
4.001,18.652,0.922,19.098565,walking
4.001,17.064,0.961,17.553108,walking
4.001,17.064,0.961,17.553108,walking
3.04,15.985,0.745,16.28855,walking
1.432,15.828,0.196,15.893855,walking
-0.353,16.142,-0.726,16.162173,walking
-2.138,15.259,-1.138,15.450022,walking
-2.373,13.553,-0.883,13.787481,walking
-2.138,11.415,-0.196,11.615149,walking
-2.138,11.415,-0.196,11.615149,walking
-2.412,9.434,-0.039,9.737537,walking
-2.04,7.885,-0.333,8.151424,walking
-1.942,6.943,-0.373,7.219123,walking
-1.981,6.708,-0.314,7.001444,walking
-2.197,6.57,-0.294,6.933841,walking
-2.197,6.57,-0.294,6.933841,walking
-2.256,6.453,-0.118,6.837007,walking
-2.04,6.178,-0.275,6.511905,walking
-1.726,5.511,-0.667,5.813354,walking
-1.393,4.688,-1,4.991773,walking
-1.079,3.55,-1.255,3.916857,walking
-1.079,3.55,-1.255,3.916857,walking
-1.02,2.589,-1.373,3.102974,walking
-0.981,1.765,-1.451,2.486561,walking
-1.216,1.236,-1.765,2.474182,walking
-1.451,0.941,-1.922,2.58553,walking
-1.726,0.745,-1.373,2.327924,walking
-1.726,0.745,-1.373,2.327924,walking
-2.02,0.53,-0.647,2.1863,walking
-1.902,0.275,-0.255,1.938622,walking
-1.824,0,-0.216,1.836745,walking
-1.804,-0.118,-0.53,1.883943,walking
-2.001,0.275,-0.804,2.173946,walking
-2.001,0.275,-0.804,2.173946,walking
-2.256,1.02,-1.687,2.995981,walking
-2.55,1.726,-2.55,3.998009,walking
-3.079,2.844,-2.746,5.010897,walking
-3.903,4.57,-2.883,6.665583,walking
-4.727,7.904,-4.099,10.080652,walking
-4.727,7.904,-4.099,10.080652,walking
-5.217,14.122,-5.845,16.149675,walking
-5.688,21.79,-9.356,24.386311,walking
-9.042,26.615,-10.375,29.962587,walking
-8.414,25.85,-10.062,28.987269,walking
-8.728,19.829,-10.532,24.089214,walking
-8.728,13.239,-10.532,19.036074,walking
-8.689,13.317,-10.591,19.105248,walking
-7.159,8.296,-8.649,13.959946,walking
-5.492,3.825,-7.61,10.134337,walking
-4.491,1.079,-5.943,7.52679,walking
-4.433,1.902,-2.295,5.341921,walking
-3.648,5.57,-0.51,6.677792,walking
-3.648,5.57,-0.51,6.677792,walking
-0.628,10.513,-0.569,10.5471,walking
3.393,16.671,0.941,17.038784,walking
5.256,20.457,0.804,21.136717,walking
1.706,18.456,0.412,18.539259,walking
-1.648,15.632,0.667,15.732775,walking
-1.648,15.632,0.667,15.732775,walking
-2.197,12.592,2.177,12.966287,walking
-2.059,10.062,1.471,10.375315,walking
-2.628,8.022,1.373,8.552426,walking
-3.295,7.139,1.765,8.058385,walking
-3.373,7.59,2.667,8.723424,walking
-3.373,7.59,2.667,8.723424,walking
-3.177,8.649,2.609,9.576294,walking
-2.903,9.552,2.314,10.248059,walking
-2.785,10.022,2.118,10.615208,walking
-2.55,10.395,2.256,10.938376,walking
-2.216,10.67,2.805,11.252892,walking
-2.216,10.67,2.805,11.252892,walking
-1.687,10.67,2.412,11.068542,walking
-0.863,10.395,2.02,10.624556,walking
-0.608,9.807,1.608,9.956534,walking
-0.431,8.944,1.098,9.021447,walking
0.137,8.159,0.49,8.174849,walking
0.137,8.159,0.49,8.174849,walking
0.824,7.551,-0.078,7.596227,walking
0.745,6.982,-0.314,7.028652,walking
0.647,6.669,-0.51,6.719693,walking
0.216,6.59,-0.373,6.604081,walking
0.216,6.688,-0.53,6.712444,walking
0.216,6.688,-0.53,6.712444,walking
-0.118,6.845,-0.255,6.850764,walking
-0.177,7.041,0.02,7.043253,walking
-0.353,7.277,-0.118,7.286512,walking
-0.412,7.59,-0.294,7.606857,walking
-0.431,7.845,-0.235,7.860344,walking
-0.412,8.061,0.196,8.073901,walking
-0.412,8.061,0.196,8.073901,walking
-0.804,8.1,1.157,8.221622,walking
-0.157,8.218,1.961,8.450189,walking
-0.53,8.257,1.432,8.396998,walking
-1.236,8.551,0.804,8.677195,walking
-2.197,8.963,-0.059,9.228524,walking
-2.197,8.963,-0.059,9.228524,walking
-2.981,9.571,-0.294,10.0288,walking
-3.589,10.199,0.255,10.815061,walking
-3.883,10.768,0.981,11.488685,walking
-3.825,11.317,1.236,12.009696,walking
-3.727,11.513,1.471,12.190305,walking
-3.727,11.513,1.471,12.190305,walking
-3.413,11.16,1.883,11.821161,walking
-3.511,10.63,2.157,11.400731,walking
-4.217,10.317,2.314,11.383241,walking
-5.237,10.866,2.354,12.289729,walking
-6.159,11.748,2.471,13.492762,walking
-6.159,11.748,2.471,13.492762,walking
-6.531,12.16,2.55,14.036455,walking
-6.492,12.101,2.785,14.012012,walking
-5.943,11.67,3.119,13.462404,walking
-4.923,11.435,2.864,12.774884,walking
-4.04,11.552,2.118,12.419993,walking
-4.04,11.552,2.118,12.419993,walking
-3.432,11.435,2.805,12.264007,walking
-2.628,11.454,3.942,12.395155,walking
-1.353,11.552,4.236,12.378328,walking
-0.647,11.552,2.373,11.810946,walking
-0.333,11.69,0.765,11.719736,walking
-0.333,11.69,0.765,11.719736,walking
-0.255,13.023,-0.549,13.037061,walking
0.157,15.377,0.255,15.379916,walking
1.157,17.083,1.824,17.219016,walking
2.609,17.946,2.236,18.271987,walking
3.825,18.005,2.02,18.517318,walking
3.825,18.005,2.02,18.517318,walking
4.335,17.613,1.196,18.17802,walking
3.844,17.024,0.078,17.452765,walking
2.432,16.711,-0.922,16.912192,walking
0.569,16.063,-1.726,16.165482,walking
-0.706,15.004,-2.04,15.158498,walking
-0.706,13.749,-2.04,13.917436,walking
-1.02,13.592,-2.138,13.79688,walking
-0.471,11.729,-1.196,11.799224,walking
0,9.944,-0.294,9.948345,walking
-0.02,8.394,0.039,8.394114,walking
-0.098,7.12,-0.255,7.125239,walking
-0.686,6.453,0.059,6.489629,walking
-0.686,6.453,0.059,6.489629,walking
-1.216,5.864,0.373,6.000357,walking
-1.51,5.296,0.392,5.520994,walking
-1.491,4.982,0.314,5.209799,walking
-1.451,4.668,0.098,4.889297,walking
-1.491,4.472,-0.235,4.719861,walking
-1.491,4.472,-0.235,4.719861,walking
-1.726,4.021,-0.412,4.395141,walking
-1.706,3.373,-0.49,3.811517,walking
-1.569,2.765,-0.745,3.265273,walking
-1.589,2.079,-0.804,2.73744,walking
-1.53,1.589,-0.785,2.341377,walking
-1.53,1.589,-0.785,2.341377,walking
-1.393,1.196,-0.902,2.045597,walking
-1.412,0.863,-0.961,1.913644,walking
-1.785,0.765,-0.804,2.101872,walking
-2.157,1.04,-0.902,2.558877,walking
-2.236,1.353,-1.177,2.866293,walking
-2.236,1.353,-1.177,2.866293,walking
-2.55,1.981,-1.451,3.540094,walking
-2.903,2.942,-2.491,4.825749,walking
-3.315,4.04,-3.727,6.418828,walking
-4.021,5.374,-4.629,8.153279,walking
-4.903,7.198,-5.237,10.162518,walking
-4.903,7.198,-5.237,10.162518,walking
-5.747,10.336,-5.06,12.863301,walking
-5.766,15.651,-5.374,17.523711,walking
-5.962,20.986,-6.669,22.813005,walking
-8.904,24.105,-8.022,26.919969,walking
-9.611,23.614,-9.003,27.037868,walking
-9.611,23.614,-9.003,27.037868,walking
-11.121,17.574,-8.591,22.50172,walking
-11.415,10.493,-8.983,17.919251,walking
-9.964,6.394,-8.453,14.547087,walking
-8.728,5.354,-6.492,12.123917,walking
-8.394,7.708,-3.295,11.862948,walking
-5.198,13.161,-1.961,14.28554,walking
-5.198,13.161,-1.961,14.28554,walking
-0.824,20.437,1.373,20.499636,walking
2.805,23.183,2.177,23.453333,walking
2.256,15.71,1.334,15.927121,walking
1.157,8.944,1.314,9.113747,walking
1.118,5.864,0.647,6.004584,walking
1.118,5.864,0.647,6.004584,walking
0.51,4.688,-0.216,4.720604,walking
-0.588,4.158,0.294,4.209649,walking
-1.275,4.531,1.393,4.908771,walking
-1.314,5.354,2.157,5.919845,walking
-0.981,7.218,2.04,7.564621,walking
-0.981,7.218,2.04,7.564621,walking
-0.51,9.748,2.04,9.972222,walking
-0.51,11.709,2.118,11.909941,walking
-1.177,13.023,2.02,13.231185,walking
-2.118,13.376,1.393,13.614101,walking
-3.315,12.964,1.412,13.455418,walking
-3.315,12.964,1.412,13.455418,walking
-3.844,12.415,0.804,13.021328,walking
-4.08,11.356,0.706,12.087331,walking
-4.138,9.983,-0.02,10.806652,walking
-4.236,8.61,-0.314,9.60075,walking
-3.02,7.335,-0.373,7.941143,walking
-3.02,7.335,-0.373,7.941143,walking
-1.824,6.61,-0.373,6.867183,walking
-1.098,5.864,-0.078,5.966421,walking
-0.471,5.413,0.039,5.433593,walking
0.333,5.374,0.314,5.393455,walking
0.706,5.707,0.118,5.751714,walking
0.706,5.707,0.118,5.751714,walking
0.647,6.198,0.255,6.236893,walking
0.294,6.61,0.628,6.646271,walking
0.02,6.904,0.628,6.932532,walking
-0.137,7.296,0.608,7.322571,walking
-0.098,7.688,0.51,7.705521,walking
-0.098,7.688,0.51,7.705521,walking
-0.216,7.865,0.667,7.896187,walking
-0.373,7.747,0.608,7.779769,walking
-1,7.59,0.53,7.673917,walking
-1.569,7.963,0.392,8.125564,walking
-1.883,8.63,0.059,8.833237,walking
-2.099,9.375,-0.196,9.609102,walking
-2.099,9.375,-0.196,9.609102,walking
-2.059,9.905,-0.255,10.119957,walking
-1.942,10.317,0.196,10.500013,walking
-1.765,10.709,1.196,10.919172,walking
-1.589,11.219,2.079,11.520118,walking
-1.608,11.748,2.648,12.149612,walking
-1.608,11.748,2.648,12.149612,walking
-1.746,11.886,2.922,12.363802,walking
-2.491,11.513,2.942,12.141236,walking
-3.53,10.983,2.687,11.845132,walking
-4.648,10.905,2.452,12.105174,walking
-5.511,11.395,2.354,12.874722,walking
-5.511,11.395,2.354,12.874722,walking
-5.962,11.748,2.452,13.400494,walking
-5.727,11.807,2.883,13.435604,walking
-4.766,11.925,2.295,13.04559,walking
-3.844,11.631,2.707,12.545292,walking
-3.138,11.082,4.491,12.362316,walking
-3.138,11.082,4.491,12.362316,walking
-2.628,11.336,5.394,12.826009,walking
-1.785,11.768,5.374,13.059553,walking
-1,11.945,3.295,12.431414,walking
-0.667,12.533,1.942,12.700092,walking
-0.667,13.945,0.608,13.974175,walking
-0.667,13.945,0.608,13.974175,walking
-0.137,17.064,0.294,17.067082,walking
1.04,19.241,0.785,19.28507,walking
3.138,19.829,1.079,20.104739,walking
5.394,18.809,1.294,19.609899,walking
6.198,17.122,0.883,18.230682,walking
6.198,17.122,0.883,18.230682,walking
5.354,15.946,0.098,16.821113,walking
3.491,15.396,-0.569,15.797078,walking
1.648,15.043,-1.549,15.212073,walking
-0.059,14.259,-1.961,14.393335,walking
-1.255,13.259,-1.706,13.427082,walking
-1.255,13.259,-1.706,13.427082,walking
-2.02,11.729,-1.294,11.971812,walking
-2.001,9.846,-0.588,10.064465,walking
-1.863,7.747,-0.078,7.968241,walking
-1.746,6.394,0,6.628103,walking
-1.51,5.609,0.137,5.810314,walking
-1.746,5.217,0.275,5.508287,walking
-1.746,5.217,0.275,5.508287,walking
-1.804,4.884,0.373,5.219866,walking
-1.451,4.609,0.412,4.849539,walking
-1.02,4.335,0.157,4.45615,walking
-0.843,3.903,-0.235,3.99991,walking
-0.824,3.315,-0.588,3.466114,walking
-0.824,3.315,-0.588,3.466114,walking
-0.785,2.51,-0.706,2.723006,walking
-0.667,1.785,-1.02,2.161369,walking
-0.745,1.373,-1.314,2.041262,walking
-1.118,1.04,-1.353,2.040131,walking
-1.549,0.824,-1.157,2.101672,walking
-1.549,0.824,-1.157,2.101672,walking
-2.118,0.804,-1.04,2.492778,walking
-2.314,0.843,-1.157,2.72101,walking
-2.432,0.804,-1.373,2.906229,walking
-2.393,0.922,-1.648,3.04835,walking
-2.628,1.569,-1.902,3.603574,walking
-2.628,1.569,-1.902,3.603574,walking
-3.06,2.452,-2.962,4.914199,walking
-3.589,3.491,-3.864,6.324437,walking
-4.472,4.903,-4.433,7.980582,walking
-5.531,7.139,-5.041,10.34258,walking
-6.276,11.611,-5.374,14.250732,walking
-6.276,11.611,-5.374,14.250732,walking
-6.257,18.358,-6.551,20.471488,walking
-8.277,23.556,-8.865,26.494945,walking
-10.787,26.635,-9.375,30.227028,walking
-10.709,24.575,-9.356,28.392746,walking
-11.866,17.534,-9.238,23.099432,walking
-11.866,17.534,-9.238,23.099432,walking
-11.729,10.65,-10.16,18.820668,walking
-10.238,5.806,-9.905,15.382955,walking
-8.571,2.844,-7.885,11.988478,walking
-7.963,2.687,-4.609,9.585,walking
-5.904,5.099,-2.687,8.250878,walking
-5.904,5.099,-2.687,8.250878,walking
-1.844,9.199,-1.491,9.499738,walking
2.491,15.573,-0.294,15.773707,walking
5.394,20.084,1.373,20.841003,walking
3.687,17.24,2.236,17.771079,walking
1.04,13.376,2.295,13.611245,walking
-0.412,10.532,1.412,10.634214,walking
-0.412,10.532,1.412,10.634214,walking
0,9.14,1.255,9.225759,walking
-0.235,7.904,1.098,7.983361,walking
-0.667,6.727,0.706,6.796753,walking
-0.628,6.159,0.902,6.256298,walking
-0.549,6.296,1.726,6.551343,walking
-0.549,6.296,1.726,6.551343,walking
-0.216,6.963,1.746,7.18182,walking
-0.078,7.845,1.569,8.000742,walking
-0.686,8.649,1.51,8.806583,walking
-1.608,9.277,1.942,9.613519,walking
-2.138,9.787,2.55,10.337258,walking
-2.138,9.787,2.55,10.337258,walking
-2.334,10.258,2.118,10.731265,walking
-2.707,10.199,1.314,10.633628,walking
-2.726,10.003,0.745,10.394523,walking
-2.922,9.375,0.451,9.830163,walking
-2.883,8.669,0.137,9.13685,walking
-2.883,8.669,0.137,9.13685,walking
-2.746,8.041,0.098,8.497517,walking
-2.197,7.08,-0.745,7.450385,walking
-1.138,6.394,0.118,6.495553,walking
-0.314,6.57,0.275,6.583245,walking
-0.078,7.237,0.294,7.243389,walking
-0.078,7.237,0.294,7.243389,walking
-0.118,7.806,0.235,7.810428,walking
-0.745,8.277,0.157,8.311943,walking
-1.157,8.63,0.235,8.710383,walking
-1.236,8.865,0.314,8.956256,walking
-1.255,8.649,0.667,8.764994,walking
-1.255,8.649,0.667,8.764994,walking
-1.294,8.414,1.079,8.58103,walking
-1.118,7.943,1,8.083389,walking
-1.353,7.688,0.549,7.82543,walking
-1.785,7.551,0.059,7.759337,walking
-1.922,7.708,0.275,7.948772,walking
-1.922,7.708,0.275,7.948772,walking
-2.275,8.061,0.686,8.403924,walking
-2.609,8.493,0.824,8.922831,walking
-2.883,9.061,1.04,9.565302,walking
-3.06,9.767,1.393,10.329489,walking
-3.099,10.454,1.706,11.03632,walking
-2.864,10.944,1.765,11.449404,walking
-2.864,10.944,1.765,11.449404,walking
-2.569,11.18,2.099,11.661816,walking
-2.746,11.14,2.373,11.716281,walking
-3.275,11.14,2.746,11.931712,walking
-4.119,11.611,2.962,12.671027,walking
-4.668,12.454,2.903,13.61322,walking
-4.668,12.454,2.903,13.61322,walking
-5.001,13.161,2.922,14.379152,walking
-5.041,12.984,2.981,14.243676,walking
-4.491,12.553,2.393,13.545233,walking
-3.57,12.121,1.824,12.766774,walking
-2.903,11.435,2.707,12.104317,walking
-2.903,11.435,2.707,12.104317,walking
-2.53,10.905,3.628,11.767851,walking
-2.001,10.905,4.413,11.933046,walking
-0.981,11.062,3.589,11.670952,walking
-0.412,11.572,2.079,11.764488,walking
-0.431,12.062,0.961,12.107895,walking
-0.431,12.062,0.961,12.107895,walking
0.118,13.631,0.863,13.658801,walking
1.04,16.004,1.236,16.085314,walking
1.961,18.044,1.177,18.18837,walking
3.452,19.143,1.177,19.487331,walking
5.06,19.123,0.569,19.789302,walking
5.06,19.123,0.569,19.789302,walking
5.688,18.338,-0.392,19.203886,walking
4.55,17.279,-1.373,17.920699,walking
2.805,16.357,-2.275,16.750973,walking
0.981,15.181,-2.707,15.451633,walking
-0.235,13.984,-2.707,14.245537,walking
-0.235,13.984,-2.707,14.245537,walking
-0.824,12.553,-1.824,12.71156,walking
-1.393,10.689,-0.863,10.813877,walking
-2.001,8.669,-0.333,8.903171,walking
-2.001,6.943,-0.118,7.22656,walking
-2.197,6.002,-0.098,6.392215,walking
-2.707,5.433,0.078,6.070537,walking
-2.707,5.433,0.078,6.070537,walking
-3.275,4.864,0.078,5.864316,walking
-3.06,4.393,0.078,5.354263,walking
-2.903,4.06,-0.137,4.992973,walking
-2.55,3.766,-0.49,4.574424,walking
-2.216,3.275,-0.686,4.013337,walking
-2.216,3.275,-0.686,4.013337,walking
-1.824,2.726,-0.785,3.372577,walking
-1.373,2.157,-1.098,2.782693,walking
-1.196,1.589,-1.294,2.372714,walking
-1.157,1.314,-1.412,2.24922,walking
-1.373,1.393,-1.294,2.345211,walking
-1.373,1.393,-1.294,2.345211,walking
-1.706,1.471,-0.961,2.44904,walking
-1.961,1.608,-0.726,2.637852,walking
-2.138,1.648,-0.706,2.79023,walking
-2.412,1.726,-1.04,3.142995,walking
-2.824,1.648,-1.608,3.643699,walking
-2.824,1.648,-1.608,3.643699,walking
-3.275,1.667,-2.295,4.332613,walking
-3.687,2.02,-3.609,5.54069,walking
-3.864,2.393,-4.746,6.57126,walking
-4.354,3.432,-5.217,7.612689,walking
-5.413,5.315,-5.276,9.240453,walking
-5.413,5.315,-5.276,9.240453,walking
-6.551,8.63,-5.629,12.209756,walking
-6.1,15.102,-5.688,17.252065,walking
-5.139,22.438,-8.316,24.475069,walking
-8.63,28.204,-9.081,30.861093,walking
-9.257,27.616,-9.493,30.634173,walking
-9.257,27.616,-9.493,30.634173,walking
-10.12,19.456,-9.375,23.850387,walking
-10.866,11.258,-9.728,18.424074,walking
-9.846,6.629,-8.61,14.663542,walking
-7.924,4.746,-5.707,10.857446,walking
-4.903,6.806,-2.805,8.84472,walking
-4.903,6.806,-2.805,8.84472,walking
-1.04,11.788,-2.373,12.069369,walking
1.961,16.377,-0.647,16.506673,walking
3.609,17.24,-1.432,17.671817,walking
2.354,14.22,0.765,14.433812,walking
-0.02,11.415,2.001,11.589074,walking
-1.04,9.846,1.549,10.021213,walking
-1.04,9.846,1.549,10.021213,walking
-0.843,8.551,1.589,8.738145,walking
-0.804,7.453,2.001,7.758713,walking
-0.686,7.316,1.863,7.580582,walking
-0.902,7.826,2.04,8.137658,walking
-1.373,8.63,2.04,8.973496,walking
-1.373,8.63,2.04,8.973496,walking
-1.706,9.277,1.863,9.614777,walking
-1.844,9.591,1.706,9.914537,walking
-2.059,9.905,1.804,10.276328,walking
-2.628,10.238,1.726,10.709907,walking
-3.295,10.356,1.667,10.994665,walking
-3.295,10.356,1.667,10.994665,walking
-3.766,10.415,1.589,11.188382,walking
-4.295,10.199,1.275,11.13967,walking
-4.315,9.846,0.863,10.784605,walking
-4.335,8.904,0.804,9.935787,walking
-3.707,8.218,1.236,9.099729,walking
-3.707,8.218,1.236,9.099729,walking
-3.197,7.512,-0.059,8.164217,walking
-2.157,5.609,-0.843,6.068293,walking
-0.039,4.707,0.216,4.712115,walking
1.432,5.511,0.431,5.710298,walking
1.902,6.57,0.49,6.857303,walking
1.902,6.57,0.49,6.857303,walking
1.471,7.277,0.118,7.425126,walking
0.314,7.708,0.216,7.717416,walking
-0.431,8.14,0.275,8.15604,walking
-0.804,8.512,0.883,8.595362,walking
-1.177,8.885,0.745,8.99353,walking
-1.177,8.885,0.745,8.99353,walking
-1.255,8.787,0.726,8.905811,walking
-1.628,8.296,0.588,8.474653,walking
-1.902,7.885,0.235,8.114558,walking
-2.491,7.59,-0.137,7.98949,walking
-2.864,7.59,-0.118,8.113231,walking
-2.864,7.59,-0.118,8.113231,walking
-2.765,7.963,0.059,8.429595,walking
-2.609,8.493,0.373,8.892528,walking
-2.432,8.728,1.059,9.122176,walking
-2.432,8.806,1.432,9.24721,walking
-2.883,9.297,1.393,9.832922,walking
-3.373,10.081,1.549,10.742583,walking
-3.373,10.081,1.549,10.742583,walking
-3.217,10.807,2.001,11.451827,walking
-2.746,11.121,2.177,11.660038,walking
-2.471,10.846,2.314,11.362049,walking
-2.628,10.63,2.491,11.229798,walking
-3.315,10.983,2.667,11.778302,walking
-3.315,10.983,2.667,11.778302,walking
-3.883,11.866,2.53,12.738938,walking
-4.374,12.553,2.354,13.500037,walking
-4.629,12.533,2.589,13.609065,walking
-4.413,12.317,2.55,13.329875,walking
-3.393,12.18,2.118,12.819937,walking
-3.393,12.18,2.118,12.819937,walking
-2.589,11.513,2.942,12.161721,walking
-2.177,11.121,3.923,11.99191,walking
-1.863,11.199,4.609,12.252806,walking
-1.059,11.435,4.433,12.309841,walking
-0.53,11.729,3.02,12.123149,walking
-0.53,11.729,3.02,12.123149,walking
-0.53,12.239,1.471,12.338471,walking
0.392,13.749,1.02,13.792355,walking
1.765,16.142,1.157,16.279375,walking
3.099,18.123,1.334,18.434383,walking
4.923,18.711,0.804,19.3645,walking
4.923,18.711,0.804,19.3645,walking
6.59,18.182,-1.177,19.375205,walking
7.1,15.573,0.804,17.134023,walking
4.295,15.612,1.02,16.224117,walking
2.687,15.338,-1.255,15.622075,walking
1.177,14.435,-2.765,14.744483,walking
1.177,14.435,-2.765,14.744483,walking
-0.785,13.867,-2.864,14.181411,walking
-2.491,13.161,-1.942,13.53471,walking
-3.727,11.611,-0.686,12.213781,walking
-4.021,10.003,0.177,10.782383,walking
